world_cup_year,host_country,team,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against
2022,Qatar,Burkina Faso,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Slovakia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Finland,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Venezuela,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bosnia and Herzegovina,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Northern Ireland,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Panama,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Iceland,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Slovenia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Jamaica,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,North Macedonia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Albania,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Iraq,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Montenegro,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,United Arab Emirates,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cabo Verde,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bulgaria,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Congo DR,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,El Salvador,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Oman,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Israel,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Uzbekistan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Georgia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,China PR,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Honduras,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Gabon,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bolivia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Guinea,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Jordan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bahrain,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Curaçao,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Haiti,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Zambia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Uganda,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Syria,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Benin,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Luxembourg,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Armenia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Palestine,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Kyrgyz Republic,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Vietnam,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Belarus,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Equatorial Guinea,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Lebanon,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Congo,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Kenya,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Madagascar,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Mauritania,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Trinidad and Tobago,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,New Zealand,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,India,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Kosovo,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Tajikistan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Estonia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cyprus,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Thailand,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Korea DPR,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Kazakhstan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Mozambique,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Namibia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Guinea-Bissau,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Sierra Leone,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Guatemala,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Angola,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Libya,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Niger,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Faroe Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Azerbaijan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Malawi,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Zimbabwe,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,The Gambia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Togo,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Sudan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Comoros,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Tanzania,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Antigua and Barbuda,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Central African Republic,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Philippines,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Latvia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Turkmenistan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Solomon Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Rwanda,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Ethiopia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Suriname,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,St Kitts and Nevis,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Burundi,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Nicaragua,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Eswatini,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Lithuania,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Hong Kong,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Malaysia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Lesotho,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Botswana,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Kuwait,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Liberia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Andorra,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Indonesia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Dominican Republic,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Maldives,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Yemen,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Afghanistan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Chinese Taipei,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Myanmar,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Papua New Guinea,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Singapore,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,New Caledonia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Tahiti,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Fiji,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Vanuatu,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,South Sudan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Barbados,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cuba,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Malta,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bermuda,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Puerto Rico,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Guyana,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,St Lucia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Grenada,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Moldova,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Nepal,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Belize,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cambodia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,St Vincent and the Grenadines,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Montserrat,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Mauritius,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Chad,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Macau,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Mongolia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Dominica,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bhutan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,São Tomé and Príncipe,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Laos,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,American Samoa,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cook Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Brunei Darussalam,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Samoa,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bangladesh,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Djibouti,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Pakistan,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Cayman Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Liechtenstein,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Tonga,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Timor-Leste,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Seychelles,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Eritrea,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Aruba,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Bahamas,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Somalia,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Gibraltar,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Guam,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Turks and Caicos Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Sri Lanka,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,US Virgin Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,British Virgin Islands,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,Anguilla,Did not qualify,0.0,0.0,0.0,0.0,0.0
2022,Qatar,San Marino,Did not qualify,0.0,0.0,0.0,0.0,0.0
