world_cup_year,team,host_country,max_stage,max_stage_numeric,matches_played,matches_won,goals_for,goals_against,Big5_flag,start_date,rank_date,clean_country,rank,gdp_per_capita_tminus0,gdp_per_capita_tminus1,gdp_per_capita_tminus2,gdp_per_capita_tminus3,norm_gdp_per_capita_tminus0,norm_gdp_per_capita_tminus1,norm_gdp_per_capita_tminus2,norm_gdp_per_capita_tminus3,hdi_tminus0,hdi_tminus1,hdi_tminus2,hdi_tminus3,life_expectancy_tminus0,life_expectancy_tminus1,life_expectancy_tminus2,life_expectancy_tminus3,mean_school_years_tminus0,mean_school_years_tminus1,mean_school_years_tminus2,mean_school_years_tminus3
2022,Greece,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Greece,52.0,20971.8349258283,20654.7001960815,17886.733165236,19335.3602002969,0.6372774148714675,0.6200238652379245,0.4694340620056124,0.5482458606057543,0.897,0.897,0.896,0.896,79.944,80.531,81.536,81.349,11.55385642,11.55385642,11.40999985,11.11999989
1994,Honduras,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Honduras,50.0,832.062972379136,908.446013257125,937.828918006075,907.271114551007,-0.4584163783769082,-0.4542607988602733,-0.4526622372461971,-0.4543247186118457,0.532,0.529,0.523,0.519,66.523,66.074,65.908,65.584,4.182614098,4.102979732,4.023345366,3.943711
1998,Honduras,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Honduras,86.0,1021.15818843434,944.930102441707,883.311249797422,931.669547257738,-0.4481287517322994,-0.4522759010091822,-0.4556282425622784,-0.4529973346005697,0.529,0.547,0.541,0.537,62.432,67.542,67.263,66.919,4.463144252,4.39617899,4.329213727,4.262248465
2002,Honduras,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Honduras,26.0,1132.49965345317,1132.1648753329,1092.56400746252,1002.19633011186,-0.442071277375872,-0.4420894908049686,-0.4442439553755266,-0.4491603617485607,0.564,0.561,0.558,0.552,68.714,68.491,68.302,68.005,4.731005302,4.66404004,4.597074777,4.530109515
2006,Honduras,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Honduras,42.0,1425.84780051892,1304.70039153826,1215.13995412761,1156.08162681357,-0.4261118243719463,-0.4327027859972838,-0.4375752749022365,-0.4407883124096717,0.582,0.578,0.573,0.568,69.364,69.198,69.05,68.874,4.940950449,4.93190109,4.864935827,4.797970565
2010,Honduras,South Africa,Group stage,1.0,3.0,0.0,0.0,3.0,0.217391304347826,2010-06-11,2010-05-26,Honduras,38.0,1893.32722662035,1781.15703614674,1732.49062702803,1577.73789197407,-0.4006788499155038,-0.4067814106482421,-0.4094290812640915,-0.4178483231342953,0.596,0.594,0.592,0.587,69.77,69.823,69.657,69.539,5.422499895,5.264999866,5.107499838,4.949999809
2014,Honduras,Brazil,Group stage,1.0,3.0,0.0,1.0,8.0,0.0869565217391304,2014-06-12,2014-06-05,Honduras,33.0,2179.88171977271,2081.12843527945,2126.03474686503,2073.66121088074,-0.3850890021108615,-0.3904616230686487,-0.3880185185987607,-0.3908678735190198,0.604,0.601,0.597,0.598,71.032,70.765,70.46,70.116,6.179999828,5.849999905,5.519999981,5.579999924
2018,Honduras,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Honduras,62.0,2464.64241531918,2413.0076562942,2307.34468351082,2271.20265980349,-0.3695967449297705,-0.3724059070747201,-0.3781544460215623,-0.3801207339786995,0.619,0.618,0.616,0.61,72.001,71.805,71.615,71.323,6.289999962,6.410000086,6.53000021,6.289999962
2022,Honduras,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Honduras,80.0,3003.28996826399,2735.14751503977,2307.61494319511,2502.32744328073,-0.3402919056359484,-0.3548800560074254,-0.3781397426843385,-0.3675465106306284,0.643,0.628,0.625,0.632,72.715,69.492,70.864,72.124,7.510229074,7.510229074,7.297090193,7.090000153
1994,Iceland,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Iceland,38.0,24018.6313967189,23579.7953612417,27124.2745379594,26802.9895156678,0.8030367884215813,0.7791621426988057,0.971997684392344,0.954518340256658,0.868,0.863,0.86,0.853,79.022,78.809,78.587,77.757,10.97459386,10.85784286,10.74109186,10.62434086
1998,Iceland,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Iceland,72.0,31030.2483442475,27919.1854966562,27614.8770273122,26633.5913761549,1.184500152942274,1.015244400673063,0.9986886570497576,0.9453023227922536,0.893,0.881,0.873,0.863,79.396,78.672,78.646,77.543,11.47885881,11.34968749,11.22051618,11.09134486
2002,Iceland,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Iceland,56.0,32409.2161491753,28897.4439396908,32096.3722613695,32381.6252356488,1.2595221774438954,1.0684660412508875,1.2425020688291202,1.2580211081780217,0.917,0.91,0.902,0.895,80.278,80.421,79.549,79.236,12.03032097,11.88376121,11.73720145,11.60803013
2006,Iceland,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Iceland,99.0,57492.9342498703,56794.8501588953,47334.9306537723,39476.6978486684,2.6241887833046675,2.586209882281622,2.071547893538629,1.644024834670104,0.936,0.935,0.928,0.925,80.938,81.169,80.721,80.768,12.56000022,12.47000027,12.3234405,12.17688074
2010,Iceland,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Iceland,90.0,43237.0729488958,41301.273219718,56943.3704468563,69495.7267376825,1.848606081524752,1.7432899064888798,2.594290051117023,3.277194450942912,0.935,0.934,0.935,0.941,81.594,81.417,81.244,81.093,12.92000001,12.83000006,12.74000011,12.65000016
2014,Iceland,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Iceland,52.0,54576.7448146565,49804.9829978371,45995.5478789467,47714.5922308485,2.465535017438514,2.2059298035545907,1.9986794719620449,2.092203183702728,0.954,0.95,0.946,0.941,82.43,81.743,82.346,81.972,13.2799998,13.18999985,13.0999999,13.00999996
2018,Iceland,Russia,Group stage,1.0,3.0,0.0,2.0,5.0,0.1304347826086956,2018-06-14,2018-06-07,Iceland,22.0,74452.1890731447,72010.1490316258,61987.9263620283,52951.6815110898,3.5468482002499,3.413990284949721,2.868736485700496,2.377124295635441,0.966,0.962,0.959,0.956,82.453,82.241,81.829,82.164,13.63999959,13.54999965,13.4599997,13.36999975
2022,Iceland,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Iceland,62.0,75121.0152280628,69178.4046960961,59023.5663465778,68452.23622306,3.5832353385154065,3.2599307107063904,2.707462024530318,3.2204238935191163,0.964,0.967,0.965,0.969,81.588,82.843,82.711,82.847,13.90892628,13.90892628,13.77000046,13.72999954
1994,Iran,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Iran,58.0,1167.7627251321,1038.10985680796,1957.48507794252,2194.43906802841,-0.4401528083455979,-0.4472065050521924,-0.3971883754630453,-0.3842970171684901,0.664,0.658,0.652,0.645,67.49,67.037,66.653,66.233,6.870107388,6.58725261,6.304397833,6.021543055
1998,Iran,France,Group stage,1.0,3.0,1.0,2.0,4.0,0.0454545454545454,1998-06-10,1998-05-20,Iran,42.0,1709.19334095949,1790.06617576107,1914.78121290985,1550.0095955237,-0.4106965579666001,-0.4062967135523083,-0.3995116569764688,-0.419356866646518,0.695,0.687,0.681,0.672,69.214,68.649,68.328,67.904,7.936252319,7.675155601,7.414058883,7.152962166
2002,Iran,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Iran,30.0,1891.25756092031,1881.02266634748,1650.01385832603,1739.59462001971,-0.4007914489988933,-0.4013482731021613,-0.4139161868660239,-0.409042592229049,0.727,0.719,0.71,0.703,71.112,70.619,70.166,69.686,8.899046466,8.67874611,8.458445755,8.197349037
2006,Iran,Germany,Group stage,1.0,3.0,0.0,2.0,6.0,0.217391304347826,2006-06-09,2006-05-17,Iran,23.0,3618.9160136791,3132.05081925856,2672.42266512669,2208.99636553529,-0.3067990915920507,-0.3332867386671155,-0.3582925687653182,-0.3835050349870819,0.757,0.746,0.741,0.732,72.895,72.446,72.04,70.464,9.869999886,9.559947533,9.339647177,9.119346822
2010,Iran,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Iran,61.0,6291.19443652344,5415.52280554144,5377.41150725587,4687.99166265915,-0.1614151771907435,-0.2090556357425266,-0.2111290610564108,-0.2486365882723541,0.778,0.771,0.765,0.761,74.39,74.041,73.683,73.299,9.710000038,9.550000191,9.390000343,9.630000114
2014,Iran,Brazil,Group stage,1.0,3.0,0.0,1.0,4.0,0.0434782608695652,2014-06-12,2014-06-05,Iran,43.0,5672.06372896319,6222.74194840326,8114.08099831877,8025.68743364356,-0.1950986605514903,-0.1651392991191869,-0.0622419841589847,-0.0670509899611154,0.795,0.794,0.795,0.787,75.635,75.349,75.039,74.721,10.11999989,10.03999996,9.890000343,9.800000191
2018,Iran,Russia,Group stage,1.0,3.0,1.0,2.0,2.0,0.0,2018-06-14,2018-06-07,Iran,37.0,4631.78709016514,5753.11544659399,5477.03712389913,4952.73355532178,-0.251694368736612,-0.1906890841101355,-0.2057089813227936,-0.2342334436253467,0.79,0.793,0.791,0.788,76.621,76.396,76.155,75.907,10.52142232,10.41517492,10.31000042,10.21500015
2022,Iran,Qatar,Group stage,1.0,3.0,1.0,4.0,7.0,0.08,2022-11-20,2022-10-06,Iran,20.0,4405.09291519791,4334.79268631354,2988.78122414716,3831.27894763337,-0.2640275471385956,-0.2678521944399943,-0.3410812462954843,-0.2952455968857783,0.793,0.777,0.775,0.787,76.799,73.752,74.141,76.855,10.84671198,10.84671198,10.73717974,10.62875357
1994,Italy,USA,Runners-up,6.0,7.0,4.0,8.0,5.0,1.0,1994-06-17,1994-06-14,Italy,4.0,19382.2002150155,18781.9529427137,23297.0460325456,22007.1350964074,0.5507941671864574,0.5181380272760592,0.763779312882582,0.693602380897621,0.816,0.806,0.8,0.792,77.873,77.653,77.365,76.99,7.960489519,7.829889332,7.699289145,7.568688958
1998,Italy,France,Quarter-finals,3.0,5.0,3.0,8.0,3.0,1.0,1998-06-10,1998-05-20,Italy,14.0,22365.1837644545,21883.9872666651,23122.9337219116,20712.1798690324,0.713081832013892,0.6869025874236667,0.7543068233960695,0.6231510168777653,0.84,0.836,0.829,0.823,78.807,78.735,78.438,78.125,8.48901215,8.356371335,8.223730521,8.091089706
2002,Italy,Korea/Japan,Round of 16,2.0,4.0,1.0,5.0,5.0,1.0,2002-05-31,2002-05-15,Italy,6.0,22451.3964379368,20570.4385917862,20190.0035636084,22049.9990620261,0.7177721875676809,0.6154396565860634,0.5947422872180207,0.695934372599959,0.862,0.856,0.849,0.845,80.112,79.885,79.607,79.205,8.947500229,8.840000153,8.75429378,8.621652965
2006,Italy,Germany,Winner,7.0,7.0,6.0,12.0,2.0,0.9565217391304348,2006-06-09,2006-05-17,Italy,13.0,33537.1286994269,32062.723833669,31348.1901841445,27577.5700319855,1.3208856717026265,1.240671443662697,1.2017976129827517,0.9966589894190272,0.881,0.876,0.874,0.866,81.414,81.02,81.017,80.191,9.390000343,9.270000458,9.162500381,9.055000305
2010,Italy,South Africa,Group stage,1.0,3.0,0.0,4.0,5.0,1.0,2010-06-11,2010-05-26,Italy,5.0,35856.8625485539,37099.6133958219,40828.5795580937,37826.1754554823,1.447089582370111,1.514700794307022,1.7175732542672593,1.5542290243693946,0.887,0.884,0.885,0.885,82.132,81.762,81.645,81.5,9.819999695,9.729999542,9.649999619,9.529999733
2014,Italy,Brazil,Group stage,1.0,3.0,1.0,2.0,3.0,1.0,2014-06-12,2014-06-05,Italy,9.0,36028.3494022349,35701.6746002376,34854.3949441965,38432.3742820019,1.4564192352398786,1.4386466629492685,1.3925508549919765,1.587208955484167,0.89,0.887,0.887,0.89,82.901,82.652,82.252,82.228,10.22000027,10.12000036,10.02000046,9.899999619
2018,Italy,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Italy,19.0,34904.1081923834,32844.115660604,31391.5692898108,30639.8829751432,1.3952554783415605,1.2831826586281212,1.2041576306108108,1.1632625285533127,0.902,0.897,0.894,0.889,83.184,82.726,83.046,82.521,10.56800003,10.48200016,10.39600029,10.31000042
2022,Italy,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Italy,6.0,35653.9042103495,36852.5425414951,32091.4866621366,33812.788724868,1.4360477397925204,1.501259033287872,1.242236270349964,1.3358828116712729,0.905,0.908,0.899,0.906,82.052,82.865,82.181,83.342,10.82812827,10.82812827,10.73999977,10.6539999
1994,Ivory Coast,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Ivory Coast,21.0,581.888468577405,804.149657211252,844.902223806738,827.241889166985,-0.472026991827653,-0.4599349877359976,-0.4577178655967389,-0.4586786668955913,0.396,0.393,0.392,0.39,52.005,52.247,52.429,52.621,2.326473903,2.237588688,2.148703472,2.059818256
1998,Ivory Coast,France,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1998-06-10,1998-05-20,Ivory Coast,44.0,1177.37133815342,1124.65674867927,1170.23622049666,740.4730999133,-0.4396300567636276,-0.4424979665211941,-0.4400182391198469,-0.4633992776379913,0.413,0.409,0.403,0.399,51.22,51.498,51.596,51.713,2.85012376,2.705202213,2.560280666,2.415359119
2002,Ivory Coast,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Ivory Coast,46.0,967.815864415991,924.727294962066,936.636541348798,1096.13520587572,-0.4510308130604735,-0.4533750242173694,-0.4527271078765901,-0.4440496661877023,0.424,0.422,0.419,0.416,51.544,51.428,51.393,51.273,3.329331009,3.234648932,3.139966854,2.995045307
2006,Ivory Coast,Germany,Group stage,1.0,3.0,1.0,5.0,6.0,0.6956521739130435,2006-06-09,2006-05-17,Ivory Coast,32.0,1230.43056838584,1197.74616979415,1199.82524528546,1111.17135087887,-0.4367433970052859,-0.4385215746706412,-0.4384084636524634,-0.4432316325579069,0.44,0.435,0.43,0.425,52.885,52.432,51.939,51.443,3.706127032,3.613377242,3.518695164,3.424013087
2010,Ivory Coast,South Africa,Group stage,1.0,3.0,1.0,4.0,3.0,0.6521739130434783,2010-06-11,2010-05-26,Ivory Coast,27.0,1553.54887048143,1540.45393569596,1583.97066701372,1367.53817722326,-0.4191643142376453,-0.4198767373375988,-0.4175092322577231,-0.4292841290275987,0.465,0.458,0.452,0.445,55.282,54.744,54.179,53.452,4.077126192,3.984376402,3.891626612,3.798876822
2014,Ivory Coast,Brazil,Group stage,1.0,3.0,1.0,4.0,5.0,0.5652173913043478,2014-06-12,2014-06-05,Ivory Coast,23.0,1991.36539423404,1786.15862031324,1546.9460184731,1596.62826565998,-0.3953451345187231,-0.4065093020692417,-0.4195235389587587,-0.416820602202418,0.511,0.487,0.478,0.469,57.772,57.057,56.57,55.972,4.679999828,4.529281419,4.37856301,4.227844601
2018,Ivory Coast,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Ivory Coast,68.0,2130.86619381144,1964.29930338343,1862.59597081287,1814.71855088017,-0.3877556662465182,-0.3968176510805321,-0.4023507678659559,-0.4049555139364804,0.545,0.539,0.53,0.519,59.795,59.315,58.814,58.281,4.78857129,4.761428424,4.734285559,4.707142694
2022,Ivory Coast,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Ivory Coast,48.0,2333.37128334477,2455.98127626488,2179.72934832935,2141.76836170115,-0.3767384824265755,-0.3700679496845311,-0.3850972917997985,-0.3871625394863286,0.565,0.557,0.553,0.552,61.562,60.29,60.14,60.274,4.869999886,4.869999886,4.84285702,4.815714155
1994,Jamaica,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Jamaica,70.0,2202.85831038471,2220.51518327186,1458.10146892635,1710.30058243722,-0.3838389726774713,-0.3828783597134644,-0.4243570803577043,-0.4106363190712649,0.664,0.664,0.664,0.662,71.624,71.758,71.816,71.787,7.020499921,6.936999941,6.853499961,6.769999981
1998,Jamaica,France,Group stage,1.0,3.0,1.0,3.0,9.0,0.2272727272727272,1998-06-10,1998-05-20,Jamaica,30.0,3419.49352868739,3296.91634805083,2928.89692611996,2630.84935382822,-0.3176485679190239,-0.3243173155258885,-0.3443392203089489,-0.3605543430922472,0.662,0.663,0.664,0.665,71.17,71.216,71.328,71.488,7.354499841,7.270999861,7.187499881,7.103999901
2002,Jamaica,Korea/Japan,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2002-05-31,2002-05-15,Jamaica,57.0,3680.64551727724,3503.55026688858,3453.09252800226,3431.56813468335,-0.3034407301314979,-0.3130755049002058,-0.3158206318781515,-0.3169916552749148,0.672,0.668,0.659,0.662,71.478,71.287,71.281,71.189,7.688499761,7.604999781,7.521499801,7.437999821
2006,Jamaica,Germany,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2006-06-09,2006-05-17,Jamaica,46.0,4417.00127135363,4184.43974867497,3807.56293124552,3549.70758394618,-0.2633796792303705,-0.2760320676256501,-0.2965358543930037,-0.3105643401298248,0.696,0.687,0.684,0.668,71.395,71.493,71.542,71.585,8.022499681,7.938999701,7.855499721,7.771999741
2010,Jamaica,South Africa,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2010-06-11,2010-05-26,Jamaica,81.0,4809.977380312,4428.38153333557,5029.80095281745,4716.48612542727,-0.2420000189007587,-0.2627605420103476,-0.2300406320437166,-0.2470863618810553,0.708,0.711,0.711,0.704,71.979,71.717,71.502,71.405,8.3564996,8.27299962,8.18949964,8.10599966
2014,Jamaica,Brazil,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2014-06-12,2014-06-05,Jamaica,81.0,4975.11325459872,5124.21301411137,5340.83333232158,5232.63644918132,-0.2330158877538509,-0.2249041930707908,-0.2131190775936632,-0.2190054726124161,0.712,0.711,0.711,0.711,72.357,72.435,72.405,72.245,8.854520711,8.716347001,8.578173291,8.43999958
2018,Jamaica,Russia,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2018-06-14,2018-06-07,Jamaica,54.0,5578.10347525832,5259.31332766957,5009.79448724295,5062.8955502426,-0.2002105191680839,-0.2175541309462652,-0.2311290733729176,-0.2282401377246843,0.715,0.715,0.714,0.713,71.606,71.879,72.052,72.214,9.407215552,9.269041842,9.130868131,8.992694421
2022,Jamaica,,Did not qualify,0.0,0.0,0.0,0.0,0.0,,2022-11-20,2022-10-06,Jamaica,64.0,6022.15339791763,5165.33782130331,4879.44025773374,5607.24299266608,-0.1760522146314279,-0.2226668193759498,-0.2382209272691309,-0.198625198915415,0.718,0.703,0.711,0.716,71.481,69.085,71.452,71.532,9.959910393,9.821736683,9.683562972,9.545389262
1994,Japan,USA,Did not qualify,0.0,0.0,0.0,0.0,0.0,,1994-06-17,1994-06-14,Japan,52.0,39933.5150564874,36345.2441262708,31992.7902119161,29428.4289039469,1.668877736699643,1.4736597274878471,1.2368667414311556,1.097354001401995,0.872,0.865,0.859,0.857,79.837,79.446,79.303,79.262,11.81800022,11.77350025,11.72900028,11.68450031
1998,Japan,France,Group stage,1.0,3.0,0.0,1.0,4.0,0.0,1998-06-10,1998-05-20,Japan,12.0,32423.7556133801,35638.2319556941,39150.0396308089,44197.6191013908,1.2603131894138018,1.43519509894873,1.6262531646308642,1.9008640941700807,0.884,0.883,0.88,0.874,80.649,80.584,80.363,79.684,11.9960001,11.95150013,11.90700016,11.86250019
2002,Japan,Korea/Japan,Round of 16,2.0,4.0,2.0,5.0,3.0,0.0869565217391304,2002-05-31,2002-05-15,Japan,32.0,32820.7936433254,34406.1824638092,39169.3595701504,36610.1683163197,1.2819138364370228,1.3681660886722804,1.6273042558582798,1.488072789929114,0.894,0.892,0.889,0.885,81.795,81.51,81.179,80.613,12.17399998,12.12950001,12.08500004,12.04050007
2006,Japan,Germany,Group stage,1.0,3.0,0.0,2.0,7.0,0.1304347826086956,2006-06-09,2006-05-17,Japan,18.0,35991.546002862,37812.8950199948,38298.9801712303,35387.0374203599,1.4544169654844648,1.5535065092004583,1.5799517184327168,1.4215289912142552,0.903,0.9,0.899,0.896,82.37,82.007,82.127,81.854,12.35199986,12.30749989,12.26299992,12.21849995
2010,Japan,South Africa,Round of 16,2.0,4.0,2.0,4.0,2.0,0.1304347826086956,2010-06-11,2010-05-26,Japan,45.0,44968.1562349739,41308.9968370512,39876.3039685725,35779.0245416427,1.9427847652027932,1.7437101058631812,1.665765197288659,1.4428548461849866,0.907,0.905,0.905,0.905,82.916,82.97,82.633,82.549,12.52999973,12.48549976,12.44099979,12.39649982
2014,Japan,Brazil,Group stage,1.0,3.0,0.0,2.0,6.0,0.4347826086956521,2014-06-12,2014-06-05,Japan,46.0,38475.3952461838,40898.6478964744,49145.2804308193,48760.0789494211,1.5895494886114845,1.7213852856867025,2.170039029332213,2.1490823435617066,0.914,0.912,0.909,0.906,83.643,83.402,83.168,82.671,12.58599987,12.57199984,12.5579998,12.54399977
2018,Japan,Russia,Round of 16,2.0,4.0,1.0,6.0,7.0,0.4782608695652174,2018-06-14,2018-06-07,Japan,61.0,39751.1330982711,38834.0529341227,39375.4731620781,34960.6393843385,1.6589553413478,1.609062073137456,1.638517758369694,1.398331028367316,0.921,0.92,0.918,0.917,84.289,84.189,84.057,83.883,12.64200001,12.62799997,12.61399994,12.5999999
2022,Japan,Qatar,Round of 16,2.0,4.0,2.0,5.0,4.0,0.3846153846153846,2022-11-20,2022-10-06,Japan,24.0,34065.6438962526,40094.5599795288,40028.7341726762,40415.9567649547,1.3496392654442966,1.6776393017768685,1.6740580830733665,1.6951247263276084,0.921,0.922,0.922,0.922,84.054,84.55,84.67,84.418,12.68404671,12.68404671,12.67000008,12.65600004
1994,Mexico,USA,Round of 16,2.0,4.0,1.0,4.0,4.0,0.0909090909090909,1994-06-17,1994-06-14,Mexico,16.0,6202.36588372862,6048.34840388099,4220.56643677057,3708.8420548157,-0.1662478482947403,-0.1746270889887693,-0.2740666139944738,-0.3019067122069954,0.68,0.675,0.672,0.67,70.302,69.961,69.663,69.368,6.233999825,6.162999821,6.091999817,6.020999813
1998,Mexico,France,Round of 16,2.0,4.0,1.0,8.0,7.0,0.0,1998-06-10,1998-05-20,Mexico,4.0,5832.69342004468,5567.35599516667,4674.36792733681,4183.87847727479,-0.1863596859525624,-0.2007952302192666,-0.2493777804898256,-0.2760626033035578,0.701,0.694,0.687,0.68,71.792,71.472,71.088,70.703,6.51799984,6.446999836,6.375999832,6.304999828
2002,Mexico,Korea/Japan,Round of 16,2.0,4.0,2.0,4.0,4.0,0.1739130434782608,2002-05-31,2002-05-15,Mexico,7.0,7983.03398381759,7952.76479510706,7524.0271380091,6499.97182950425,-0.0693715286615024,-0.0710183080924438,-0.094343556804291,-0.1500567519718088,0.722,0.715,0.712,0.706,73.106,72.912,72.562,72.203,6.974999905,6.817499876,6.659999847,6.588999844
