iso3,country,hdicode,region,hdi_rank_2023,year,hdi,norm_hdi
NLD,Netherlands,Very High,Developed,8.0,2001,0.902,1.374859899246007
NZL,New Zealand,Very High,Developed,17.0,2001,0.902,1.374859899246007
NGA,Nigeria,Medium,SSA,164.0,2001,0.438,-1.425722726488064
NOR,Norway,Very High,Developed,2.0,2001,0.923,1.501610406014144
PAN,Panama,Very High,LAC,59.0,2001,0.723,0.2944627225080786
PRY,Paraguay,High,LAC,99.0,2001,0.671,-0.019395675203497966
PER,Peru,High,LAC,79.0,2001,0.69,0.09528335472957765
POL,Poland,Very High,Developed,35.0,2001,0.809,0.813536226415687
PRT,Portugal,Very High,Developed,40.0,2001,0.801,0.7652503190754444
QAT,Qatar,Very High,AS,43.0,2001,0.795,0.7290358885702624
ROU,Romania,Very High,Developed,55.0,2001,0.737,0.3789630603535032
RUS,Russia,Very High,Developed,64.0,2001,0.758,0.5057135671216402
SAU,Saudi Arabia,Very High,AS,37.0,2001,0.744,0.4212132292762155
SEN,Senegal,Low,SSA,169.0,2001,0.404,-1.6309378326840949
SRB,Serbia,Very High,ECA,62.0,2001,0.707,0.19789090782759328
SVK,Slovakia,Very High,Developed,44.0,2001,0.781,0.6445355507248377
SVN,Slovenia,Very High,Developed,21.0,2001,0.845,1.0308228094467782
ZAF,South Africa,High,SSA,106.0,2001,0.613,-0.36946850342025717
ESP,Spain,Very High,Developed,28.0,2001,0.839,0.9946083789415963
SWE,Sweden,Very High,Developed,5.0,2001,0.915,1.4533244986739013
CHE,Switzerland,Very High,Developed,2.0,2001,0.895,1.3326097303232949
TGO,Togo,Medium,SSA,161.0,2001,0.452,-1.3412223886426393
TTO,Trinidad and Tobago,Very High,LAC,72.0,2001,0.721,0.28239124567301793
TUN,Tunisia,High,AS,105.0,2001,0.661,-0.07975305937880127
TUR,Turkey,Very High,ECA,51.0,2001,0.675,0.004747278466623359
UKR,Ukraine,High,ECA,87.0,2001,0.728,0.3246414145957302
USA,United States,Very High,Developed,17.0,2001,0.897,1.3446812071583554
URY,Uruguay,Very High,LAC,48.0,2001,0.771,0.5841781665495345
DZA,Algeria,High,AS,96.0,2002,0.669,-0.03146715203855863
AGO,Angola,Medium,SSA,148.0,2002,0.417,-1.552473233256201
ARG,Argentina,Very High,LAC,47.0,2002,0.795,0.7290358885702624
AUS,Australia,Very High,Developed,7.0,2002,0.902,1.374859899246007
AUT,Austria,Very High,Developed,22.0,2002,0.887,1.2843238229830523
BEL,Belgium,Very High,Developed,10.0,2002,0.901,1.3688241608284768
BOL,Bolivia,High,LAC,108.0,2002,0.642,-0.19443208931187755
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2002,0.683,0.053033185806866
BRA,Brazil,High,LAC,84.0,2002,0.7,0.15564073890488095
BGR,Bulgaria,Very High,Developed,55.0,2002,0.753,0.4755348750339885
CMR,Cameroon,Medium,SSA,155.0,2002,0.458,-1.3050079581374574
CAN,Canada,Very High,Developed,16.0,2002,0.899,1.356752683993416
CHL,Chile,Very High,LAC,45.0,2002,0.784,0.6626427659774288
CHN,China,High,EAP,78.0,2002,0.619,-0.33325407291507514
COL,Colombia,High,LAC,83.0,2002,0.684,0.05906892422439634
CRI,Costa Rica,Very High,LAC,62.0,2002,0.73,0.33671289143079086
HRV,Croatia,Very High,Developed,41.0,2002,0.792,0.7109286733176714
CZE,Czech Republic,Very High,Developed,29.0,2002,0.835,0.970465425271475
CIV,Ivory Coast,Medium,SSA,157.0,2002,0.424,-1.5102230643334886
DNK,Denmark,Very High,Developed,4.0,2002,0.902,1.374859899246007
ECU,Ecuador,High,LAC,88.0,2002,0.698,0.1435692620698203
EGY,Egypt,High,AS,100.0,2002,0.643,-0.18839635089434723
FRA,France,Very High,Developed,26.0,2002,0.858,1.1092874088746725
DEU,Germany,Very High,Developed,5.0,2002,0.909,1.4171100681687194
GHA,Ghana,Medium,SSA,143.0,2002,0.493,-1.0937571135238962
GRC,Greece,Very High,Developed,34.0,2002,0.836,0.9765011636890053
HND,Honduras,Medium,LAC,139.0,2002,0.564,-0.6652196858792434
ISL,Iceland,Very High,Developed,1.0,2002,0.917,1.465395975508962
IRN,Iran,High,SA,75.0,2002,0.727,0.3186056761781999
IRL,Republic of Ireland,Very High,Developed,11.0,2002,0.883,1.2601808693129308
ITA,Italy,Very High,Developed,29.0,2002,0.862,1.133430362544794
JAM,Jamaica,High,LAC,117.0,2002,0.672,-0.013359936785967634
JPN,Japan,Very High,Developed,23.0,2002,0.894,1.3265739919057644
PRK,North Korea,Other Countries or Territories,EAP,,2002,0.62308,-0.3086282601715516
KOR,South Korea,Very High,Developed,20.0,2002,0.846,1.0368585478643086
MEX,Mexico,High,LAC,81.0,2002,0.722,0.28842698409054823
MAR,Morocco,High,AS,120.0,2002,0.55,-0.7497200237246673
NLD,Netherlands,Very High,Developed,8.0,2002,0.898,1.3507169455758858
NZL,New Zealand,Very High,Developed,17.0,2002,0.905,1.392967114498598
NGA,Nigeria,Medium,SSA,164.0,2002,0.451,-1.3472581270601698
NOR,Norway,Very High,Developed,2.0,2002,0.923,1.501610406014144
PAN,Panama,Very High,LAC,59.0,2002,0.73,0.33671289143079086
PRY,Paraguay,High,LAC,99.0,2002,0.679,0.02889023213674468
PER,Peru,High,LAC,79.0,2002,0.69,0.09528335472957765
POL,Poland,Very High,Developed,35.0,2002,0.816,0.8557863953383986
PRT,Portugal,Very High,Developed,40.0,2002,0.804,0.7833575343280353
QAT,Qatar,Very High,AS,43.0,2002,0.798,0.7471431038228534
ROU,Romania,Very High,Developed,55.0,2002,0.745,0.4272489676937458
RUS,Russia,Very High,Developed,64.0,2002,0.764,0.5419279976268221
SAU,Saudi Arabia,Very High,AS,37.0,2002,0.75,0.4574276597813975
SEN,Senegal,Low,SSA,169.0,2002,0.409,-1.6007591405964436
SRB,Serbia,Very High,ECA,62.0,2002,0.711,0.2220338614977146
SVK,Slovakia,Very High,Developed,44.0,2002,0.79,0.6988571964826107
SVN,Slovenia,Very High,Developed,21.0,2002,0.855,1.0911801936220815
ZAF,South Africa,High,SSA,106.0,2002,0.614,-0.3634327650027268
ESP,Spain,Very High,Developed,28.0,2002,0.844,1.024787071029248
SWE,Sweden,Very High,Developed,5.0,2002,0.918,1.4714317139264923
CHE,Switzerland,Very High,Developed,2.0,2002,0.896,1.3386454687408251
TGO,Togo,Medium,SSA,161.0,2002,0.455,-1.3231151733900484
TTO,Trinidad and Tobago,Very High,LAC,72.0,2002,0.73,0.33671289143079086
TUN,Tunisia,High,AS,105.0,2002,0.667,-0.04353862887361929
TUR,Turkey,Very High,ECA,51.0,2002,0.685,0.06510466264192667
UKR,Ukraine,High,ECA,87.0,2002,0.736,0.3729273219359729
USA,United States,Very High,Developed,17.0,2002,0.898,1.3507169455758858
URY,Uruguay,Very High,LAC,48.0,2002,0.775,0.6083211202196558
DZA,Algeria,High,AS,96.0,2003,0.677,0.01681875530168402
AGO,Angola,Medium,SSA,148.0,2003,0.435,-1.443829941740655
ARG,Argentina,Very High,LAC,47.0,2003,0.804,0.7833575343280353
AUS,Australia,Very High,Developed,7.0,2003,0.906,1.3990028529161285
AUT,Austria,Very High,Developed,22.0,2003,0.889,1.2963952998181127
BEL,Belgium,Very High,Developed,10.0,2003,0.903,1.3808956376635375
BOL,Bolivia,High,LAC,108.0,2003,0.645,-0.17632487405928657
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2003,0.689,0.08924761631204732
BRA,Brazil,High,LAC,84.0,2003,0.705,0.18581943099253262
BGR,Bulgaria,Very High,Developed,55.0,2003,0.762,0.5298565207917615
CMR,Cameroon,Medium,SSA,155.0,2003,0.465,-1.262757789214745
CAN,Canada,Very High,Developed,16.0,2003,0.902,1.374859899246007
CHL,Chile,Very High,LAC,45.0,2003,0.789,0.6928214580650804
CHN,China,High,EAP,78.0,2003,0.63,-0.26686095032224155
COL,Colombia,High,LAC,83.0,2003,0.691,0.10131909314710798
CRI,Costa Rica,Very High,LAC,62.0,2003,0.736,0.3729273219359729
HRV,Croatia,Very High,Developed,41.0,2003,0.798,0.7471431038228534
CZE,Czech Republic,Very High,Developed,29.0,2003,0.842,1.0127155941941872
CIV,Ivory Coast,Medium,SSA,157.0,2003,0.425,-1.5041873259159584
DNK,Denmark,Very High,Developed,4.0,2003,0.907,1.4050385913336587
ECU,Ecuador,High,LAC,88.0,2003,0.703,0.17374795415747196
EGY,Egypt,High,AS,100.0,2003,0.643,-0.18839635089434723
FRA,France,Very High,Developed,26.0,2003,0.862,1.133430362544794
DEU,Germany,Very High,Developed,5.0,2003,0.914,1.447288760256371
GHA,Ghana,Medium,SSA,143.0,2003,0.495,-1.0816856366888354
GRC,Greece,Very High,Developed,34.0,2003,0.842,1.0127155941941872
HND,Honduras,Medium,LAC,139.0,2003,0.568,-0.6410767322091221
ISL,Iceland,Very High,Developed,1.0,2003,0.925,1.5136818828492047
IRN,Iran,High,SA,75.0,2003,0.732,0.3487843682658515
IRL,Republic of Ireland,Very High,Developed,11.0,2003,0.891,1.3084667766531735
ITA,Italy,Very High,Developed,29.0,2003,0.866,1.157573316214915
JAM,Jamaica,High,LAC,117.0,2003,0.668,-0.037502890456088955
JPN,Japan,Very High,Developed,23.0,2003,0.896,1.3386454687408251
PRK,North Korea,Other Countries or Territories,EAP,,2003,0.6284000000000001,-0.27651813179028967
KOR,South Korea,Very High,Developed,20.0,2003,0.852,1.0730729783694906
MEX,Mexico,High,LAC,81.0,2003,0.728,0.3246414145957302
MAR,Morocco,High,AS,120.0,2003,0.56,-0.689362639549364
NLD,Netherlands,Very High,Developed,8.0,2003,0.901,1.3688241608284768
NZL,New Zealand,Very High,Developed,17.0,2003,0.91,1.4231458065862497
NGA,Nigeria,Medium,SSA,164.0,2003,0.464,-1.2687935276322755
NOR,Norway,Very High,Developed,2.0,2003,0.93,1.5438605749368564
PAN,Panama,Very High,LAC,59.0,2003,0.735,0.36689158351844253
PRY,Paraguay,High,LAC,99.0,2003,0.673,-0.007324198368437304
PER,Peru,High,LAC,79.0,2003,0.689,0.08924761631204732
POL,Poland,Very High,Developed,35.0,2003,0.822,0.8920008258435806
PRT,Portugal,Very High,Developed,40.0,2003,0.808,0.8075004879981567
QAT,Qatar,Very High,AS,43.0,2003,0.804,0.7833575343280353
ROU,Romania,Very High,Developed,55.0,2003,0.749,0.4513919213638672
RUS,Russia,Very High,Developed,64.0,2003,0.772,0.5902139049670648
SAU,Saudi Arabia,Very High,AS,37.0,2003,0.762,0.5298565207917615
SEN,Senegal,Low,SSA,169.0,2003,0.416,-1.5585089716737313
SRB,Serbia,Very High,ECA,62.0,2003,0.72,0.2763555072554876
SVK,Slovakia,Very High,Developed,44.0,2003,0.796,0.7350716269877927
SVN,Slovenia,Very High,Developed,21.0,2003,0.865,1.1515375777973849
ZAF,South Africa,High,SSA,106.0,2003,0.61,-0.3875757186728481
ESP,Spain,Very High,Developed,28.0,2003,0.846,1.0368585478643086
SWE,Sweden,Very High,Developed,5.0,2003,0.923,1.501610406014144
CHE,Switzerland,Very High,Developed,2.0,2003,0.901,1.3688241608284768
TGO,Togo,Medium,SSA,161.0,2003,0.46,-1.2929364813023967
TTO,Trinidad and Tobago,Very High,LAC,72.0,2003,0.74,0.3970702756060942
TUN,Tunisia,High,AS,105.0,2003,0.673,-0.007324198368437304
TUR,Turkey,Very High,ECA,51.0,2003,0.691,0.10131909314710798
UKR,Ukraine,High,ECA,87.0,2003,0.745,0.4272489676937458
USA,United States,Very High,Developed,17.0,2003,0.9,1.3627884224109466
URY,Uruguay,Very High,LAC,48.0,2003,0.78,0.6384998123073075
DZA,Algeria,High,AS,96.0,2004,0.685,0.06510466264192667
AGO,Angola,Medium,SSA,148.0,2004,0.448,-1.3653653423127607
ARG,Argentina,Very High,LAC,47.0,2004,0.808,0.8075004879981567
AUS,Australia,Very High,Developed,7.0,2004,0.91,1.4231458065862497
AUT,Austria,Very High,Developed,22.0,2004,0.895,1.3326097303232949
BEL,Belgium,Very High,Developed,10.0,2004,0.909,1.4171100681687194
BOL,Bolivia,High,LAC,108.0,2004,0.648,-0.15821765880669558
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2004,0.694,0.11942630839969898
BRA,Brazil,High,LAC,84.0,2004,0.712,0.22806959991524492
BGR,Bulgaria,Very High,Developed,55.0,2004,0.769,0.5721066897144738
CMR,Cameroon,Medium,SSA,155.0,2004,0.47,-1.2325790971270938
CAN,Canada,Very High,Developed,16.0,2004,0.906,1.3990028529161285
CHL,Chile,Very High,LAC,45.0,2004,0.797,0.7411073654053231
CHN,China,High,EAP,78.0,2004,0.642,-0.19443208931187755
COL,Colombia,High,LAC,83.0,2004,0.699,0.14960500048735062
CRI,Costa Rica,Very High,LAC,62.0,2004,0.741,0.4031060140236245
HRV,Croatia,Very High,Developed,41.0,2004,0.807,0.8014647495806263
CZE,Czech Republic,Very High,Developed,29.0,2004,0.848,1.0489300246993694
CIV,Ivory Coast,Medium,SSA,157.0,2004,0.43,-1.4740086338283067
DNK,Denmark,Very High,Developed,4.0,2004,0.912,1.4352172834213104
ECU,Ecuador,High,LAC,88.0,2004,0.709,0.20996238466265393
EGY,Egypt,High,AS,100.0,2004,0.645,-0.17632487405928657
FRA,France,Very High,Developed,26.0,2004,0.869,1.1756805314675063
DEU,Germany,Very High,Developed,5.0,2004,0.923,1.501610406014144
GHA,Ghana,Medium,SSA,143.0,2004,0.503,-1.0333997293485928
GRC,Greece,Very High,Developed,34.0,2004,0.851,1.0670372399519603
HND,Honduras,Medium,LAC,139.0,2004,0.573,-0.6108980401214704
ISL,Iceland,Very High,Developed,1.0,2004,0.928,1.5317890981017956
IRN,Iran,High,SA,75.0,2004,0.741,0.4031060140236245
IRL,Republic of Ireland,Very High,Developed,11.0,2004,0.899,1.356752683993416
ITA,Italy,Very High,Developed,29.0,2004,0.874,1.205859223555158
JAM,Jamaica,High,LAC,117.0,2004,0.684,0.05906892422439634
JPN,Japan,Very High,Developed,23.0,2004,0.899,1.356752683993416
PRK,North Korea,Other Countries or Territories,EAP,,2004,0.6339199999999999,-0.2432008557255231
KOR,South Korea,Very High,Developed,20.0,2004,0.859,1.115323147292203
MEX,Mexico,High,LAC,81.0,2004,0.732,0.3487843682658515
MAR,Morocco,High,AS,120.0,2004,0.567,-0.6471124706266523
NLD,Netherlands,Very High,Developed,8.0,2004,0.904,1.3869313760810678
NZL,New Zealand,Very High,Developed,17.0,2004,0.912,1.4352172834213104
NGA,Nigeria,Medium,SSA,164.0,2004,0.477,-1.1903289282043814
NOR,Norway,Very High,Developed,2.0,2004,0.937,1.5861107438595687
PAN,Panama,Very High,LAC,59.0,2004,0.741,0.4031060140236245
PRY,Paraguay,High,LAC,99.0,2004,0.681,0.040961708971805344
PER,Peru,High,LAC,79.0,2004,0.694,0.11942630839969898
POL,Poland,Very High,Developed,35.0,2004,0.82,0.8799293490085199
PRT,Portugal,Very High,Developed,40.0,2004,0.809,0.813536226415687
QAT,Qatar,Very High,AS,43.0,2004,0.807,0.8014647495806263
ROU,Romania,Very High,Developed,55.0,2004,0.757,0.4996778287041098
RUS,Russia,Very High,Developed,64.0,2004,0.777,0.6203925970547164
SAU,Saudi Arabia,Very High,AS,37.0,2004,0.773,0.5962496433845951
SEN,Senegal,Low,SSA,169.0,2004,0.423,-1.516258802751019
SRB,Serbia,Very High,ECA,62.0,2004,0.732,0.3487843682658515
SVK,Slovakia,Very High,Developed,44.0,2004,0.806,0.7954290111630961
SVN,Slovenia,Very High,Developed,21.0,2004,0.87,1.1817162698850365
ZAF,South Africa,High,SSA,106.0,2004,0.613,-0.36946850342025717
ESP,Spain,Very High,Developed,28.0,2004,0.852,1.0730729783694906
SWE,Sweden,Very High,Developed,5.0,2004,0.908,1.4110743297511892
CHE,Switzerland,Very High,Developed,2.0,2004,0.906,1.3990028529161285
TGO,Togo,Medium,SSA,161.0,2004,0.461,-1.2869007428848664
TTO,Trinidad and Tobago,Very High,LAC,72.0,2004,0.75,0.4574276597813975
TUN,Tunisia,High,AS,105.0,2004,0.683,0.053033185806866
TUR,Turkey,Very High,ECA,51.0,2004,0.696,0.13149778523475963
UKR,Ukraine,High,ECA,87.0,2004,0.751,0.46346339819892785
USA,United States,Very High,Developed,17.0,2004,0.905,1.392967114498598
URY,Uruguay,Very High,LAC,48.0,2004,0.779,0.6324640738897771
DZA,Algeria,High,AS,96.0,2005,0.692,0.1073548315646383
AGO,Angola,Medium,SSA,148.0,2005,0.463,-1.2748292660498057
ARG,Argentina,Very High,LAC,47.0,2005,0.812,0.831643441668278
AUS,Australia,Very High,Developed,7.0,2005,0.914,1.447288760256371
AUT,Austria,Very High,Developed,22.0,2005,0.898,1.3507169455758858
BEL,Belgium,Very High,Developed,10.0,2005,0.911,1.4291815450037801
BOL,Bolivia,High,LAC,108.0,2005,0.658,-0.09786027463139227
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2005,0.698,0.1435692620698203
BRA,Brazil,High,LAC,84.0,2005,0.718,0.2642840304204269
BGR,Bulgaria,Very High,Developed,55.0,2005,0.775,0.6083211202196558
CMR,Cameroon,Medium,SSA,155.0,2005,0.472,-1.220507620292033
CAN,Canada,Very High,Developed,16.0,2005,0.909,1.4171100681687194
CHL,Chile,Very High,LAC,45.0,2005,0.804,0.7833575343280353
CHN,China,High,EAP,78.0,2005,0.654,-0.12200322830151358
COL,Colombia,High,LAC,83.0,2005,0.711,0.2220338614977146
CRI,Costa Rica,Very High,LAC,62.0,2005,0.748,0.44535618294633683
HRV,Croatia,Very High,Developed,41.0,2005,0.814,0.843714918503338
CZE,Czech Republic,Very High,Developed,29.0,2005,0.856,1.097215932039612
CIV,Ivory Coast,Medium,SSA,157.0,2005,0.435,-1.443829941740655
DNK,Denmark,Very High,Developed,4.0,2005,0.917,1.465395975508962
ECU,Ecuador,High,LAC,88.0,2005,0.714,0.24014107675030558
EGY,Egypt,High,AS,100.0,2005,0.648,-0.15821765880669558
FRA,France,Very High,Developed,26.0,2005,0.877,1.223966438807749
DEU,Germany,Very High,Developed,5.0,2005,0.923,1.501610406014144
GHA,Ghana,Medium,SSA,143.0,2005,0.515,-0.9609708683382289
GRC,Greece,Very High,Developed,34.0,2005,0.863,1.1394661009623241
HND,Honduras,Medium,LAC,139.0,2005,0.578,-0.5807193480338187
ISL,Iceland,Very High,Developed,1.0,2005,0.935,1.574039267024508
IRN,Iran,High,SA,75.0,2005,0.746,0.4332847061112762
IRL,Republic of Ireland,Very High,Developed,11.0,2005,0.905,1.392967114498598
ITA,Italy,Very High,Developed,29.0,2005,0.876,1.2179307003902184
JAM,Jamaica,High,LAC,117.0,2005,0.687,0.07717613947698733
JPN,Japan,Very High,Developed,23.0,2005,0.9,1.3627884224109466
PRK,North Korea,Other Countries or Territories,EAP,,2005,0.63932,-0.21060786827085892
KOR,South Korea,Very High,Developed,20.0,2005,0.866,1.157573316214915
MEX,Mexico,High,LAC,81.0,2005,0.736,0.3729273219359729
MAR,Morocco,High,AS,120.0,2005,0.573,-0.6108980401214704
NLD,Netherlands,Very High,Developed,8.0,2005,0.907,1.4050385913336587
NZL,New Zealand,Very High,Developed,17.0,2005,0.917,1.465395975508962
NGA,Nigeria,Medium,SSA,164.0,2005,0.484,-1.1480787592816692
NOR,Norway,Very High,Developed,2.0,2005,0.939,1.5981822206946288
PAN,Panama,Very High,LAC,59.0,2005,0.746,0.4332847061112762
PRY,Paraguay,High,LAC,99.0,2005,0.683,0.053033185806866
PER,Peru,High,LAC,79.0,2005,0.691,0.10131909314710798
POL,Poland,Very High,Developed,35.0,2005,0.826,0.916143779513702
PRT,Portugal,Very High,Developed,40.0,2005,0.81,0.8195719648332174
QAT,Qatar,Very High,AS,43.0,2005,0.815,0.8497506569208684
ROU,Romania,Very High,Developed,55.0,2005,0.765,0.5479637360443524
RUS,Russia,Very High,Developed,64.0,2005,0.78,0.6384998123073075
SAU,Saudi Arabia,Very High,AS,37.0,2005,0.782,0.6505712891423681
SEN,Senegal,Low,SSA,169.0,2005,0.43,-1.4740086338283067
SRB,Serbia,Very High,ECA,62.0,2005,0.743,0.41517749085868516
SVK,Slovakia,Very High,Developed,44.0,2005,0.815,0.8497506569208684
SVN,Slovenia,Very High,Developed,21.0,2005,0.876,1.2179307003902184
ZAF,South Africa,High,SSA,106.0,2005,0.616,-0.35136128816766615
ESP,Spain,Very High,Developed,28.0,2005,0.857,1.1032516704571422
SWE,Sweden,Very High,Developed,5.0,2005,0.911,1.4291815450037801
CHE,Switzerland,Very High,Developed,2.0,2005,0.909,1.4171100681687194
TGO,Togo,Medium,SSA,161.0,2005,0.46,-1.2929364813023967
TTO,Trinidad and Tobago,Very High,LAC,72.0,2005,0.756,0.49364209028657946
TUN,Tunisia,High,AS,105.0,2005,0.69,0.09528335472957765
TUR,Turkey,Very High,ECA,51.0,2005,0.701,0.16167647732241128
UKR,Ukraine,High,ECA,87.0,2005,0.757,0.4996778287041098
USA,United States,Very High,Developed,17.0,2005,0.907,1.4050385913336587
URY,Uruguay,Very High,LAC,48.0,2005,0.778,0.6264283354722467
DZA,Algeria,High,AS,96.0,2006,0.698,0.1435692620698203
AGO,Angola,Medium,SSA,148.0,2006,0.475,-1.2024004050394421
ARG,Argentina,Very High,LAC,47.0,2006,0.822,0.8920008258435806
AUS,Australia,Very High,Developed,7.0,2006,0.917,1.465395975508962
AUT,Austria,Very High,Developed,22.0,2006,0.902,1.374859899246007
BEL,Belgium,Very High,Developed,10.0,2006,0.913,1.4412530218388409
BOL,Bolivia,High,LAC,108.0,2006,0.656,-0.10993175146645293
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2006,0.701,0.16167647732241128
BRA,Brazil,High,LAC,84.0,2006,0.725,0.30653419934313925
BGR,Bulgaria,Very High,Developed,55.0,2006,0.779,0.6324640738897771
CMR,Cameroon,Medium,SSA,155.0,2006,0.473,-1.2144718818745028
CAN,Canada,Very High,Developed,16.0,2006,0.913,1.4412530218388409
CHL,Chile,Very High,LAC,45.0,2006,0.804,0.7833575343280353
CHN,China,High,EAP,78.0,2006,0.666,-0.04957436729114962
COL,Colombia,High,LAC,83.0,2006,0.712,0.22806959991524492
CRI,Costa Rica,Very High,LAC,62.0,2006,0.755,0.48760635186904916
HRV,Croatia,Very High,Developed,41.0,2006,0.819,0.8738936105909897
CZE,Czech Republic,Very High,Developed,29.0,2006,0.864,1.1455018393798546
CIV,Ivory Coast,Medium,SSA,157.0,2006,0.44,-1.4136512496530034
DNK,Denmark,Very High,Developed,4.0,2006,0.917,1.465395975508962
ECU,Ecuador,High,LAC,88.0,2006,0.718,0.2642840304204269
EGY,Egypt,High,AS,100.0,2006,0.651,-0.14011044355410457
FRA,France,Very High,Developed,26.0,2006,0.881,1.2481093924778701
DEU,Germany,Very High,Developed,5.0,2006,0.927,1.5257533596842654
GHA,Ghana,Medium,SSA,143.0,2006,0.524,-0.9066492225804559
GRC,Greece,Very High,Developed,34.0,2006,0.871,1.1877520083025668
HND,Honduras,Medium,LAC,139.0,2006,0.582,-0.5565763943636974
ISL,Iceland,Very High,Developed,1.0,2006,0.936,1.5800750054420383
IRN,Iran,High,SA,75.0,2006,0.757,0.4996778287041098
IRL,Republic of Ireland,Very High,Developed,11.0,2006,0.908,1.4110743297511892
ITA,Italy,Very High,Developed,29.0,2006,0.881,1.2481093924778701
JAM,Jamaica,High,LAC,117.0,2006,0.696,0.13149778523475963
JPN,Japan,Very High,Developed,23.0,2006,0.903,1.3808956376635375
PRK,North Korea,Other Countries or Territories,EAP,,2006,0.6436799999999999,-0.18429204877042718
KOR,South Korea,Very High,Developed,20.0,2006,0.871,1.1877520083025668
MEX,Mexico,High,LAC,81.0,2006,0.745,0.4272489676937458
MAR,Morocco,High,AS,120.0,2006,0.579,-0.5746836096162884
NLD,Netherlands,Very High,Developed,8.0,2006,0.914,1.447288760256371
NZL,New Zealand,Very High,Developed,17.0,2006,0.918,1.4714317139264923
NGA,Nigeria,Medium,SSA,164.0,2006,0.489,-1.1179000671940176
NOR,Norway,Very High,Developed,2.0,2006,0.942,1.6162894359472197
PAN,Panama,Very High,LAC,59.0,2006,0.753,0.4755348750339885
PRY,Paraguay,High,LAC,99.0,2006,0.684,0.05906892422439634
PER,Peru,High,LAC,79.0,2006,0.697,0.13753352365228996
POL,Poland,Very High,Developed,35.0,2006,0.831,0.9463224716013536
PRT,Portugal,Very High,Developed,40.0,2006,0.815,0.8497506569208684
QAT,Qatar,Very High,AS,43.0,2006,0.822,0.8920008258435806
ROU,Romania,Very High,Developed,55.0,2006,0.781,0.6445355507248377
RUS,Russia,Very High,Developed,64.0,2006,0.791,0.704892934900141
SAU,Saudi Arabia,Very High,AS,37.0,2006,0.785,0.6686785043949591
SEN,Senegal,Low,SSA,169.0,2006,0.438,-1.425722726488064
SRB,Serbia,Very High,ECA,62.0,2006,0.753,0.4755348750339885
SVK,Slovakia,Very High,Developed,44.0,2006,0.824,0.9040723026786414
SVN,Slovenia,Very High,Developed,21.0,2006,0.883,1.2601808693129308
ZAF,South Africa,High,SSA,106.0,2006,0.622,-0.3151468576624842
ESP,Spain,Very High,Developed,28.0,2006,0.862,1.133430362544794
SWE,Sweden,Very High,Developed,5.0,2006,0.915,1.4533244986739013
CHE,Switzerland,Very High,Developed,2.0,2006,0.918,1.4714317139264923
TGO,Togo,Medium,SSA,161.0,2006,0.465,-1.262757789214745
TTO,Trinidad and Tobago,Very High,LAC,72.0,2006,0.766,0.5539994744618828
TUN,Tunisia,High,AS,105.0,2006,0.697,0.13753352365228996
TUR,Turkey,Very High,ECA,51.0,2006,0.711,0.2220338614977146
UKR,Ukraine,High,ECA,87.0,2006,0.762,0.5298565207917615
USA,United States,Very High,Developed,17.0,2006,0.911,1.4291815450037801
URY,Uruguay,Very High,LAC,48.0,2006,0.777,0.6203925970547164
DZA,Algeria,High,AS,96.0,2007,0.704,0.1797836925750023
AGO,Angola,Medium,SSA,148.0,2007,0.492,-1.0997928519414264
ARG,Argentina,Very High,LAC,47.0,2007,0.825,0.9101080410961716
AUS,Australia,Very High,Developed,7.0,2007,0.919,1.4774674523440228
AUT,Austria,Very High,Developed,22.0,2007,0.905,1.392967114498598
BEL,Belgium,Very High,Developed,10.0,2007,0.916,1.4593602370914318
BOL,Bolivia,High,LAC,108.0,2007,0.664,-0.061645844126210284
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2007,0.709,0.20996238466265393
BRA,Brazil,High,LAC,84.0,2007,0.732,0.3487843682658515
BGR,Bulgaria,Very High,Developed,55.0,2007,0.785,0.6686785043949591
CMR,Cameroon,Medium,SSA,155.0,2007,0.485,-1.1420430208641388
CAN,Canada,Very High,Developed,16.0,2007,0.914,1.447288760256371
CHL,Chile,Very High,LAC,45.0,2007,0.812,0.831643441668278
CHN,China,High,EAP,78.0,2007,0.68,0.034925970554275015
COL,Colombia,High,LAC,83.0,2007,0.724,0.3004984609256089
CRI,Costa Rica,Very High,LAC,62.0,2007,0.76,0.5177850439567008
HRV,Croatia,Very High,Developed,41.0,2007,0.825,0.9101080410961716
CZE,Czech Republic,Very High,Developed,29.0,2007,0.87,1.1817162698850365
CIV,Ivory Coast,Medium,SSA,157.0,2007,0.445,-1.3834725575653517
DNK,Denmark,Very High,Developed,4.0,2007,0.918,1.4714317139264923
ECU,Ecuador,High,LAC,88.0,2007,0.722,0.28842698409054823
EGY,Egypt,High,AS,100.0,2007,0.658,-0.09786027463139227
FRA,France,Very High,Developed,26.0,2007,0.884,1.266216607730461
DEU,Germany,Very High,Developed,5.0,2007,0.931,1.5498963133543866
GHA,Ghana,Medium,SSA,143.0,2007,0.534,-0.8462918384051527
GRC,Greece,Very High,Developed,34.0,2007,0.866,1.157573316214915
