iso3,country,hdicode,region,hdi_rank_2023,year,hdi,norm_hdi
SAU,Saudi Arabia,Very High,AS,37.0,1995,0.705,0.18581943099253262
SEN,Senegal,Low,SSA,169.0,1995,0.384,-1.7516526010347016
SRB,Serbia,Very High,ECA,62.0,1995,0.686,0.071140401059457
SVK,Slovakia,Very High,Developed,44.0,1995,0.729,0.33067715301326056
SVN,Slovenia,Very High,Developed,21.0,1995,0.768,0.5660709512969434
ZAF,South Africa,High,SSA,106.0,1995,0.654,-0.12200322830151358
ESP,Spain,Very High,Developed,28.0,1995,0.804,0.7833575343280353
SWE,Sweden,Very High,Developed,5.0,1995,0.869,1.1756805314675063
CHE,Switzerland,Very High,Developed,2.0,1995,0.872,1.1937877467200972
TGO,Togo,Medium,SSA,161.0,1995,0.425,-1.5041873259159584
TTO,Trinidad and Tobago,Very High,LAC,72.0,1995,0.677,0.01681875530168402
TUN,Tunisia,High,AS,105.0,1995,0.606,-0.4117186723429695
TUR,Turkey,Very High,ECA,51.0,1995,0.623,-0.3091111192449538
UKR,Ukraine,High,ECA,87.0,1995,0.702,0.16771221573994163
USA,United States,Very High,Developed,17.0,1995,0.888,1.2903595614005825
URY,Uruguay,Very High,LAC,48.0,1995,0.729,0.33067715301326056
DZA,Algeria,High,AS,96.0,1996,0.615,-0.3573970265851965
AGO,Angola,Medium,SSA,148.0,1996,0.379,-1.7818312931223532
ARG,Argentina,Very High,LAC,47.0,1996,0.76,0.5177850439567008
AUS,Australia,Very High,Developed,7.0,1996,0.884,1.266216607730461
AUT,Austria,Very High,Developed,22.0,1996,0.861,1.1273946241272637
BEL,Belgium,Very High,Developed,10.0,1996,0.881,1.2481093924778701
BOL,Bolivia,High,LAC,108.0,1996,0.602,-0.4358616260130908
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1996,0.674,-0.0012884599509069726
BRA,Brazil,High,LAC,84.0,1996,0.671,-0.019395675203497966
BGR,Bulgaria,Very High,Developed,55.0,1996,0.718,0.2642840304204269
CMR,Cameroon,Medium,SSA,155.0,1996,0.432,-1.461937156993246
CAN,Canada,Very High,Developed,16.0,1996,0.884,1.266216607730461
CHL,Chile,Very High,LAC,45.0,1996,0.745,0.4272489676937458
CHN,China,High,EAP,78.0,1996,0.555,-0.7195413316370156
COL,Colombia,High,LAC,83.0,1996,0.663,-0.06768158254374061
CRI,Costa Rica,Very High,LAC,62.0,1996,0.707,0.19789090782759328
HRV,Croatia,Very High,Developed,41.0,1996,0.725,0.30653419934313925
CZE,Czech Republic,Very High,Developed,29.0,1996,0.793,0.7169644117352018
CIV,Ivory Coast,Medium,SSA,157.0,1996,0.403,-1.6369735711016253
DNK,Denmark,Very High,Developed,4.0,1996,0.87,1.1817162698850365
ECU,Ecuador,High,LAC,88.0,1996,0.677,0.01681875530168402
EGY,Egypt,High,AS,100.0,1996,0.617,-0.34532554975013585
FRA,France,Very High,Developed,26.0,1996,0.842,1.0127155941941872
DEU,Germany,Very High,Developed,5.0,1996,0.875,1.2118949619726882
GHA,Ghana,Medium,SSA,143.0,1996,0.465,-1.262757789214745
GRC,Greece,Very High,Developed,34.0,1996,0.796,0.7350716269877927
HND,Honduras,Medium,LAC,139.0,1996,0.541,-0.8040416694824403
ISL,Iceland,Very High,Developed,1.0,1996,0.873,1.1998234851376275
IRN,Iran,High,SA,75.0,1996,0.681,0.040961708971805344
IRL,Republic of Ireland,Very High,Developed,11.0,1996,0.816,0.8557863953383986
ITA,Italy,Very High,Developed,29.0,1996,0.829,0.9342509947662929
JAM,Jamaica,High,LAC,117.0,1996,0.664,-0.061645844126210284
JPN,Japan,Very High,Developed,23.0,1996,0.88,1.2420736540603399
PRK,North Korea,Other Countries or Territories,EAP,,1996,0.5984,-0.4575902843161996
KOR,South Korea,Very High,Developed,20.0,1996,0.801,0.7652503190754444
MEX,Mexico,High,LAC,81.0,1996,0.687,0.07717613947698733
MAR,Morocco,High,AS,120.0,1996,0.495,-1.0816856366888354
NLD,Netherlands,Very High,Developed,8.0,1996,0.89,1.3024310382356432
NZL,New Zealand,Very High,Developed,17.0,1996,0.862,1.133430362544794
NGA,Nigeria,Medium,SSA,164.0,1996,0.408,-1.6067948790139739
NOR,Norway,Very High,Developed,2.0,1996,0.894,1.3265739919057644
PAN,Panama,Very High,LAC,59.0,1996,0.694,0.11942630839969898
PRY,Paraguay,High,LAC,99.0,1996,0.646,-0.17028913564175624
PER,Peru,High,LAC,79.0,1996,0.658,-0.09786027463139227
POL,Poland,Very High,Developed,35.0,1996,0.763,0.5358922592092918
PRT,Portugal,Very High,Developed,40.0,1996,0.781,0.6445355507248377
QAT,Qatar,Very High,AS,43.0,1996,0.791,0.704892934900141
ROU,Romania,Very High,Developed,55.0,1996,0.707,0.19789090782759328
RUS,Russia,Very High,Developed,64.0,1996,0.723,0.2944627225080786
SAU,Saudi Arabia,Very High,AS,37.0,1996,0.711,0.2220338614977146
SEN,Senegal,Low,SSA,169.0,1996,0.385,-1.7456168626171713
SRB,Serbia,Very High,ECA,62.0,1996,0.692,0.1073548315646383
SVK,Slovakia,Very High,Developed,44.0,1996,0.74,0.3970702756060942
SVN,Slovenia,Very High,Developed,21.0,1996,0.778,0.6264283354722467
ZAF,South Africa,High,SSA,106.0,1996,0.649,-0.15218192038916525
ESP,Spain,Very High,Developed,28.0,1996,0.811,0.8256077032507477
SWE,Sweden,Very High,Developed,5.0,1996,0.877,1.223966438807749
CHE,Switzerland,Very High,Developed,2.0,1996,0.875,1.2118949619726882
TGO,Togo,Medium,SSA,161.0,1996,0.433,-1.4559014185757158
TTO,Trinidad and Tobago,Very High,LAC,72.0,1996,0.684,0.05906892422439634
TUN,Tunisia,High,AS,105.0,1996,0.616,-0.35136128816766615
TUR,Turkey,Very High,ECA,51.0,1996,0.63,-0.26686095032224155
UKR,Ukraine,High,ECA,87.0,1996,0.701,0.16167647732241128
USA,United States,Very High,Developed,17.0,1996,0.89,1.3024310382356432
URY,Uruguay,Very High,LAC,48.0,1996,0.736,0.3729273219359729
DZA,Algeria,High,AS,96.0,1997,0.624,-0.3030753808274235
AGO,Angola,Medium,SSA,148.0,1997,0.379,-1.7818312931223532
ARG,Argentina,Very High,LAC,47.0,1997,0.768,0.5660709512969434
AUS,Australia,Very High,Developed,7.0,1997,0.887,1.2843238229830523
AUT,Austria,Very High,Developed,22.0,1997,0.865,1.1515375777973849
BEL,Belgium,Very High,Developed,10.0,1997,0.884,1.266216607730461
BOL,Bolivia,High,LAC,108.0,1997,0.61,-0.3875757186728481
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1997,0.674,-0.0012884599509069726
BRA,Brazil,High,LAC,84.0,1997,0.676,0.010783016884153689
BGR,Bulgaria,Very High,Developed,55.0,1997,0.713,0.23410533833277525
CMR,Cameroon,Medium,SSA,155.0,1997,0.432,-1.461937156993246
CAN,Canada,Very High,Developed,16.0,1997,0.884,1.266216607730461
CHL,Chile,Very High,LAC,45.0,1997,0.752,0.46949913661645815
CHN,China,High,EAP,78.0,1997,0.566,-0.6531482090441827
COL,Colombia,High,LAC,83.0,1997,0.67,-0.025431413621028295
CRI,Costa Rica,Very High,LAC,62.0,1997,0.712,0.22806959991524492
HRV,Croatia,Very High,Developed,41.0,1997,0.734,0.36085584510091223
CZE,Czech Republic,Very High,Developed,29.0,1997,0.797,0.7411073654053231
CIV,Ivory Coast,Medium,SSA,157.0,1997,0.409,-1.6007591405964436
DNK,Denmark,Very High,Developed,4.0,1997,0.876,1.2179307003902184
ECU,Ecuador,High,LAC,88.0,1997,0.682,0.04699744738933567
EGY,Egypt,High,AS,100.0,1997,0.623,-0.3091111192449538
FRA,France,Very High,Developed,26.0,1997,0.847,1.042894286281839
DEU,Germany,Very High,Developed,5.0,1997,0.881,1.2481093924778701
GHA,Ghana,Medium,SSA,143.0,1997,0.469,-1.238614835544624
GRC,Greece,Very High,Developed,34.0,1997,0.803,0.777321795910505
HND,Honduras,Medium,LAC,139.0,1997,0.547,-0.7678272389772584
ISL,Iceland,Very High,Developed,1.0,1997,0.881,1.2481093924778701
IRN,Iran,High,SA,75.0,1997,0.687,0.07717613947698733
IRL,Republic of Ireland,Very High,Developed,11.0,1997,0.823,0.898036564261111
ITA,Italy,Very High,Developed,29.0,1997,0.836,0.9765011636890053
JAM,Jamaica,High,LAC,117.0,1997,0.663,-0.06768158254374061
JPN,Japan,Very High,Developed,23.0,1997,0.883,1.2601808693129308
PRK,North Korea,Other Countries or Territories,EAP,,1997,0.60236,-0.4336887601827797
KOR,South Korea,Very High,Developed,20.0,1997,0.812,0.831643441668278
MEX,Mexico,High,LAC,81.0,1997,0.694,0.11942630839969898
MAR,Morocco,High,AS,120.0,1997,0.5,-1.0515069446011838
NLD,Netherlands,Very High,Developed,8.0,1997,0.891,1.3084667766531735
NZL,New Zealand,Very High,Developed,17.0,1997,0.871,1.1877520083025668
NGA,Nigeria,Medium,SSA,164.0,1997,0.413,-1.5766161869263222
NOR,Norway,Very High,Developed,2.0,1997,0.9,1.3627884224109466
PAN,Panama,Very High,LAC,59.0,1997,0.701,0.16167647732241128
PRY,Paraguay,High,LAC,99.0,1997,0.653,-0.1280389667190439
PER,Peru,High,LAC,79.0,1997,0.663,-0.06768158254374061
POL,Poland,Very High,Developed,35.0,1997,0.775,0.6083211202196558
PRT,Portugal,Very High,Developed,40.0,1997,0.789,0.6928214580650804
QAT,Qatar,Very High,AS,43.0,1997,0.794,0.723000150152732
ROU,Romania,Very High,Developed,55.0,1997,0.709,0.20996238466265393
RUS,Russia,Very High,Developed,64.0,1997,0.734,0.36085584510091223
SAU,Saudi Arabia,Very High,AS,37.0,1997,0.718,0.2642840304204269
SEN,Senegal,Low,SSA,169.0,1997,0.386,-1.7395811241996408
SRB,Serbia,Very High,ECA,62.0,1997,0.698,0.1435692620698203
SVK,Slovakia,Very High,Developed,44.0,1997,0.747,0.43932044452880653
SVN,Slovenia,Very High,Developed,21.0,1997,0.789,0.6928214580650804
ZAF,South Africa,High,SSA,106.0,1997,0.642,-0.19443208931187755
ESP,Spain,Very High,Developed,28.0,1997,0.816,0.8557863953383986
SWE,Sweden,Very High,Developed,5.0,1997,0.888,1.2903595614005825
CHE,Switzerland,Very High,Developed,2.0,1997,0.88,1.2420736540603399
TGO,Togo,Medium,SSA,161.0,1997,0.441,-1.4076155112354731
TTO,Trinidad and Tobago,Very High,LAC,72.0,1997,0.692,0.1073548315646383
TUN,Tunisia,High,AS,105.0,1997,0.623,-0.3091111192449538
TUR,Turkey,Very High,ECA,51.0,1997,0.638,-0.21857504298199887
UKR,Ukraine,High,ECA,87.0,1997,0.706,0.19185516941006295
USA,United States,Very High,Developed,17.0,1997,0.893,1.3205382534882342
URY,Uruguay,Very High,LAC,48.0,1997,0.747,0.43932044452880653
DZA,Algeria,High,AS,96.0,1998,0.634,-0.2427179966521202
AGO,Angola,Medium,SSA,148.0,1998,0.379,-1.7818312931223532
ARG,Argentina,Very High,LAC,47.0,1998,0.772,0.5902139049670648
AUS,Australia,Very High,Developed,7.0,1998,0.891,1.3084667766531735
AUT,Austria,Very High,Developed,22.0,1998,0.87,1.1817162698850365
BEL,Belgium,Very High,Developed,10.0,1998,0.886,1.2782880845655218
BOL,Bolivia,High,LAC,108.0,1998,0.618,-0.3392898113326055
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1998,0.674,-0.0012884599509069726
BRA,Brazil,High,LAC,84.0,1998,0.68,0.034925970554275015
BGR,Bulgaria,Very High,Developed,55.0,1998,0.723,0.2944627225080786
CMR,Cameroon,Medium,SSA,155.0,1998,0.433,-1.4559014185757158
CAN,Canada,Very High,Developed,16.0,1998,0.883,1.2601808693129308
CHL,Chile,Very High,LAC,45.0,1998,0.759,0.5117493055391705
CHN,China,High,EAP,78.0,1998,0.576,-0.5927908248688794
COL,Colombia,High,LAC,83.0,1998,0.676,0.010783016884153689
CRI,Costa Rica,Very High,LAC,62.0,1998,0.714,0.24014107675030558
HRV,Croatia,Very High,Developed,41.0,1998,0.744,0.4212132292762155
CZE,Czech Republic,Very High,Developed,29.0,1998,0.802,0.7712860574929747
CIV,Ivory Coast,Medium,SSA,157.0,1998,0.413,-1.5766161869263222
DNK,Denmark,Very High,Developed,4.0,1998,0.883,1.2601808693129308
ECU,Ecuador,High,LAC,88.0,1998,0.684,0.05906892422439634
EGY,Egypt,High,AS,100.0,1998,0.629,-0.27289668873977185
FRA,France,Very High,Developed,26.0,1998,0.851,1.0670372399519603
DEU,Germany,Very High,Developed,5.0,1998,0.887,1.2843238229830523
GHA,Ghana,Medium,SSA,143.0,1998,0.475,-1.2024004050394421
GRC,Greece,Very High,Developed,34.0,1998,0.813,0.8376791800858077
HND,Honduras,Medium,LAC,139.0,1998,0.529,-0.8764705304928043
ISL,Iceland,Very High,Developed,1.0,1998,0.893,1.3205382534882342
IRN,Iran,High,SA,75.0,1998,0.695,0.1254620468172293
IRL,Republic of Ireland,Very High,Developed,11.0,1998,0.855,1.0911801936220815
ITA,Italy,Very High,Developed,29.0,1998,0.84,1.0006441173591265
JAM,Jamaica,High,LAC,117.0,1998,0.662,-0.07371732096127094
JPN,Japan,Very High,Developed,23.0,1998,0.884,1.266216607730461
PRK,North Korea,Other Countries or Territories,EAP,,1998,0.60516,-0.41678869261369467
KOR,South Korea,Very High,Developed,20.0,1998,0.809,0.813536226415687
MEX,Mexico,High,LAC,81.0,1998,0.701,0.16167647732241128
MAR,Morocco,High,AS,120.0,1998,0.507,-1.0092567756784716
NLD,Netherlands,Very High,Developed,8.0,1998,0.893,1.3205382534882342
NZL,New Zealand,Very High,Developed,17.0,1998,0.881,1.2481093924778701
NGA,Nigeria,Medium,SSA,164.0,1998,0.419,-1.5404017564211403
NOR,Norway,Very High,Developed,2.0,1998,0.908,1.4110743297511892
PAN,Panama,Very High,LAC,59.0,1998,0.707,0.19789090782759328
PRY,Paraguay,High,LAC,99.0,1998,0.659,-0.09182453621386194
PER,Peru,High,LAC,79.0,1998,0.671,-0.019395675203497966
POL,Poland,Very High,Developed,35.0,1998,0.784,0.6626427659774288
PRT,Portugal,Very High,Developed,40.0,1998,0.795,0.7290358885702624
QAT,Qatar,Very High,AS,43.0,1998,0.796,0.7350716269877927
ROU,Romania,Very High,Developed,55.0,1998,0.715,0.24617681516783593
RUS,Russia,Very High,Developed,64.0,1998,0.738,0.38499879877103355
SAU,Saudi Arabia,Very High,AS,37.0,1998,0.725,0.30653419934313925
SEN,Senegal,Low,SSA,169.0,1998,0.389,-1.7214739089470499
SRB,Serbia,Very High,ECA,62.0,1998,0.699,0.14960500048735062
SVK,Slovakia,Very High,Developed,44.0,1998,0.758,0.5057135671216402
SVN,Slovenia,Very High,Developed,21.0,1998,0.802,0.7712860574929747
ZAF,South Africa,High,SSA,106.0,1998,0.634,-0.2427179966521202
ESP,Spain,Very High,Developed,28.0,1998,0.821,0.8859650874260503
SWE,Sweden,Very High,Developed,5.0,1998,0.901,1.3688241608284768
CHE,Switzerland,Very High,Developed,2.0,1998,0.886,1.2782880845655218
TGO,Togo,Medium,SSA,161.0,1998,0.442,-1.4015797728179427
TTO,Trinidad and Tobago,Very High,LAC,72.0,1998,0.7,0.15564073890488095
TUN,Tunisia,High,AS,105.0,1998,0.636,-0.23064651981705955
TUR,Turkey,Very High,ECA,51.0,1998,0.649,-0.15218192038916525
UKR,Ukraine,High,ECA,87.0,1998,0.71,0.21599812308018426
USA,United States,Very High,Developed,17.0,1998,0.895,1.3326097303232949
URY,Uruguay,Very High,LAC,48.0,1998,0.757,0.4996778287041098
DZA,Algeria,High,AS,96.0,1999,0.643,-0.18839635089434723
AGO,Angola,Medium,SSA,148.0,1999,0.379,-1.7818312931223532
ARG,Argentina,Very High,LAC,47.0,1999,0.783,0.6566070275598984
AUS,Australia,Very High,Developed,7.0,1999,0.893,1.3205382534882342
AUT,Austria,Very High,Developed,22.0,1999,0.874,1.205859223555158
BEL,Belgium,Very High,Developed,10.0,1999,0.889,1.2963952998181127
BOL,Bolivia,High,LAC,108.0,1999,0.624,-0.3030753808274235
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1999,0.674,-0.0012884599509069726
BRA,Brazil,High,LAC,84.0,1999,0.684,0.05906892422439634
BGR,Bulgaria,Very High,Developed,55.0,1999,0.728,0.3246414145957302
CMR,Cameroon,Medium,SSA,155.0,1999,0.434,-1.4498656801581853
CAN,Canada,Very High,Developed,16.0,1999,0.888,1.2903595614005825
CHL,Chile,Very High,LAC,45.0,1999,0.766,0.5539994744618828
CHN,China,High,EAP,78.0,1999,0.587,-0.5263977022760458
COL,Colombia,High,LAC,83.0,1999,0.673,-0.007324198368437304
CRI,Costa Rica,Very High,LAC,62.0,1999,0.717,0.25824829200289656
HRV,Croatia,Very High,Developed,41.0,1999,0.753,0.4755348750339885
CZE,Czech Republic,Very High,Developed,29.0,1999,0.806,0.7954290111630961
CIV,Ivory Coast,Medium,SSA,157.0,1999,0.416,-1.5585089716737313
DNK,Denmark,Very High,Developed,4.0,1999,0.894,1.3265739919057644
ECU,Ecuador,High,LAC,88.0,1999,0.682,0.04699744738933567
EGY,Egypt,High,AS,100.0,1999,0.634,-0.2427179966521202
FRA,France,Very High,Developed,26.0,1999,0.856,1.097215932039612
DEU,Germany,Very High,Developed,5.0,1999,0.892,1.3145025150707037
GHA,Ghana,Medium,SSA,143.0,1999,0.48,-1.1722217129517905
GRC,Greece,Very High,Developed,34.0,1999,0.816,0.8557863953383986
HND,Honduras,Medium,LAC,139.0,1999,0.552,-0.7376485468896067
ISL,Iceland,Very High,Developed,1.0,1999,0.895,1.3326097303232949
IRN,Iran,High,SA,75.0,1999,0.703,0.17374795415747196
IRL,Republic of Ireland,Very High,Developed,11.0,1999,0.858,1.1092874088746725
ITA,Italy,Very High,Developed,29.0,1999,0.845,1.0308228094467782
JAM,Jamaica,High,LAC,117.0,1999,0.662,-0.07371732096127094
JPN,Japan,Very High,Developed,23.0,1999,0.885,1.2722523461479915
PRK,North Korea,Other Countries or Territories,EAP,,1999,0.60944,-0.39095573218666513
KOR,South Korea,Very High,Developed,20.0,1999,0.821,0.8859650874260503
MEX,Mexico,High,LAC,81.0,1999,0.706,0.19185516941006295
MAR,Morocco,High,AS,120.0,1999,0.517,-0.9488993915031683
NLD,Netherlands,Very High,Developed,8.0,1999,0.894,1.3265739919057644
NZL,New Zealand,Very High,Developed,17.0,1999,0.886,1.2782880845655218
NGA,Nigeria,Medium,SSA,164.0,1999,0.425,-1.5041873259159584
NOR,Norway,Very High,Developed,2.0,1999,0.913,1.4412530218388409
PAN,Panama,Very High,LAC,59.0,1999,0.712,0.22806959991524492
PRY,Paraguay,High,LAC,99.0,1999,0.664,-0.061645844126210284
PER,Peru,High,LAC,79.0,1999,0.68,0.034925970554275015
POL,Poland,Very High,Developed,35.0,1999,0.793,0.7169644117352018
PRT,Portugal,Very High,Developed,40.0,1999,0.793,0.7169644117352018
QAT,Qatar,Very High,AS,43.0,1999,0.796,0.7350716269877927
ROU,Romania,Very High,Developed,55.0,1999,0.724,0.3004984609256089
RUS,Russia,Very High,Developed,64.0,1999,0.74,0.3970702756060942
SAU,Saudi Arabia,Very High,AS,37.0,1999,0.729,0.33067715301326056
SEN,Senegal,Low,SSA,169.0,1999,0.392,-1.703366693694459
SRB,Serbia,Very High,ECA,62.0,1999,0.685,0.06510466264192667
SVK,Slovakia,Very High,Developed,44.0,1999,0.765,0.5479637360443524
SVN,Slovenia,Very High,Developed,21.0,1999,0.82,0.8799293490085199
ZAF,South Africa,High,SSA,106.0,1999,0.626,-0.29100390399236287
ESP,Spain,Very High,Developed,28.0,1999,0.825,0.9101080410961716
SWE,Sweden,Very High,Developed,5.0,1999,0.906,1.3990028529161285
CHE,Switzerland,Very High,Developed,2.0,1999,0.889,1.2963952998181127
TGO,Togo,Medium,SSA,161.0,1999,0.446,-1.3774368191478215
TTO,Trinidad and Tobago,Very High,LAC,72.0,1999,0.708,0.2039266462451236
TUN,Tunisia,High,AS,105.0,1999,0.646,-0.17028913564175624
TUR,Turkey,Very High,ECA,51.0,1999,0.652,-0.13407470513657424
UKR,Ukraine,High,ECA,87.0,1999,0.714,0.24014107675030558
USA,United States,Very High,Developed,17.0,1999,0.895,1.3326097303232949
URY,Uruguay,Very High,LAC,48.0,1999,0.76,0.5177850439567008
DZA,Algeria,High,AS,96.0,2000,0.651,-0.14011044355410457
AGO,Angola,Medium,SSA,148.0,2000,0.391,-1.7094024321119892
ARG,Argentina,Very High,LAC,47.0,2000,0.789,0.6928214580650804
AUS,Australia,Very High,Developed,7.0,2000,0.897,1.3446812071583554
AUT,Austria,Very High,Developed,22.0,2000,0.879,1.2360379156428094
BEL,Belgium,Very High,Developed,10.0,2000,0.894,1.3265739919057644
BOL,Bolivia,High,LAC,108.0,2000,0.63,-0.26686095032224155
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2000,0.674,-0.0012884599509069726
BRA,Brazil,High,LAC,84.0,2000,0.69,0.09528335472957765
BGR,Bulgaria,Very High,Developed,55.0,2000,0.733,0.3548201066833819
CMR,Cameroon,Medium,SSA,155.0,2000,0.439,-1.4196869880705336
CAN,Canada,Very High,Developed,16.0,2000,0.894,1.3265739919057644
CHL,Chile,Very High,LAC,45.0,2000,0.771,0.5841781665495345
CHN,China,High,EAP,78.0,2000,0.598,-0.4600045796832121
COL,Colombia,High,LAC,83.0,2000,0.679,0.02889023213674468
CRI,Costa Rica,Very High,LAC,62.0,2000,0.72,0.2763555072554876
HRV,Croatia,Very High,Developed,41.0,2000,0.769,0.5721066897144738
CZE,Czech Republic,Very High,Developed,29.0,2000,0.817,0.861822133755929
CIV,Ivory Coast,Medium,SSA,157.0,2000,0.419,-1.5404017564211403
DNK,Denmark,Very High,Developed,4.0,2000,0.896,1.3386454687408251
ECU,Ecuador,High,LAC,88.0,2000,0.683,0.053033185806866
EGY,Egypt,High,AS,100.0,2000,0.639,-0.21253930456446854
FRA,France,Very High,Developed,26.0,2000,0.852,1.0730729783694906
DEU,Germany,Very High,Developed,5.0,2000,0.897,1.3446812071583554
GHA,Ghana,Medium,SSA,143.0,2000,0.487,-1.129971544029078
GRC,Greece,Very High,Developed,34.0,2000,0.828,0.9282152563487627
HND,Honduras,Medium,LAC,139.0,2000,0.558,-0.7014341163844247
ISL,Iceland,Very High,Developed,1.0,2000,0.902,1.374859899246007
IRN,Iran,High,SA,75.0,2000,0.71,0.21599812308018426
IRL,Republic of Ireland,Very High,Developed,11.0,2000,0.869,1.1756805314675063
ITA,Italy,Very High,Developed,29.0,2000,0.849,1.0549657631168996
JAM,Jamaica,High,LAC,117.0,2000,0.659,-0.09182453621386194
JPN,Japan,Very High,Developed,23.0,2000,0.889,1.2963952998181127
PRK,North Korea,Other Countries or Territories,EAP,,2000,0.61292,-0.3699513624936594
KOR,South Korea,Very High,Developed,20.0,2000,0.83,0.9402867331838233
MEX,Mexico,High,LAC,81.0,2000,0.712,0.22806959991524492
MAR,Morocco,High,AS,120.0,2000,0.528,-0.8825062689103346
NLD,Netherlands,Very High,Developed,8.0,2000,0.9,1.3627884224109466
NZL,New Zealand,Very High,Developed,17.0,2000,0.896,1.3386454687408251
NGA,Nigeria,Medium,SSA,164.0,2000,0.435,-1.443829941740655
NOR,Norway,Very High,Developed,2.0,2000,0.924,1.5076461444316744
PAN,Panama,Very High,LAC,59.0,2000,0.718,0.2642840304204269
PRY,Paraguay,High,LAC,99.0,2000,0.664,-0.061645844126210284
PER,Peru,High,LAC,79.0,2000,0.682,0.04699744738933567
POL,Poland,Very High,Developed,35.0,2000,0.801,0.7652503190754444
PRT,Portugal,Very High,Developed,40.0,2000,0.797,0.7411073654053231
QAT,Qatar,Very High,AS,43.0,2000,0.795,0.7290358885702624
ROU,Romania,Very High,Developed,55.0,2000,0.73,0.33671289143079086
RUS,Russia,Very High,Developed,64.0,2000,0.75,0.4574276597813975
SAU,Saudi Arabia,Very High,AS,37.0,2000,0.737,0.3789630603535032
SEN,Senegal,Low,SSA,169.0,2000,0.398,-1.667152263189277
SRB,Serbia,Very High,ECA,62.0,2000,0.701,0.16167647732241128
SVK,Slovakia,Very High,Developed,44.0,2000,0.774,0.6022853818021254
SVN,Slovenia,Very High,Developed,21.0,2000,0.829,0.9342509947662929
ZAF,South Africa,High,SSA,106.0,2000,0.618,-0.3392898113326055
ESP,Spain,Very High,Developed,28.0,2000,0.833,0.9583939484364142
SWE,Sweden,Very High,Developed,5.0,2000,0.912,1.4352172834213104
CHE,Switzerland,Very High,Developed,2.0,2000,0.892,1.3145025150707037
TGO,Togo,Medium,SSA,161.0,2000,0.448,-1.3653653423127607
TTO,Trinidad and Tobago,Very High,LAC,72.0,2000,0.714,0.24014107675030558
TUN,Tunisia,High,AS,105.0,2000,0.654,-0.12200322830151358
TUR,Turkey,Very High,ECA,51.0,2000,0.669,-0.03146715203855863
UKR,Ukraine,High,ECA,87.0,2000,0.716,0.25221255358536626
USA,United States,Very High,Developed,17.0,2000,0.895,1.3326097303232949
URY,Uruguay,Very High,LAC,48.0,2000,0.764,0.5419279976268221
DZA,Algeria,High,AS,96.0,2001,0.659,-0.09182453621386194
AGO,Angola,Medium,SSA,148.0,2001,0.401,-1.649045047936686
ARG,Argentina,Very High,LAC,47.0,2001,0.795,0.7290358885702624
AUS,Australia,Very High,Developed,7.0,2001,0.9,1.3627884224109466
AUT,Austria,Very High,Developed,22.0,2001,0.883,1.2601808693129308
BEL,Belgium,Very High,Developed,10.0,2001,0.899,1.356752683993416
BOL,Bolivia,High,LAC,108.0,2001,0.639,-0.21253930456446854
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2001,0.677,0.01681875530168402
BRA,Brazil,High,LAC,84.0,2001,0.694,0.11942630839969898
BGR,Bulgaria,Very High,Developed,55.0,2001,0.742,0.40914175244115486
CMR,Cameroon,Medium,SSA,155.0,2001,0.458,-1.3050079581374574
CAN,Canada,Very High,Developed,16.0,2001,0.897,1.3446812071583554
CHL,Chile,Very High,LAC,45.0,2001,0.778,0.6264283354722467
CHN,China,High,EAP,78.0,2001,0.608,-0.3996471955079088
COL,Colombia,High,LAC,83.0,2001,0.681,0.040961708971805344
CRI,Costa Rica,Very High,LAC,62.0,2001,0.726,0.31256993776066955
HRV,Croatia,Very High,Developed,41.0,2001,0.785,0.6686785043949591
CZE,Czech Republic,Very High,Developed,29.0,2001,0.828,0.9282152563487627
CIV,Ivory Coast,Medium,SSA,157.0,2001,0.422,-1.5222945411685493
DNK,Denmark,Very High,Developed,4.0,2001,0.902,1.374859899246007
ECU,Ecuador,High,LAC,88.0,2001,0.691,0.10131909314710798
EGY,Egypt,High,AS,100.0,2001,0.642,-0.19443208931187755
FRA,France,Very High,Developed,26.0,2001,0.855,1.0911801936220815
DEU,Germany,Very High,Developed,5.0,2001,0.904,1.3869313760810678
GHA,Ghana,Medium,SSA,143.0,2001,0.486,-1.1360072824466085
GRC,Greece,Very High,Developed,34.0,2001,0.837,0.9825369021065357
HND,Honduras,Medium,LAC,139.0,2001,0.561,-0.6833269011318337
ISL,Iceland,Very High,Developed,1.0,2001,0.91,1.4231458065862497
IRN,Iran,High,SA,75.0,2001,0.719,0.2703197688379572
IRL,Republic of Ireland,Very High,Developed,11.0,2001,0.876,1.2179307003902184
ITA,Italy,Very High,Developed,29.0,2001,0.856,1.097215932039612
JAM,Jamaica,High,LAC,117.0,2001,0.668,-0.037502890456088955
JPN,Japan,Very High,Developed,23.0,2001,0.892,1.3145025150707037
PRK,North Korea,Other Countries or Territories,EAP,,2001,0.6176799999999999,-0.3412212476262158
KOR,South Korea,Very High,Developed,20.0,2001,0.838,0.9885726405240659
MEX,Mexico,High,LAC,81.0,2001,0.715,0.24617681516783593
MAR,Morocco,High,AS,120.0,2001,0.539,-0.816113146317501
