country,iso3,year,gdp_per_capita,norm_gdp_per_capita
Ecuador,ECU,1991,1587.36049996672,-0.4173248101632061
Egypt,EGY,1991,622.829605007867,-0.46979961064483333
Spain,ESP,1991,14801.3226152172,0.30157390961199604
France,FRA,1991,21500.7778366233,0.6660542781686486
Ghana,GHA,1991,418.254121349986,-0.4809294331777213
Greece,GRC,1991,10046.6663875475,0.04289931638775585
Honduras,HND,1991,907.271114551007,-0.4543247186118457
Croatia,HRV,1991,4000.91677428625,-0.28601653936748445
Republic of Ireland,IRL,1991,14087.2077980306,0.2627228652870353
Iran,IRN,1991,2194.43906802841,-0.38429701716849013
Iceland,ISL,1991,26802.9895156678,0.9545183402566579
Italy,ITA,1991,22007.1350964074,0.693602380897621
Jamaica,JAM,1991,1710.30058243722,-0.41063631907126497
Japan,JPN,1991,29428.4289039469,1.0973540014019947
South Korea,KOR,1991,7636.9480638849,-0.08820015270339283
Morocco,MAR,1991,1292.23376464844,-0.433381026333743
Mexico,MEX,1991,3708.8420548157,-0.3019067122069954
Nigeria,NGA,1991,596.938795710722,-0.4712081866264595
Netherlands,NLD,1991,21764.2144987258,0.6803864124275147
Norway,NOR,1991,28596.9330036444,1.052116900446793
New Zealand,NZL,1991,12230.0734548834,0.1616864395659241
Panama,PAN,1991,2820.54547665418,-0.35023402442805845
Peru,PER,1991,1527.38879472866,-0.42058753952040767
Poland,POL,1991,2235.54108862522,-0.38206088316647735
North Korea,PRK,1991,,
Portugal,PRT,1991,8958.9853330247,-0.016275404320557667
Paraguay,PRY,1991,1685.26890082621,-0.4119981546590337
Qatar,QAT,1991,15133.4969397069,0.31964568055662707
Romania,ROU,1991,1254.3124421298,-0.43544411611507133
Russia,RUS,1991,3490.45239257813,-0.3137880879234832
Saudi Arabia,SAU,1991,11847.1699534218,0.14085477419581577
Senegal,SEN,1991,913.399575796737,-0.4539913028728478
Serbia,SRB,1991,2349.40645150289,-0.3758660974628751
Slovakia,SVK,1991,2726.59305498582,-0.355345456946789
Slovenia,SVN,1991,7229.31149788617,-0.11037740755504952
Sweden,SWE,1991,31777.0327994132,1.2251285718891578
Togo,TGO,1991,549.808011573,-0.4737723123658171
Trinidad and Tobago,TTO,1991,4205.37778348016,-0.2748929447581274
Tunisia,TUN,1991,1537.87916511306,-0.42001681638880367
Turkey,TUR,1991,2649.27259974439,-0.3595520360031454
Ukraine,UKR,1991,1482.6396484375,-0.423022093494391
Uruguay,URY,1991,3589.01541942634,-0.3084258178336841
United States,USA,1991,24342.2589048189,0.8206435742764171
South Africa,ZAF,1991,3243.23616023953,-0.3272377581575726
Angola,AGO,1992,668.706017459877,-0.46730372834306966
Argentina,ARG,1992,6789.99611136495,-0.13427813212146525
Australia,AUS,1992,18624.1877335866,0.5095548933244611
Austria,AUT,1992,24782.7118767063,0.8446061885815992
Belgium,BEL,1992,23372.619171015,0.7678908300809206
Bulgaria,BGR,1992,1007.34454544881,-0.44888027577717826
Bosnia and Herzegovina,BIH,1992,1118.17569934079,-0.44285056463155625
Bolivia,BOL,1992,759.57113496365,-0.46236025899784616
Brazil,BRA,1992,2127.31642731638,-0.38794878944200967
Canada,CAN,1992,20950.3305287651,0.6361074793605709
Switzerland,CHE,1992,40713.6881521435,1.711322647225224
Chile,CHL,1992,3351.84108855522,-0.32132916365378494
China,CHN,1992,367.822651903542,-0.4836731309804862
Ivory Coast,CIV,1992,844.902223806738,-0.45771786559673894
Cameroon,CMR,1992,1005.44897647465,-0.4489834032189617
Colombia,COL,1992,1729.66397332384,-0.40958286388519083
Costa Rica,CRI,1992,2612.38756453737,-0.3615587471135539
Czech Republic,CZE,1992,3396.70972430469,-0.31888810891811814
Germany,DEU,1992,26559.8543879632,0.9412907003924958
Denmark,DNK,1992,29579.4913648682,1.1055724758319372
Algeria,DZA,1992,1802.69300801289,-0.40560975732665266
Ecuador,ECU,1992,1655.44613192632,-0.41362064685291844
Egypt,EGY,1992,680.79923864551,-0.4666458029492715
Spain,ESP,1992,16100.6799428032,0.37226476759879434
France,FRA,1992,23615.0168565483,0.781078349788219
Ghana,GHA,1992,396.426407640517,-0.4821169585621967
Greece,GRC,1992,11021.012224607,0.09590809367734433
Honduras,HND,1992,937.828918006075,-0.45266223724619714
Croatia,HRV,1992,2321.15204123035,-0.3774032639233033
Republic of Ireland,IRL,1992,15714.3847487231,0.351248578960037
Iran,IRN,1992,1957.48507794252,-0.39718837546304536
Iceland,ISL,1992,27124.2745379594,0.9719976843923439
Italy,ITA,1992,23297.0460325456,0.763779312882582
Jamaica,JAM,1992,1458.10146892635,-0.42435708035770436
Japan,JPN,1992,31992.7902119161,1.2368667414311556
South Korea,KOR,1992,8126.66206183629,-0.06155751795745713
Morocco,MAR,1992,1327.02954101563,-0.4314879802612794
Mexico,MEX,1992,4220.56643677057,-0.2740666139944738
Nigeria,NGA,1992,508.515905682785,-0.4760187878591166
Netherlands,NLD,1992,23939.2173482108,0.7987163085150475
Norway,NOR,1992,30523.9850558974,1.1569571626801765
New Zealand,NZL,1992,11793.1392416214,0.1379152614892505
Panama,PAN,1992,3139.89952899581,-0.33285973370578875
Peru,PER,1992,1567.40910765128,-0.41841025526046044
Poland,POL,1992,2459.02068468253,-0.3699025922541658
North Korea,PRK,1992,,
Portugal,PRT,1992,10810.5665079626,0.08445890417927326
Paraguay,PRY,1992,1682.67444777611,-0.4121393045246052
Qatar,QAT,1992,16280.2938815273,0.3820365702932724
Romania,ROU,1992,1102.10378473246,-0.44372494876672264
Russia,RUS,1992,3098.802734375,-0.33509558339130185
Saudi Arabia,SAU,1992,11730.2687665244,0.13449482606914823
Senegal,SEN,1992,951.204960087807,-0.45193452065034595
Serbia,SRB,1992,2349.40645150289,-0.3758660974628751
Slovakia,SVK,1992,2959.33644860111,-0.34268317395802045
Slovenia,SVN,1992,7151.15243829224,-0.11462961044399698
Sweden,SWE,1992,32753.8047025569,1.2782693380392267
Togo,TGO,1992,564.71733648074,-0.4729611783171947
Trinidad and Tobago,TTO,1992,4277.47436935604,-0.2709705675911372
Tunisia,TUN,1992,1784.81850188268,-0.40658221051378507
Turkey,TUR,1992,2743.65320297936,-0.3544173084895162
Ukraine,UKR,1992,1413.24011230469,-0.4267977390762176
Uruguay,URY,1992,4101.71054155291,-0.280532907008217
United States,USA,1992,25418.9907763319,0.8792226103914438
South Africa,ZAF,1992,3462.39400202835,-0.3153145900330897
Angola,AGO,1993,449.727894936295,-0.479217118934624
Argentina,ARG,1993,6931.85596375876,-0.12656032081067686
Australia,AUS,1993,17699.8764915704,0.45926822209264506
Austria,AUT,1993,23987.2037240657,0.8013269822757151
Belgium,BEL,1993,22283.9360213551,0.7086615909091158
Bulgaria,BGR,1993,1278.52511370319,-0.4341268383414081
Bosnia and Herzegovina,BIH,1993,929.872118717018,-0.45309512276323743
Bolivia,BOL,1993,756.637016048451,-0.46251988820772333
Brazil,BRA,1993,2348.88247685352,-0.3758946040304996
Canada,CAN,1993,20186.7988782965,0.5945679379843909
Switzerland,CHE,1993,39237.1186558781,1.6309906535910657
Chile,CHL,1993,3540.91377313015,-0.3110427628226137
China,CHN,1993,378.939353053314,-0.4830683326501299
Ivory Coast,CIV,1993,804.149657211252,-0.45993498773599767
Cameroon,CMR,1993,1309.93629975506,-0.4324179291404919
Colombia,COL,1993,1930.05976548029,-0.3986804352893542
Costa Rica,CRI,1993,2840.38706479397,-0.34915455316973404
Czech Republic,CZE,1993,3984.1463439879,-0.28692892588459495
Germany,DEU,1993,25616.6508772405,0.8899762051311951
Denmark,DNK,1993,27581.7241097459,0.9968849898538517
Algeria,DZA,1993,1831.04800976449,-0.40406711823924957
Ecuador,ECU,1993,1697.88884141445,-0.4113115733707421
Egypt,EGY,1993,740.334217356418,-0.46340683347109207
Spain,ESP,1993,13330.3798192211,0.22154803367250633
France,FRA,1993,22238.8250618434,0.7062073526755005
Ghana,GHA,1993,359.800844097528,-0.48410955325199934
Greece,GRC,1993,10257.3085789073,0.05435919499028596
Honduras,HND,1993,908.446013257125,-0.4542607988602733
Croatia,HRV,1993,2447.50319141761,-0.3705291954705935
Republic of Ireland,IRL,1993,14657.0615549805,0.2937254618403861
Iran,IRN,1993,1038.10985680796,-0.44720650505219245
Iceland,ISL,1993,23579.7953612417,0.7791621426988057
Italy,ITA,1993,18781.9529427137,0.5181380272760592
Jamaica,JAM,1993,2220.51518327186,-0.38287835971346446
Japan,JPN,1993,36345.2441262708,1.4736597274878473
South Korea,KOR,1993,8884.91946408987,-0.020304919305683584
Morocco,MAR,1993,1226.43054199219,-0.43696101635581697
Mexico,MEX,1993,6048.34840388099,-0.17462708898876933
Nigeria,NGA,1993,539.573202297542,-0.4743291318285261
Netherlands,NLD,1993,23156.4404444568,0.7561297391673965
Norway,NOR,1993,27963.6979095744,1.0176660752913114
New Zealand,NZL,1993,13094.3454502639,0.20870670688601262
Panama,PAN,1993,3358.41411740053,-0.3209715614463074
Peru,PER,1993,1487.67404314175,-0.4227481998751902
Poland,POL,1993,2497.13055936127,-0.3678292443908689
North Korea,PRK,1993,,
Portugal,PRT,1993,9534.6563637308,0.015043677978660944
Paraguay,PRY,1993,1661.70955306218,-0.4132798886914594
Qatar,QAT,1993,14769.7193322522,0.29985454947867085
Romania,ROU,1993,1158.05632799712,-0.440680879821292
Russia,RUS,1993,2930.67016601563,-0.34424274811690436
Saudi Arabia,SAU,1993,10884.8607880777,0.08850084575557945
Senegal,SEN,1993,877.52900343803,-0.45594282266088443
Serbia,SRB,1993,2349.40645150289,-0.3758660974628751
Slovakia,SVK,1993,3143.10143068756,-0.3326855359135619
Slovenia,SVN,1993,7254.58887417768,-0.10900220507628128
Sweden,SWE,1993,24390.1538004271,0.8232492711019561
Togo,TGO,1993,414.013995214907,-0.4811601150295086
Trinidad and Tobago,TTO,1993,3646.71231742803,-0.3052868481782055
Tunisia,TUN,1993,1649.18537309075,-0.41396126017331825
Turkey,TUR,1993,3057.93737480422,-0.3373188419735768
Ukraine,UKR,1993,1254.02868652344,-0.4354595536908992
Uruguay,URY,1993,4753.00924682647,-0.24509934050267737
United States,USA,1993,26387.2937338171,0.9319026279682506
South Africa,ZAF,1993,3399.64009566241,-0.3187286835921518
Angola,AGO,1994,334.973590276074,-0.4854602670524557
Argentina,ARG,1994,7437.56242327594,-0.09904762453093127
Australia,AUS,1994,18129.6353064456,0.4826490263609819
Austria,AUT,1994,25546.2460525087,0.8861458673472481
Belgium,BEL,1994,24208.5547931447,0.8133694717874801
Bulgaria,BGR,1994,1149.89464008734,-0.441124912196924
Bosnia and Herzegovina,BIH,1994,337.090896023259,-0.48534507613713845
Bolivia,BOL,1994,774.035669644318,-0.461573323529636
Brazil,BRA,1994,3298.71250747787,-0.3242195964086889
Canada,CAN,1994,19997.6237373354,0.5842759630669458
Switzerland,CHE,1994,43091.7770970073,1.840701336452815
Chile,CHL,1994,4012.10159912285,-0.2854080348034626
China,CHN,1994,475.677874448369,-0.47780532382830293
Ivory Coast,CIV,1994,581.888468577405,-0.472026991827653
Cameroon,CMR,1994,700.70950185009,-0.4655625954598509
Colombia,COL,1994,2325.97557339326,-0.3771408421707308
Costa Rica,CRI,1994,3039.56328550633,-0.3383184747224889
Czech Republic,CZE,1994,4663.28665345469,-0.2499806514181553
Germany,DEU,1994,27201.9593555204,0.9762240863907361
Denmark,DNK,1994,29967.8303903163,1.1266998580507182
Algeria,DZA,1994,1525.54061760288,-0.42068808863338775
Ecuador,ECU,1994,1996.85894789444,-0.3950462605958957
Egypt,EGY,1994,807.303537230487,-0.4597634025378279
Spain,ESP,1994,13405.704414883,0.22564602902898065
France,FRA,1994,23359.8985104774,0.7671987691762944
Ghana,GHA,1994,320.50390343252,-0.4862474828214017
Greece,GRC,1994,10937.0223808611,0.09133867001649089
Honduras,HND,1994,832.062972379136,-0.4584163783769082
Croatia,HRV,1994,3237.92646315285,-0.32752662945936056
Republic of Ireland,IRL,1994,15902.9296755168,0.3615062674042671
Iran,IRN,1994,1167.7627251321,-0.4401528083455979
Iceland,ISL,1994,24018.6313967189,0.8030367884215813
Italy,ITA,1994,19382.2002150155,0.5507941671864574
Jamaica,JAM,1994,2202.85831038471,-0.38383897267747136
Japan,JPN,1994,39933.5150564874,1.668877736699643
South Korea,KOR,1994,10385.3904572997,0.06132742280868049
Morocco,MAR,1994,1358.79443359375,-0.42975982784120764
Mexico,MEX,1994,6202.36588372862,-0.16624784829474035
Nigeria,NGA,1994,744.884247151377,-0.46315929147225743
Netherlands,NLD,1994,24682.5866742863,0.8391589291442577
Norway,NOR,1994,29315.8092337732,1.0912269869605093
New Zealand,NZL,1994,15280.3127842922,0.32763312003878475
Panama,PAN,1994,3508.19570069218,-0.3128227724960199
Peru,PER,1994,1879.36657757919,-0.4014383717481975
Poland,POL,1994,2874.83163555069,-0.34728061425540685
North Korea,PRK,1994,,
Portugal,PRT,1994,9977.31990905771,0.03912655737933611
Paraguay,PRY,1994,1760.28807083292,-0.40791677582609615
Qatar,QAT,1994,14764.8771355222,0.2995911122900566
Romania,ROU,1994,1323.03237766927,-0.4317054438492152
Russia,RUS,1994,2662.10400390625,-0.35885395014937765
Saudi Arabia,SAU,1994,10601.9196697805,0.07310758172609762
Senegal,SEN,1994,583.782776032181,-0.47192393301817387
Serbia,SRB,1994,2349.40645150289,-0.3758660974628751
Slovakia,SVK,1994,3820.96427542658,-0.2958067612496298
Slovenia,SVN,1994,8243.89895545106,-0.05517930588185194
Sweden,SWE,1994,26045.8148927701,0.9133246496512336
Togo,TGO,1994,328.600956079736,-0.48580696689353187
Trinidad and Tobago,TTO,1994,3839.96290233114,-0.2947731508578298
Tunisia,TUN,1994,1733.46614673506,-0.4093760086230182
Turkey,TUR,1994,2176.2801813809,-0.3852849419294043
Ukraine,UKR,1994,1009.09405517578,-0.4487850946125902
Uruguay,URY,1994,5507.56481300056,-0.20404813831285457
United States,USA,1994,27694.853416234,1.0030397307933225
South Africa,ZAF,1994,3488.59711541763,-0.3138890233101507
Angola,AGO,1995,404.29481849612,-0.48168888177179714
Argentina,ARG,1995,7357.6162773788,-0.10339705291850661
Australia,AUS,1995,20448.1219685874,0.6087850844707584
Austria,AUT,1995,30207.0674314652,1.1397154245480865
Belgium,BEL,1995,28413.8264387368,1.0421550832456838
Bulgaria,BGR,1995,2259.25922555221,-0.3807705102924256
Bosnia and Herzegovina,BIH,1995,502.365980975339,-0.47635337130655925
Bolivia,BOL,1995,852.754034861444,-0.4572906919098528
Brazil,BRA,1995,4756.74840785403,-0.24489591339638622
Canada,CAN,1995,20679.634792669,0.6213804189656046
Switzerland,CHE,1995,50113.8321221345,2.2227325791433636
Chile,CHL,1995,5081.4682771561,-0.22722969819985478
China,CHN,1995,612.680277898627,-0.4703517794948553
Ivory Coast,CIV,1995,740.4730999133,-0.4633992776379913
Cameroon,CMR,1995,832.006674487689,-0.45841944123434136
Colombia,COL,1995,2583.34991436018,-0.3631385253326521
Costa Rica,CRI,1995,3275.25256447416,-0.32549592237695407
Czech Republic,CZE,1995,5865.29460556726,-0.184586035450849
Germany,DEU,1995,31747.2449398447,1.2235079789192471
Denmark,DNK,1995,35321.0980773087,1.4179415956330603
Algeria,DZA,1995,1466.94806760415,-0.4238757857688168
Ecuador,ECU,1995,2108.00698245316,-0.3889993097228055
Egypt,EGY,1995,916.326617700876,-0.45383205868406773
Spain,ESP,1995,15460.9110266653,0.33745847326011963
France,FRA,1995,26791.8151982369,0.9539104073425652
Ghana,GHA,1995,371.537243033836,-0.4834710405866463
Greece,GRC,1995,12779.081491606,0.19155493557823408
Honduras,HND,1995,931.669547257738,-0.45299733460056973
Croatia,HRV,1995,4929.05772183424,-0.23552151500283008
Republic of Ireland,IRL,1995,19158.4564773907,0.5386215057898769
Iran,IRN,1995,1550.0095955237,-0.419356866646518
Iceland,ISL,1995,26633.5913761549,0.9453023227922537
Italy,ITA,1995,20712.1798690324,0.6231510168777653
Jamaica,JAM,1995,2630.84935382822,-0.3605543430922472
Japan,JPN,1995,44197.6191013908,1.9008640941700807
South Korea,KOR,1995,12564.7243743092,0.1798929483668797
Morocco,MAR,1995,1466.78820800781,-0.4238844828468128
Mexico,MEX,1995,4183.87847727479,-0.2760626033035578
Nigeria,NGA,1995,1271.61617353199,-0.4345027156294432
Netherlands,NLD,1995,29301.1940492376,1.090431855465483
Norway,NOR,1995,34875.7043347536,1.3937101812755752
New Zealand,NZL,1995,17400.4201848172,0.44297645784541534
Panama,PAN,1995,3513.89737854631,-0.3125125756849383
Peru,PER,1995,2189.53431515311,-0.38456385769157575
Poland,POL,1995,3700.95956775144,-0.30233555480618834
North Korea,PRK,1995,,
Portugal,PRT,1995,11781.3618502221,0.1372745186503198
Paraguay,PRY,1995,1978.71514099575,-0.39603336495093716
Qatar,QAT,1995,15822.5090711554,0.3571310263513029
Romania,ROU,1995,1650.04922365201,-0.41391426283390176
Russia,RUS,1995,2665.77978515625,-0.3586539711868416
Saudi Arabia,SAU,1995,10786.4008952769,0.08314418661986064
Senegal,SEN,1995,714.994396357297,-0.46478543322162236
Serbia,SRB,1995,2349.40645150289,-0.3758660974628751
Slovakia,SVK,1995,4882.51158238228,-0.23805383345286354
Slovenia,SVN,1995,10738.0887611468,0.08051579015006512
Sweden,SWE,1995,30254.2972932631,1.1422849405558921
Togo,TGO,1995,419.220334892756,-0.48087686683366276
Trinidad and Tobago,TTO,1995,4114.68908475464,-0.27982681613169613
Tunisia,TUN,1995,1968.16600944373,-0.39660728495323033
Turkey,TUR,1995,2774.61627202847,-0.3527327788605091
Ukraine,UKR,1995,933.191772460938,-0.45291451873200245
Uruguay,URY,1995,6050.48632253644,-0.17451077663892445
United States,USA,1995,28690.8757013347,1.0572278039375664
South Africa,ZAF,1995,3855.6340871567,-0.29392056821757434
Angola,AGO,1996,531.115366543271,-0.47478927597324083
Argentina,ARG,1996,7663.21271287469,-0.0867712381681897
Australia,AUS,1996,22021.7839065228,0.6943993417747857
Austria,AUT,1996,29645.9451251491,1.1091878580143222
Belgium,BEL,1996,27489.5551770488,0.9918705871227796
Bulgaria,BGR,1996,1470.19259250682,-0.4236992690830215
Bosnia and Herzegovina,BIH,1996,718.933797141505,-0.4645711121757659
Bolivia,BOL,1996,922.113259069714,-0.4535172394772641
Brazil,BRA,1996,5179.13052002464,-0.22191643479284542
Canada,CAN,1996,21296.9723536904,0.6549663471237629
Switzerland,CHE,1996,48092.6433036512,2.112770855221465
Chile,CHL,1996,5333.50438729711,-0.21351780502677076
China,CHN,1996,713.337387811657,-0.4648755819076658
Ivory Coast,CIV,1996,1170.23622049666,-0.4400182391198469
Cameroon,CMR,1996,826.965322327363,-0.45869371337031273
Colombia,COL,1996,2664.45625558215,-0.3587259771232978
Costa Rica,CRI,1996,3226.96395598625,-0.32812303894645145
Czech Republic,CZE,1996,6573.19643136362,-0.1460730056833284
Germany,DEU,1996,30599.7891048363,1.161081242442223
Denmark,DNK,1996,35621.9878051732,1.4343113444085358
Algeria,DZA,1996,1616.83198721285,-0.4157214292645533
Ecuador,ECU,1996,2135.8479374308,-0.38748463708214126
Egypt,EGY,1996,1008.97637629447,-0.4487914968707759
Spain,ESP,1996,16100.6215831114,0.3722615925701878
France,FRA,1996,26757.6351494145,0.9520508596061659
Ghana,GHA,1996,389.271267898831,-0.4825062302095079
Greece,GRC,1996,13432.5262183244,0.22710525526165093
Honduras,HND,1996,883.311249797422,-0.45562824256227846
Croatia,HRV,1996,5299.6410536193,-0.215360122040848
Republic of Ireland,IRL,1996,20835.8973666717,0.6298818028366593
Iran,IRN,1996,1914.78121290985,-0.3995116569764688
Iceland,ISL,1996,27614.8770273122,0.9986886570497576
Italy,ITA,1996,23122.9337219116,0.7543068233960695
Jamaica,JAM,1996,2928.89692611996,-0.3443392203089489
Japan,JPN,1996,39150.0396308089,1.6262531646308642
South Korea,KOR,1996,13402.994604707,0.2254986032191162
Morocco,MAR,1996,1596.83239746094,-0.41680949651821103
Mexico,MEX,1996,4674.36792733681,-0.24937778048982562
Nigeria,NGA,1996,1632.72469370276,-0.4148567948536393
Netherlands,NLD,1996,29063.6236532536,1.0775069619294044
Norway,NOR,1996,37321.9741993473,1.5267982178949182
New Zealand,NZL,1996,18794.436039393,0.5188171636428286
Panama,PAN,1996,3308.18429574276,-0.3237042887062586
Peru,PER,1996,2226.91682429265,-0.38253008177122677
Poland,POL,1996,4163.51195431959,-0.2771706333668397
North Korea,PRK,1996,,
Portugal,PRT,1996,12185.0914010629,0.15923921437923344
Paraguay,PRY,1996,2088.17109102236,-0.39007847105464744
Qatar,QAT,1996,17124.7920861356,0.4279810548354741
Romania,ROU,1996,1633.01064354117,-0.41484123790176075
Russia,RUS,1996,2643.92919921875,-0.35984274092295865
Saudi Arabia,SAU,1996,11471.5045960191,0.12041689627962229
Senegal,SEN,1996,723.469950081149,-0.4643243251400099
Serbia,SRB,1996,3053.90516860949,-0.3375382120494086
Slovakia,SVK,1996,5247.70081044708,-0.21818590389156386
Slovenia,SVN,1996,10796.7399446283,0.0837066772095556
Sweden,SWE,1996,33022.5649478838,1.2928910990679636
Togo,TGO,1996,452.068436882428,-0.4790897829702872
Trinidad and Tobago,TTO,1996,4427.27832448289,-0.26282056151281924
Tunisia,TUN,1996,2107.40815649257,-0.3890318885369933
Turkey,TUR,1996,2929.15394930619,-0.3443252370965012
Ukraine,UKR,1996,869.846069335938,-0.4563608086852077
Uruguay,URY,1996,6398.43575184095,-0.15558076934120163
United States,USA,1996,29967.7127181749,1.1266934561592137
South Africa,ZAF,1996,3617.55336002932,-0.30687322605344697
Angola,AGO,1997,521.70291489053,-0.4753013554982224
Argentina,ARG,1997,8146.78710021431,-0.060462625736698625
Australia,AUS,1997,23646.6230457327,0.7827978680328956
Austria,AUT,1997,26571.7523626508,0.9419380035023603
Belgium,BEL,1997,24820.9380503896,0.8466858636316065
Bulgaria,BGR,1997,1361.40938439884,-0.42961756280596247
Bosnia and Herzegovina,BIH,1997,913.813399054859,-0.45396878903423654
Bolivia,BOL,1997,970.351843368594,-0.4508928444476908
Brazil,BRA,1997,5299.39630404412,-0.21537343751388535
Canada,CAN,1997,21901.5628548392,0.6878587781352381
Switzerland,CHE,1997,41584.441782159,1.7586955444984271
Chile,CHL,1997,5741.95842989596,-0.1912960757868763
China,CHN,1997,786.743548510999,-0.46088195800515247
Ivory Coast,CIV,1997,1124.65674867927,-0.44249796652119416
Cameroon,CMR,1997,783.251601945462,-0.4610719355375226
Colombia,COL,1997,2873.20018821653,-0.3473693722970661
Costa Rica,CRI,1997,3407.776128985,-0.31828604694096085
Czech Republic,CZE,1997,6069.38762357837,-0.1734824612099399
Germany,DEU,1997,27046.9565464237,0.9677912393726131
Denmark,DNK,1997,32779.879045297,1.2796878990621314
Algeria,DZA,1997,1628.76100561506,-0.41507243723758014
Ecuador,ECU,1997,2340.76600026857,-0.3763361767075752
Egypt,EGY,1997,1146.20172117634,-0.44132582352497207
Spain,ESP,1997,14722.3717633536,0.2972786296774185
France,FRA,1997,24169.4008102822,0.8112393197627922
Ghana,GHA,1997,377.841935501461,-0.4831280370798993
Greece,GRC,1997,13015.9175046854,0.20443987539525849
Honduras,HND,1997,944.930102441707,-0.4522759010091822
Croatia,HRV,1997,5331.02343858808,-0.2136527797478418
Republic of Ireland,IRL,1997,22551.1139134126,0.7231972648331917
Iran,IRN,1997,1790.06617576107,-0.4062967135523083
Iceland,ISL,1997,27919.1854966562,1.015244400673063
Italy,ITA,1997,21883.9872666651,0.6869025874236667
Jamaica,JAM,1997,3296.91634805083,-0.3243173155258885
Japan,JPN,1997,35638.2319556941,1.43519509894873
South Korea,KOR,1997,12398.4904543462,0.17084907861742044
Morocco,MAR,1997,1426.30114746094,-0.4260871602679183
Mexico,MEX,1997,5567.35599516667,-0.20079523021926665
Nigeria,NGA,1997,1720.27540949396,-0.4100936438056236
Netherlands,NLD,1997,26744.9601318097,0.9513612818815032
Norway,NOR,1997,36629.0309036621,1.4890989991594588
New Zealand,NZL,1997,17474.187029724,0.4469897045841924
Panama,PAN,1997,3545.97670881078,-0.3107673164464728
Peru,PER,1997,2300.67200774461,-0.37851746946782044
Poland,POL,1997,4137.00831823145,-0.2786125498705325
North Korea,PRK,1997,,
Portugal,PRT,1997,11575.5071124358,0.12607509896351488
Paraguay,PRY,1997,2078.50841313824,-0.3906041640072916
Qatar,QAT,1997,20522.8012995179,0.6128479745359301
Romania,ROU,1997,1577.33656023974,-0.41787015737806704
Russia,RUS,1997,2737.57202148438,-0.3547481519983239
Saudi Arabia,SAU,1997,11545.3455998551,0.12443417759627981
Senegal,SEN,1997,650.776321407448,-0.4682791841091471
Serbia,SRB,1997,3573.50440240049,-0.3092696866282999
Slovakia,SVK,1997,5172.41757491248,-0.2222816490718756
Slovenia,SVN,1997,10436.7260661871,0.0641203098463571
Sweden,SWE,1997,30324.4510931063,1.1461016214616468
Togo,TGO,1997,448.001096915436,-0.47931106448068195
Trinidad and Tobago,TTO,1997,4393.94496943068,-0.2646340453160753
Tunisia,TUN,1997,2202.06090620956,-0.3838823550358934
Turkey,TUR,1997,3020.99347061272,-0.3393287558203945
Ukraine,UKR,1997,987.489807128906,-0.449960462464196
Uruguay,URY,1997,7436.29342620682,-0.09911666365488456
United States,USA,1997,31459.1299691554,1.2078332341477636
South Africa,ZAF,1997,3700.23554789867,-0.3023749447288102
Angola,AGO,1998,429.188126933192,-0.4803345743044157
Argentina,ARG,1998,8218.99212764682,-0.05653434886335599
Australia,AUS,1998,21479.1142020092,0.6648756794218141
Austria,AUT,1998,27212.4642905708,0.9767956019054005
Belgium,BEL,1998,25338.4432934904,0.874840466580918
Bulgaria,BGR,1998,1820.44866449942,-0.40464377009242236
Bosnia and Herzegovina,BIH,1998,1006.70479669823,-0.4489150809744203
Bolivia,BOL,1998,1022.14506519545,-0.4480750612166199
Brazil,BRA,1998,5105.89099544117,-0.22590099294435054
Canada,CAN,1998,21024.5850687045,0.6401472588933367
Switzerland,CHE,1998,42680.5867322391,1.8183307390318795
Chile,CHL,1998,5419.82417297191,-0.20882162208999172
China,CHN,1998,835.095348597432,-0.45825140352968247
Ivory Coast,CIV,1998,1177.37133815342,-0.43963005676362765
Cameroon,CMR,1998,798.745621406677,-0.4602289914865491
Colombia,COL,1998,2605.99938059023,-0.3619062929307155
Costa Rica,CRI,1998,3617.45756666726,-0.3068784376413679
Czech Republic,CZE,1998,6526.59635780951,-0.1486082583900708
Germany,DEU,1998,27395.9440608051,0.986777723147738
Denmark,DNK,1998,33346.4884298957,1.31051398722917
Algeria,DZA,1998,1603.36623200836,-0.41645402665607617
Ecuador,ECU,1998,2284.01572847769,-0.37942364565757863
Egypt,EGY,1998,1212.82259820477,-0.43770134944306405
Spain,ESP,1998,15382.3348573373,0.33318357773355045
France,FRA,1998,24869.4030795939,0.849322578278202
Ghana,GHA,1998,400.366799508524,-0.48190258359694293
Greece,GRC,1998,13022.9648774809,0.20482328403804673
Honduras,HND,1998,1021.15818843434,-0.44812875173229944
Croatia,HRV,1998,5712.58985659548,-0.1928938577059702
Republic of Ireland,IRL,1998,24294.8547674007,0.8180645768943479
Iran,IRN,1998,1709.19334095949,-0.4106965579666001
Iceland,ISL,1998,31030.2483442475,1.184500152942274
Italy,ITA,1998,22365.1837644545,0.713081832013892
Jamaica,JAM,1998,3419.49352868739,-0.3176485679190239
Japan,JPN,1998,32423.7556133801,1.2603131894138018
South Korea,KOR,1998,8281.71948271445,-0.05312169981383587
Morocco,MAR,1998,1668.49755859375,-0.412910590789444
Mexico,MEX,1998,5832.69342004468,-0.18635968595256247
Nigeria,NGA,1998,1822.46998452473,-0.40453380123026145
Netherlands,NLD,1998,27924.281808994,1.0155216628888364
Norway,NOR,1998,34803.4634058738,1.3897799512027098
