iso3,country,hdicode,region,hdi_rank_2023,year,mean_school_years,norm_mean_school_years
UKR,Ukraine,High,ECA,87.0,2011,11.44354819,1.1112024580455058
USA,United States,Very High,Developed,17.0,2011,13.10000038,1.611796049985058
URY,Uruguay,Very High,LAC,48.0,2011,8.399999619,0.1914168339283499
DZA,Algeria,High,AS,96.0,2012,5.760033667,-0.6064027750455735
AGO,Angola,Medium,SSA,148.0,2012,3.909198623,-1.1657404778521716
ARG,Argentina,Very High,LAC,47.0,2012,10.78999996,0.9136947618158691
AUS,Australia,Very High,Developed,7.0,2012,12.30000019,1.370029356637619
AUT,Austria,Very High,Developed,22.0,2012,11.75,1.2038147370176369
BEL,Belgium,Very High,Developed,10.0,2012,11.5,1.1282626632901795
BOL,Bolivia,High,LAC,108.0,2012,8.170000076,0.12190906420828007
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2012,7.889999708,0.037290630420875305
BRA,Brazil,High,LAC,84.0,2012,7.21999979,-0.16518890238762993
BGR,Bulgaria,Very High,Developed,55.0,2012,10.89999962,0.9469375715051299
CMR,Cameroon,Medium,SSA,155.0,2012,5.504927397,-0.6834980059230799
CAN,Canada,Very High,Developed,16.0,2012,13.59400024,1.7610869053613518
CHL,Chile,Very High,LAC,45.0,2012,9.775000095,0.6069533832805125
CHN,China,High,EAP,78.0,2012,7.249130011,-0.15638550796887346
COL,Colombia,High,LAC,83.0,2012,7.630000114,-0.041283403559112454
CRI,Costa Rica,Very High,LAC,62.0,2012,8.409999847,0.19443898578093918
HRV,Croatia,Very High,Developed,41.0,2012,11.26776578,1.0580795556442653
CZE,Czech Republic,Very High,Developed,29.0,2012,12.52000046,1.4365152631140208
CIV,Ivory Coast,Medium,SSA,157.0,2012,4.37856301,-1.0238946667655047
DNK,Denmark,Very High,Developed,4.0,2012,12.69999981,1.490912559762398
ECU,Ecuador,High,LAC,88.0,2012,8.100000381,0.10075457573812148
EGY,Egypt,High,AS,100.0,2012,7.854545593,0.026576102779188232
FRA,France,Very High,Developed,26.0,2012,10.93999958,0.9590258912131916
DEU,Germany,Very High,Developed,5.0,2012,13.97999954,1.8777390956507394
GHA,Ghana,Medium,SSA,143.0,2012,5.820609215,-0.5880963419712649
GRC,Greece,Very High,Developed,34.0,2012,10.40500021,0.7973446438276591
HND,Honduras,Medium,LAC,139.0,2012,5.519999981,-0.6789429460125548
ISL,Iceland,Very High,Developed,1.0,2012,13.0999999,1.6117959049250763
IRN,Iran,High,SA,75.0,2012,9.890000343,0.6417074121428004
IRL,Republic of Ireland,Very High,Developed,11.0,2012,11.07166672,0.9988167930882451
ITA,Italy,Very High,Developed,29.0,2012,10.02000046,0.6809945258394485
JAM,Jamaica,High,LAC,117.0,2012,8.578173291,0.24526239554129298
JPN,Japan,Very High,Developed,23.0,2012,12.5579998,1.4479989788631193
PRK,North Korea,Other Countries or Territories,EAP,,2012,8.171619826919999,0.12239856637199129
KOR,South Korea,Very High,Developed,20.0,2012,11.83200016,1.2285958655535698
MEX,Mexico,High,LAC,81.0,2012,8.489999771,0.21861562640589532
MAR,Morocco,High,AS,120.0,2012,4.696,-0.9279625752762962
NLD,Netherlands,Very High,Developed,8.0,2012,12.02000046,1.2854111156591064
NZL,New Zealand,Very High,Developed,17.0,2012,13.38000011,1.69641429096357
NGA,Nigeria,Medium,SSA,164.0,2012,6.309013136,-0.44049662577858023
NOR,Norway,Very High,Developed,2.0,2012,12.64333312,1.473787415999314
PAN,Panama,Very High,LAC,59.0,2012,9.559999784,0.5419785058881199
PRY,Paraguay,High,LAC,99.0,2012,7.78000021,0.004047869689358014
PER,Peru,High,LAC,79.0,2012,9.079999924,0.39691856664056296
POL,Poland,Very High,Developed,35.0,2012,12.77999973,1.515089199178521
PRT,Portugal,Very High,Developed,40.0,2012,8.5,0.22163777856069292
QAT,Qatar,Very High,AS,43.0,2012,9.119999886,0.4090068869530413
ROU,Romania,Very High,Developed,55.0,2012,10.96000004,0.9650701961272039
RUS,Russia,Very High,Developed,64.0,2012,12.35272737,1.3859639478008223
SAU,Saudi Arabia,Very High,AS,37.0,2012,9.422222084,0.5003409420945217
SEN,Senegal,Low,SSA,169.0,2012,2.585000038,-1.5659242743470299
SRB,Serbia,Very High,ECA,62.0,2012,10.56500006,0.845697925681987
SVK,Slovakia,Very High,Developed,44.0,2012,12.38000011,1.3942059960537412
SVN,Slovenia,Very High,Developed,21.0,2012,12.27999973,1.3639850517236065
ZAF,South Africa,High,SSA,106.0,2012,9.930000305,0.6537957324552782
ESP,Spain,Very High,Developed,28.0,2012,9.510000229,0.5268682256253194
SWE,Sweden,Very High,Developed,5.0,2012,12.34000015,1.38211767634568
CHE,Switzerland,Very High,Developed,2.0,2012,13.40999985,1.7054804612367085
TGO,Togo,Medium,SSA,161.0,2012,3.843096773,-1.1857170052310568
TTO,Trinidad and Tobago,Very High,LAC,72.0,2012,10.65388671,0.8725602086187341
TUN,Tunisia,High,AS,105.0,2012,6.739999771,-0.3102488896863055
TUR,Turkey,Very High,ECA,51.0,2012,7.489999771,-0.0835926685039338
UKR,Ukraine,High,ECA,87.0,2012,11.3745133,1.0903395416493185
USA,United States,Very High,Developed,17.0,2012,13.14000034,1.6238843696931193
URY,Uruguay,Very High,LAC,48.0,2012,8.479999542,0.21559347425109723
DZA,Algeria,High,AS,96.0,2013,5.94006741,-0.5519950845473091
AGO,Angola,Medium,SSA,148.0,2013,3.949599316,-1.153531053307466
ARG,Argentina,Very High,LAC,47.0,2013,10.89000034,0.9439157061460043
AUS,Australia,Very High,Developed,7.0,2013,12.02000046,1.2854111156591064
AUT,Austria,Very High,Developed,22.0,2013,11.78999996,1.2159030567256979
BEL,Belgium,Very High,Developed,10.0,2013,11.53999996,1.1403509829982408
BOL,Bolivia,High,LAC,108.0,2013,8.423333486,0.19846852208807259
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2013,8.539999644,0.23372600277093306
BRA,Brazil,High,LAC,84.0,2013,7.289999962,-0.14403426976411537
BGR,Bulgaria,Very High,Developed,55.0,2013,11.01000023,0.980180668292271
CMR,Cameroon,Medium,SSA,155.0,2013,5.657391191,-0.6374221827028564
CAN,Canada,Very High,Developed,16.0,2013,13.62800007,1.7713619360128763
CHL,Chile,Very High,LAC,45.0,2013,10.01000023,0.6779723733824421
CHN,China,High,EAP,78.0,2013,7.343695045,-0.12780717028564362
COL,Colombia,High,LAC,83.0,2013,7.829999924,0.019158198003277154
CRI,Costa Rica,Very High,LAC,62.0,2013,8.579999924,0.24581441918564856
HRV,Croatia,Very High,Developed,41.0,2013,11.32381431,1.0750178863277677
CZE,Czech Republic,Very High,Developed,29.0,2013,12.60000038,1.4606919025301437
CIV,Ivory Coast,Medium,SSA,157.0,2013,4.529281419,-0.9783463133700923
DNK,Denmark,Very High,Developed,4.0,2013,12.75,1.5060230319274657
ECU,Ecuador,High,LAC,88.0,2013,8.289999962,0.15817402514571352
EGY,Egypt,High,AS,100.0,2013,8.093636513,0.09883136204081046
FRA,France,Very High,Developed,26.0,2013,11.07999992,1.001335155251388
DEU,Germany,Very High,Developed,5.0,2013,14.01000023,1.8868055530217576
GHA,Ghana,Medium,SSA,143.0,2013,5.851279872,-0.5788274150155307
GRC,Greece,Very High,Developed,34.0,2013,10.5025003,0.8268099797801135
HND,Honduras,Medium,LAC,139.0,2013,5.849999905,-0.5792142316601417
ISL,Iceland,Very High,Developed,1.0,2013,13.18999985,1.638994636356546
IRN,Iran,High,SA,75.0,2013,10.03999996,0.6870385406334975
IRL,Republic of Ireland,Very High,Developed,11.0,2013,11.14333344,1.020475070341225
ITA,Italy,Very High,Developed,29.0,2013,10.12000036,0.7112153251096021
JAM,Jamaica,High,LAC,117.0,2013,8.716347001,0.2870196368417582
JPN,Japan,Very High,Developed,23.0,2013,12.57199984,1.452229907080189
PRK,North Korea,Other Countries or Territories,EAP,,2013,8.24614143248,0.14491961372222203
KOR,South Korea,Very High,Developed,20.0,2013,11.92800007,1.2576078346661668
MEX,Mexico,High,LAC,81.0,2013,8.359999657,0.17932851361587157
MAR,Morocco,High,AS,120.0,2013,4.924,-0.859059084036855
NLD,Netherlands,Very High,Developed,8.0,2013,12.06999969,1.3005212977042104
NZL,New Zealand,Very High,Developed,17.0,2013,13.32999992,1.681303818798503
NGA,Nigeria,Medium,SSA,164.0,2013,6.347103957,-0.42898526371245477
NOR,Norway,Very High,Developed,2.0,2013,12.67666658,1.483861064109359
PAN,Panama,Very High,LAC,59.0,2013,9.699999809,0.5842876747307031
PRY,Paraguay,High,LAC,99.0,2013,8.289999962,0.15817402514571352
PER,Peru,High,LAC,79.0,2013,9.140000343,0.4150511909604287
POL,Poland,Very High,Developed,35.0,2013,12.77999973,1.515089199178521
PRT,Portugal,Very High,Developed,40.0,2013,8.659999847,0.2699910595083964
QAT,Qatar,Very High,AS,43.0,2013,9.800000191,0.6145086196652549
ROU,Romania,Very High,Developed,55.0,2013,11.02000046,0.9832028207492775
RUS,Russia,Very High,Developed,64.0,2013,12.35909098,1.3878870835283934
SAU,Saudi Arabia,Very High,AS,37.0,2013,9.659999847,0.5721993544182252
SEN,Senegal,Low,SSA,169.0,2013,2.779999971,-1.506993677087569
SRB,Serbia,Very High,ECA,62.0,2013,10.56000042,0.8441869930024242
SVK,Slovakia,Very High,Developed,44.0,2013,12.43999958,1.412338333577935
SVN,Slovenia,Very High,Developed,21.0,2013,12.38000011,1.3942059960537412
ZAF,South Africa,High,SSA,106.0,2013,10.03999996,0.6870385406334975
ESP,Spain,Very High,Developed,28.0,2013,9.615000248,0.5586001023328091
SWE,Sweden,Very High,Developed,5.0,2013,12.22999954,1.3488745795585388
CHE,Switzerland,Very High,Developed,2.0,2013,13.5250001,1.7402344907034124
TGO,Togo,Medium,SSA,161.0,2013,4.046193441,-1.1243395074929092
TTO,Trinidad and Tobago,Very High,LAC,72.0,2013,10.66777307,0.8767567817968382
TUN,Tunisia,High,AS,105.0,2013,6.854999781,-0.27549493274959214
TUR,Turkey,Very High,ECA,51.0,2013,7.630000114,-0.041283403559112454
UKR,Ukraine,High,ECA,87.0,2013,11.30547841,1.0694766252531305
USA,United States,Very High,Developed,17.0,2013,13.19999981,1.6420167072173124
URY,Uruguay,Very High,LAC,48.0,2013,8.520000458,0.22768208287028863
DZA,Algeria,High,AS,96.0,2014,6.120101154,-0.4975873937468364
AGO,Angola,Medium,SSA,148.0,2014,3.99000001,-1.1413216284605523
ARG,Argentina,Very High,LAC,47.0,2014,10.90999985,0.9499597239621363
AUS,Australia,Very High,Developed,7.0,2014,12.17000008,1.3307422450564284
AUT,Austria,Very High,Developed,22.0,2014,12.01000023,1.2823889632021
BEL,Belgium,Very High,Developed,10.0,2014,11.64000034,1.170571927328376
BOL,Bolivia,High,LAC,108.0,2014,8.676666896,0.2750279799678651
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2014,9.18999958,0.43016137512099106
BRA,Brazil,High,LAC,84.0,2014,7.380000114,-0.11683547728656968
BGR,Bulgaria,Very High,Developed,55.0,2014,11.05000019,0.9922689880003327
CMR,Cameroon,Medium,SSA,155.0,2014,5.809854984,-0.5913463597848413
CAN,Canada,Very High,Developed,16.0,2014,13.66199989,1.7816369636423173
CHL,Chile,Very High,LAC,45.0,2014,10.13500023,0.7157484102461708
CHN,China,High,EAP,78.0,2014,7.438260078,-0.09922883290462182
COL,Colombia,High,LAC,83.0,2014,7.989999771,0.06751147895098063
CRI,Costa Rica,Very High,LAC,62.0,2014,8.75,0.29718985228815015
HRV,Croatia,Very High,Developed,41.0,2014,11.39428141,1.0963136284660082
CZE,Czech Republic,Very High,Developed,29.0,2014,12.64000034,1.472780222238205
CIV,Ivory Coast,Medium,SSA,157.0,2014,4.679999828,-0.9327979599746802
DNK,Denmark,Very High,Developed,4.0,2014,12.39000034,1.3972281485107476
ECU,Ecuador,High,LAC,88.0,2014,8.359999657,0.17932851361587157
EGY,Egypt,High,AS,100.0,2014,8.332727432,0.17108662100022465
FRA,France,Very High,Developed,26.0,2014,11.22999954,1.04666628464871
DEU,Germany,Very High,Developed,5.0,2014,14.03999996,1.895871720272813
GHA,Ghana,Medium,SSA,143.0,2014,5.88195053,-0.5695584877575882
GRC,Greece,Very High,Developed,34.0,2014,10.60000038,0.8562753127104858
HND,Honduras,Medium,LAC,139.0,2014,6.179999828,-0.4794855176099369
ISL,Iceland,Very High,Developed,1.0,2014,13.2799998,1.666193367788016
IRN,Iran,High,SA,75.0,2014,10.11999989,0.7112151830717035
IRL,Republic of Ireland,Very High,Developed,11.0,2014,11.21500015,1.0421333445721226
ITA,Italy,Very High,Developed,29.0,2014,10.22000027,0.7414361274018382
JAM,Jamaica,High,LAC,117.0,2014,8.854520711,0.3287768781422229
JPN,Japan,Very High,Developed,23.0,2014,12.58599987,1.4564608322751755
PRK,North Korea,Other Countries or Territories,EAP,,2014,8.306936597759998,0.16329241696025157
KOR,South Korea,Very High,Developed,20.0,2014,12.02399998,1.2866198037787637
MEX,Mexico,High,LAC,81.0,2014,8.399999619,0.1914168339283499
MAR,Morocco,High,AS,120.0,2014,5.152,-0.7901555927974141
NLD,Netherlands,Very High,Developed,8.0,2014,12.09000015,1.3065656026182229
NZL,New Zealand,Very High,Developed,17.0,2014,13.27999973,1.6661933466334353
NGA,Nigeria,Medium,SSA,164.0,2014,6.563105983,-0.36370765973792624
NOR,Norway,Very High,Developed,2.0,2014,12.71000004,1.4939347122194044
PAN,Panama,Very High,LAC,59.0,2014,9.839999835,0.6265968438754951
PRY,Paraguay,High,LAC,99.0,2014,8.25,0.14608570483323569
PER,Peru,High,LAC,79.0,2014,9.149999619,0.41807305511072157
POL,Poland,Very High,Developed,35.0,2014,12.84000015,1.5332218238005944
PRT,Portugal,Very High,Developed,40.0,2014,8.869999886,0.3334548132255841
QAT,Qatar,Very High,AS,43.0,2014,9.720000267,0.5903319790402988
ROU,Romania,Very High,Developed,55.0,2014,10.85999966,0.9348492517970687
RUS,Russia,Very High,Developed,64.0,2014,12.36545459,1.3898102192559647
SAU,Saudi Arabia,Very High,AS,37.0,2014,9.799999952,0.6145085474374724
SEN,Senegal,Low,SSA,169.0,2014,2.65593493,-1.544487161586097
SRB,Serbia,Very High,ECA,62.0,2014,10.72000027,0.8925402748567526
SVK,Slovakia,Very High,Developed,44.0,2014,12.43999958,1.412338333577935
SVN,Slovenia,Very High,Developed,21.0,2014,12.43000031,1.4093164712408919
ZAF,South Africa,High,SSA,106.0,2014,10.14999962,0.7202813503227582
ESP,Spain,Very High,Developed,28.0,2014,9.720000267,0.5903319790402988
SWE,Sweden,Very High,Developed,5.0,2014,12.28999996,1.3670072041806123
CHE,Switzerland,Very High,Developed,2.0,2014,13.64000034,1.7749885171480337
TGO,Togo,Medium,SSA,161.0,2014,4.249290109,-1.0629620097547616
TTO,Trinidad and Tobago,Very High,LAC,72.0,2014,10.68165944,0.8809533579970252
TUN,Tunisia,High,AS,105.0,2014,6.96999979,-0.24074097611508716
TUR,Turkey,Very High,ECA,51.0,2014,7.800000191,0.010092029845596921
UKR,Ukraine,High,ECA,87.0,2014,11.23644352,1.0486137088569432
USA,United States,Very High,Developed,17.0,2014,13.22000027,1.6480610121313248
URY,Uruguay,Very High,LAC,48.0,2014,8.609999657,0.2548805873433288
DZA,Algeria,High,AS,96.0,2015,6.300134897,-0.44317970324857203
AGO,Angola,Medium,SSA,148.0,2015,5.315629959,-0.740705261891859
ARG,Argentina,Very High,LAC,47.0,2015,10.92000008,0.9529818764191422
AUS,Australia,Very High,Developed,7.0,2015,12.25,1.3549188844725513
AUT,Austria,Very High,Developed,22.0,2015,12.07999992,1.3035434501612169
BEL,Belgium,Very High,Developed,10.0,2015,11.89000034,1.2461240010558332
BOL,Bolivia,High,LAC,108.0,2015,8.930000305,0.3515874375454493
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2015,9.289999962,0.4603823200555424
BRA,Brazil,High,LAC,84.0,2015,7.510000229,-0.07754836419433811
BGR,Bulgaria,Very High,Developed,55.0,2015,11.18999958,1.0345779649406488
CMR,Cameroon,Medium,SSA,155.0,2015,5.962318778,-0.545270536564618
CAN,Canada,Very High,Developed,16.0,2015,13.69599972,1.791911994293841
CHL,Chile,Very High,LAC,45.0,2015,10.26000023,0.7535244471098994
CHN,China,High,EAP,78.0,2015,7.532825112,-0.07065049522139172
COL,Colombia,High,LAC,83.0,2015,8.050000191,0.08564410357305441
CRI,Costa Rica,Very High,LAC,62.0,2015,8.579999924,0.24581441918564856
HRV,Croatia,Very High,Developed,41.0,2015,11.41761126,1.10336410265501
CZE,Czech Republic,Very High,Developed,29.0,2015,12.67000008,1.4818463925113428
CIV,Ivory Coast,Medium,SSA,157.0,2015,4.707142694,-0.9245951607218542
DNK,Denmark,Very High,Developed,4.0,2015,12.64000034,1.472780222238205
ECU,Ecuador,High,LAC,88.0,2015,8.699999809,0.2820793798208742
EGY,Egypt,High,AS,100.0,2015,8.571818352,0.2433418802618466
FRA,France,Very High,Developed,26.0,2015,11.32999992,1.0768872289788451
DEU,Germany,Very High,Developed,5.0,2015,14.07999992,1.9079600399808747
GHA,Ghana,Medium,SSA,143.0,2015,5.912621187,-0.5602895608018541
GRC,Greece,Very High,Developed,34.0,2015,10.73999977,0.898584289650802
HND,Honduras,Medium,LAC,139.0,2015,6.289999962,-0.44624256467394424
ISL,Iceland,Very High,Developed,1.0,2015,13.36999975,1.6933920992194857
IRN,Iran,High,SA,75.0,2015,10.21500015,0.7399250496622937
IRL,Republic of Ireland,Very High,Developed,11.0,2015,11.28666687,1.0637916218251025
ITA,Italy,Very High,Developed,29.0,2015,10.31000042,0.768634919274967
JAM,Jamaica,High,LAC,117.0,2015,8.992694421,0.37053411944268816
JPN,Japan,Very High,Developed,23.0,2015,12.5999999,1.4606917574701619
PRK,North Korea,Other Countries or Territories,EAP,,2015,8.37699588344,0.18446491422820527
KOR,South Korea,Very High,Developed,20.0,2015,12.11999989,1.3156317728913614
MEX,Mexico,High,LAC,81.0,2015,8.600000381,0.2518587231930359
MAR,Morocco,High,AS,120.0,2015,5.38,-0.7212521015579733
NLD,Netherlands,Very High,Developed,8.0,2015,12.14000034,1.3216760747832903
NZL,New Zealand,Very High,Developed,17.0,2015,13.22999954,1.6510828744683677
NGA,Nigeria,Medium,SSA,164.0,2015,6.779108009,-0.29843005576339776
NOR,Norway,Very High,Developed,2.0,2015,12.77000046,1.512067336841478
PAN,Panama,Very High,LAC,59.0,2015,9.97999986,0.6689060127180783
PRY,Paraguay,High,LAC,99.0,2015,8.520000458,0.22768208287028863
PER,Peru,High,LAC,79.0,2015,9.090000153,0.3999407187953611
POL,Poland,Very High,Developed,35.0,2015,12.92000008,1.5573984662388
PRT,Portugal,Very High,Developed,40.0,2015,8.989999771,0.3697197738608098
QAT,Qatar,Very High,AS,43.0,2015,9.695000172,0.5827767429577653
ROU,Romania,Very High,Developed,55.0,2015,10.97999954,0.9711142109212528
RUS,Russia,Very High,Developed,64.0,2015,12.3718182,1.3917333549835358
SAU,Saudi Arabia,Very High,AS,37.0,2015,9.940000057,0.6568177404567195
SEN,Senegal,Low,SSA,169.0,2015,2.531869888,-1.5819806463868331
SRB,Serbia,Very High,ECA,62.0,2015,11.02000046,0.9832028207492775
SVK,Slovakia,Very High,Developed,44.0,2015,12.64000034,1.472780222238205
SVN,Slovenia,Very High,Developed,21.0,2015,12.56999969,1.4516254451591248
ZAF,South Africa,High,SSA,106.0,2015,10.22999954,0.7444579897388811
ESP,Spain,Very High,Developed,28.0,2015,9.909999847,0.6477514281456825
SWE,Sweden,Very High,Developed,5.0,2015,12.35000038,1.3851398288026864
CHE,Switzerland,Very High,Developed,2.0,2015,13.71000004,1.7961430071292332
TGO,Togo,Medium,SSA,161.0,2015,4.452386777,-1.001584512016614
TTO,Trinidad and Tobago,Very High,LAC,72.0,2015,10.6955458,0.885149931175129
TUN,Tunisia,High,AS,105.0,2015,7.0849998,-0.20598701917837384
TUR,Turkey,Very High,ECA,51.0,2015,7.960000038,0.05844531079330066
UKR,Ukraine,High,ECA,87.0,2015,11.16740863,1.0277507924607556
USA,United States,Very High,Developed,17.0,2015,13.25,1.65712717938238
URY,Uruguay,Very High,LAC,48.0,2015,8.670000076,0.27301321166319453
DZA,Algeria,High,AS,96.0,2016,6.480168641,-0.3887720124480996
AGO,Angola,Medium,SSA,148.0,2016,5.417390823,-0.7099522846938681
ARG,Argentina,Very High,LAC,47.0,2016,10.93000031,0.9560040288761487
AUS,Australia,Very High,Developed,7.0,2016,12.35000038,1.3851398288026864
AUT,Austria,Very High,Developed,22.0,2016,12.10999966,1.312609620434355
BEL,Belgium,Very High,Developed,10.0,2016,11.98999977,1.2763446582880882
BOL,Bolivia,High,LAC,108.0,2016,9.162500143,0.42185081715424094
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2016,9.68999958,0.5812655225759055
BRA,Brazil,High,LAC,84.0,2016,7.730000019,-0.011062602777917648
BGR,Bulgaria,Very High,Developed,55.0,2016,11.22999954,1.04666628464871
CMR,Cameroon,Medium,SSA,155.0,2016,6.114782572,-0.4991947133443946
CAN,Canada,Very High,Developed,16.0,2016,13.72999954,1.8021870219232823
CHL,Chile,Very High,LAC,45.0,2016,10.42500019,0.8033888036816896
CHN,China,High,EAP,78.0,2016,7.627390146,-0.042072157538161875
COL,Colombia,High,LAC,83.0,2016,8.220000267,0.13701953667555547
CRI,Costa Rica,Very High,LAC,62.0,2016,8.56000042,0.23977040318276643
HRV,Croatia,Very High,Developed,41.0,2016,11.54998983,1.1433700045773116
CZE,Czech Republic,Very High,Developed,29.0,2016,12.73999977,1.5030008794704597
CIV,Ivory Coast,Medium,SSA,157.0,2016,4.734285559,-0.9163923617712365
DNK,Denmark,Very High,Developed,4.0,2016,13.15999985,1.6299283875092514
ECU,Ecuador,High,LAC,88.0,2016,8.68999958,0.2790572276660766
EGY,Egypt,High,AS,100.0,2016,8.810909271,0.3155971392212608
FRA,France,Very High,Developed,26.0,2016,11.35000038,1.0829315338928576
DEU,Germany,Very High,Developed,5.0,2016,14.13000011,1.9230705121459417
GHA,Ghana,Medium,SSA,143.0,2016,6.016560637,-0.5288781968434886
GRC,Greece,Very High,Developed,34.0,2016,10.25,0.7505022946528934
HND,Honduras,Medium,LAC,139.0,2016,6.53000021,-0.3737124989479281
ISL,Iceland,Very High,Developed,1.0,2016,13.4599997,1.7205908306509554
IRN,Iran,High,SA,75.0,2016,10.31000042,0.768634919274967
IRL,Republic of Ireland,Very High,Developed,11.0,2016,11.35833359,1.085449899078083
ITA,Italy,Very High,Developed,29.0,2016,10.39600029,0.7946247933501339
JAM,Jamaica,High,LAC,117.0,2016,9.130868131,0.41229136074315337
JPN,Japan,Very High,Developed,23.0,2016,12.61399994,1.464922685687231
PRK,North Korea,Other Countries or Territories,EAP,,2016,8.4407745292,0.20373935001499321
KOR,South Korea,Very High,Developed,20.0,2016,12.21834945,1.345353825724093
MEX,Mexico,High,LAC,81.0,2016,8.600000381,0.2518587231930359
MAR,Morocco,High,AS,120.0,2016,5.514,-0.680756190040056
NLD,Netherlands,Very High,Developed,8.0,2016,12.18000031,1.3337643975134348
NZL,New Zealand,Very High,Developed,17.0,2016,13.32999992,1.681303818798503
NGA,Nigeria,Medium,SSA,164.0,2016,6.995110035,-0.23315245178886923
NOR,Norway,Very High,Developed,2.0,2016,12.81999969,1.5271775188865822
PAN,Panama,Very High,LAC,59.0,2016,10.11999989,0.7112151830717035
PRY,Paraguay,High,LAC,99.0,2016,8.350000381,0.1763066494655787
PER,Peru,High,LAC,79.0,2016,9.313333511,0.46743391211302737
POL,Poland,Very High,Developed,35.0,2016,13.0,1.5815751056549228
PRT,Portugal,Very High,Developed,40.0,2016,9.109999657,0.4059847347982432
QAT,Qatar,Very High,AS,43.0,2016,9.670000076,0.5752215065730234
ROU,Romania,Very High,Developed,55.0,2016,11.07999992,1.001335155251388
RUS,Russia,Very High,Developed,64.0,2016,12.3781818,1.393656487689024
SAU,Saudi Arabia,Very High,AS,37.0,2016,10.08000016,0.69912693287155
SEN,Senegal,Low,SSA,169.0,2016,2.891940117,-1.4731644364329515
SRB,Serbia,Very High,ECA,62.0,2016,11.13000011,1.016445627416455
SVK,Slovakia,Very High,Developed,44.0,2016,12.71000004,1.4939347122194044
SVN,Slovenia,Very High,Developed,21.0,2016,12.67000008,1.4818463925113428
ZAF,South Africa,High,SSA,106.0,2016,10.18499994,0.7308587373512572
ESP,Spain,Very High,Developed,28.0,2016,10.01000023,0.6779723733824421
SWE,Sweden,Very High,Developed,5.0,2016,12.40999985,1.4032721663268797
CHE,Switzerland,Very High,Developed,2.0,2016,13.67000008,1.7840546874211716
TGO,Togo,Medium,SSA,161.0,2016,4.655483445,-0.9402070142784665
TTO,Trinidad and Tobago,Very High,LAC,72.0,2016,10.70943217,0.889346507375316
TUN,Tunisia,High,AS,105.0,2016,7.199999809,-0.17123306254386883
TUR,Turkey,Very High,ECA,51.0,2016,8.100000381,0.10075457573812148
UKR,Ukraine,High,ECA,87.0,2016,11.15928688,1.0252963322415716
USA,United States,Very High,Developed,17.0,2016,13.34000015,1.684325971255509
URY,Uruguay,Very High,LAC,48.0,2016,8.699999809,0.2820793798208742
DZA,Algeria,High,AS,96.0,2017,6.660202384,-0.3343643219498353
AGO,Angola,Medium,SSA,148.0,2017,5.521099768,-0.6786105812585207
ARG,Argentina,Very High,LAC,47.0,2017,11.01500034,0.9816917430097329
AUS,Australia,Very High,Developed,7.0,2017,12.31999969,1.3760733714316677
AUT,Austria,Very High,Developed,22.0,2017,12.15999985,1.3277200925994224
BEL,Belgium,Very High,Developed,10.0,2017,12.23999977,1.3518967320155453
BOL,Bolivia,High,LAC,108.0,2017,9.394999981,0.4921141967630321
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2017,9.75,0.599398147197979
BRA,Brazil,High,LAC,84.0,2017,7.849999905,0.025202358159516065
BGR,Bulgaria,Very High,Developed,55.0,2017,11.23999977,1.0496884371057165
CMR,Cameroon,Medium,SSA,155.0,2017,6.267246366,-0.45311889012417117
CAN,Canada,Very High,Developed,16.0,2017,13.75799961,1.8106488753353382
CHL,Chile,Very High,LAC,45.0,2017,10.59000015,0.8532531602534794
CHN,China,High,EAP,78.0,2017,7.72195518,-0.013493819854931767
COL,Colombia,High,LAC,83.0,2017,8.360000134,0.17932865776922835
CRI,Costa Rica,Very High,LAC,62.0,2017,8.640000343,0.2639470435055143
HRV,Croatia,Very High,Developed,41.0,2017,11.63374763,1.1686823065007104
CZE,Czech Republic,Very High,Developed,29.0,2017,12.78999996,1.518111351635527
CIV,Ivory Coast,Medium,SSA,157.0,2017,4.761428424,-0.9081895628206188
DNK,Denmark,Very High,Developed,4.0,2017,13.00999975,1.5845971130519476
ECU,Ecuador,High,LAC,88.0,2017,8.770000458,0.30323415659774583
EGY,Egypt,High,AS,100.0,2017,9.050000191,0.3878523984828833
FRA,France,Very High,Developed,26.0,2017,11.40999985,1.1010638714170509
DEU,Germany,Very High,Developed,5.0,2017,14.10500002,1.9155152775744497
GHA,Ghana,Medium,SSA,143.0,2017,6.120500088,-0.49746683258291496
GRC,Greece,Very High,Developed,34.0,2017,10.53999996,0.8381426880884119
HND,Honduras,Medium,LAC,139.0,2017,6.410000086,-0.40997753181093605
ISL,Iceland,Very High,Developed,1.0,2017,13.54999965,1.7477895620824255
IRN,Iran,High,SA,75.0,2017,10.41517492,0.8004195255879609
IRL,Republic of Ireland,Very High,Developed,11.0,2017,11.43000031,1.107108176331063
ITA,Italy,Very High,Developed,29.0,2017,10.48200016,0.820614667425301
JAM,Jamaica,High,LAC,117.0,2017,9.269041842,0.45404860234582695
JPN,Japan,Very High,Developed,23.0,2017,12.62799997,1.4691536108822174
