iso3,country,hdicode,region,hdi_rank_2023,year,life_expectancy,norm_life_expectancy
SEN,Senegal,Low,SSA,169.0,1995,57.336,-1.1842182216528692
SRB,Serbia,Very High,ECA,62.0,1995,72.726,0.4296795034562488
SVK,Slovakia,Very High,Developed,44.0,1995,72.254,0.3801824452202842
SVN,Slovenia,Very High,Developed,21.0,1995,74.419,0.607218739883132
ZAF,South Africa,High,SSA,106.0,1995,61.603,-0.7367522312018874
ESP,Spain,Very High,Developed,28.0,1995,78.2,1.003719539014879
SWE,Sweden,Very High,Developed,5.0,1995,78.822,1.0689465945715957
CHE,Switzerland,Very High,Developed,2.0,1995,78.565,1.0419958658287074
TGO,Togo,Medium,SSA,161.0,1995,53.692,-1.5663522898983289
TTO,Trinidad and Tobago,Very High,LAC,72.0,1995,67.995,-0.0664446120402573
TUN,Tunisia,High,AS,105.0,1995,70.785,0.2261333381257223
TUR,Turkey,Very High,ECA,51.0,1995,69.734,0.11591849023165564
UKR,Ukraine,High,ECA,87.0,1995,67.114,-0.15883212963747192
USA,United States,Very High,Developed,17.0,1995,75.852,0.7574926476207133
URY,Uruguay,Very High,LAC,48.0,1995,73.493,0.5101122230896917
DZA,Algeria,High,AS,96.0,1996,68.219,-0.04295448270793595
AGO,Angola,Medium,SSA,148.0,1996,46.418,-2.3291522933059783
ARG,Argentina,Very High,LAC,47.0,1996,73.056,0.4642854975619022
AUS,Australia,Very High,Developed,7.0,1996,78.344,1.0188203364427995
AUT,Austria,Very High,Developed,22.0,1996,77.026,0.8806060933177954
BEL,Belgium,Very High,Developed,10.0,1996,77.185,0.8972798904777928
BOL,Bolivia,High,LAC,108.0,1996,60.287,-0.874756741029282
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1996,73.454,0.5060224237862961
BRA,Brazil,High,LAC,84.0,1996,68.108,-0.05459468072529111
BGR,Bulgaria,Very High,Developed,55.0,1996,70.836,0.23148153721477807
CMR,Cameroon,Medium,SSA,155.0,1996,53.2,-1.617946681110394
CAN,Canada,Very High,Developed,16.0,1996,78.272,1.0112699377288399
CHL,Chile,Very High,LAC,45.0,1996,75.555,0.7263472529256254
CHN,China,High,EAP,78.0,1996,70.823,0.23011827078031238
COL,Colombia,High,LAC,83.0,1996,70.209,0.16573014841403672
CRI,Costa Rica,Very High,LAC,62.0,1996,76.428,0.817895837332399
HRV,Croatia,Very High,Developed,41.0,1996,72.975,0.45579129900869597
CZE,Czech Republic,Very High,Developed,29.0,1996,73.834,0.5458717503322013
CIV,Ivory Coast,Medium,SSA,157.0,1996,51.596,-1.7861527857936321
DNK,Denmark,Very High,Developed,4.0,1996,75.664,0.737777717645371
ECU,Ecuador,High,LAC,88.0,1996,71.82,0.33467031963890825
EGY,Egypt,High,AS,100.0,1996,65.733,-0.303652971637192
FRA,France,Very High,Developed,26.0,1996,78.061,0.9891430748309828
DEU,Germany,Very High,Developed,5.0,1996,76.783,0.8551234976581783
GHA,Ghana,Medium,SSA,143.0,1996,56.957,-1.2239626815499682
GRC,Greece,Very High,Developed,34.0,1996,78.036,0.9865214086108569
HND,Honduras,Medium,LAC,139.0,1996,67.263,-0.14320699896552522
ISL,Iceland,Very High,Developed,1.0,1996,78.646,1.0504900643819135
IRN,Iran,High,SA,75.0,1996,68.328,-0.03152401798818883
IRL,Republic of Ireland,Very High,Developed,11.0,1996,75.826,0.754766114751782
ITA,Italy,Very High,Developed,29.0,1996,78.438,1.0286778014304714
JAM,Jamaica,High,LAC,117.0,1996,71.328,0.2830759284268439
JPN,Japan,Very High,Developed,23.0,1996,80.363,1.2305461003801172
PRK,North Korea,Other Countries or Territories,EAP,,1996,60.82,-0.818862817216211
KOR,South Korea,Very High,Developed,20.0,1996,74.021,0.5654818136587381
MEX,Mexico,High,LAC,81.0,1996,71.088,0.2579079327136403
MAR,Morocco,High,AS,120.0,1996,65.226,-0.3568203625813331
NLD,Netherlands,Very High,Developed,8.0,1996,77.556,0.9361854171844513
NZL,New Zealand,Very High,Developed,17.0,1996,76.807,0.8576402972294986
NGA,Nigeria,Medium,SSA,164.0,1996,45.833,-2.3904992828569096
NOR,Norway,Very High,Developed,2.0,1996,78.233,1.0071801384254444
PAN,Panama,Very High,LAC,59.0,1996,72.199,0.3744147795360079
PRY,Paraguay,High,LAC,99.0,1996,69.05,0.044189702449028444
PER,Peru,High,LAC,79.0,1996,67.85,-0.08165027611698496
POL,Poland,Very High,Developed,35.0,1996,72.253,0.3800775785714787
PRT,Portugal,Very High,Developed,40.0,1996,75.476,0.7180627876700287
QAT,Qatar,Very High,AS,43.0,1996,74.558,0.6217952040670296
ROU,Romania,Very High,Developed,55.0,1996,68.821,0.020175239872681026
RUS,Russia,Very High,Developed,64.0,1996,65.449,-0.3334350998978158
SAU,Saudi Arabia,Very High,AS,37.0,1996,71.288,0.2788812624746428
SEN,Senegal,Low,SSA,169.0,1996,57.129,-1.2059256179555067
SRB,Serbia,Very High,ECA,62.0,1996,72.916,0.4496041667292006
SVK,Slovakia,Very High,Developed,44.0,1996,72.739,0.43104276989071444
SVN,Slovenia,Very High,Developed,21.0,1996,74.797,0.6468583331314262
ZAF,South Africa,High,SSA,106.0,1996,61.079,-0.7917023551757132
ESP,Spain,Very High,Developed,28.0,1996,78.339,1.018296003198775
SWE,Sweden,Very High,Developed,5.0,1996,79.045,1.092331857255113
CHE,Switzerland,Very High,Developed,2.0,1996,79.049,1.0927513238503335
TGO,Togo,Medium,SSA,161.0,1996,53.817,-1.5532439587977025
TTO,Trinidad and Tobago,Very High,LAC,72.0,1996,68.039,-0.06183047949283714
TUN,Tunisia,High,AS,105.0,1996,71.247,0.2745817298736377
TUR,Turkey,Very High,ECA,51.0,1996,70.245,0.16950534777101725
UKR,Ukraine,High,ECA,87.0,1996,67.097,-0.1606148626671582
USA,United States,Very High,Developed,17.0,1996,76.175,0.7913645751847312
URY,Uruguay,Very High,LAC,48.0,1996,73.812,0.5435646840584905
DZA,Algeria,High,AS,96.0,1997,68.859,0.024160172527271095
AGO,Angola,Medium,SSA,148.0,1997,46.688,-2.300838298128625
ARG,Argentina,Very High,LAC,47.0,1997,73.407,0.501093691292461
AUS,Australia,Very High,Developed,7.0,1997,78.626,1.0483927314058137
AUT,Austria,Very High,Developed,22.0,1997,77.428,0.9227624861374099
BEL,Belgium,Very High,Developed,10.0,1997,77.403,0.9201408199172855
BOL,Bolivia,High,LAC,108.0,1997,60.745,-0.8267278158765872
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1997,73.895,0.5522686159093062
BRA,Brazil,High,LAC,84.0,1997,68.505,-0.012962621149702685
BGR,Bulgaria,Very High,Developed,55.0,1997,70.314,0.1767411465385618
CMR,Cameroon,Medium,SSA,155.0,1997,53.105,-1.6279090127468705
CAN,Canada,Very High,Developed,16.0,1997,78.465,1.0315092009482068
CHL,Chile,Very High,LAC,45.0,1997,75.826,0.754766114751782
CHN,China,High,EAP,78.0,1997,71.227,0.2724843968975379
COL,Colombia,High,LAC,83.0,1997,70.632,0.21008874085855653
CRI,Costa Rica,Very High,LAC,62.0,1997,76.603,0.8362475008732756
HRV,Croatia,Very High,Developed,41.0,1997,72.99,0.45736429874077117
CZE,Czech Republic,Very High,Developed,29.0,1997,73.946,0.5576168149983619
CIV,Ivory Coast,Medium,SSA,157.0,1997,51.498,-1.7964297173765231
DNK,Denmark,Very High,Developed,4.0,1997,76.041,0.7773124442448597
ECU,Ecuador,High,LAC,88.0,1997,72.007,0.3542803829654465
EGY,Egypt,High,AS,100.0,1997,66.207,-0.25394618010361797
FRA,France,Very High,Developed,26.0,1997,78.425,1.0273145349960058
DEU,Germany,Very High,Developed,5.0,1997,77.218,0.9007404898883582
GHA,Ghana,Medium,SSA,143.0,1997,57.241,-1.1941805532893452
GRC,Greece,Very High,Developed,34.0,1997,78.399,1.024588002127076
HND,Honduras,Medium,LAC,139.0,1997,67.542,-0.11394920394892755
ISL,Iceland,Very High,Developed,1.0,1997,78.672,1.0532165972508434
IRN,Iran,High,SA,75.0,1997,68.649,0.0021381762782194595
IRL,Republic of Ireland,Very High,Developed,11.0,1997,75.977,0.7706009787213397
ITA,Italy,Very High,Developed,29.0,1997,78.735,1.0598231961255593
JAM,Jamaica,High,LAC,117.0,1997,71.216,0.2713308637606817
JPN,Japan,Very High,Developed,23.0,1997,80.584,1.253721629766025
PRK,North Korea,Other Countries or Territories,EAP,,1997,60.869,-0.8137243514247655
KOR,South Korea,Very High,Developed,20.0,1997,74.531,0.6189638045492941
MEX,Mexico,High,LAC,81.0,1997,71.472,0.29817672585476457
MAR,Morocco,High,AS,120.0,1997,65.616,-0.3159223695473788
NLD,Netherlands,Very High,Developed,8.0,1997,77.931,0.9755104104863304
NZL,New Zealand,Very High,Developed,17.0,1997,77.344,0.9139536876377886
NGA,Nigeria,Medium,SSA,164.0,1997,45.96,-2.377181218458673
NOR,Norway,Very High,Developed,2.0,1997,78.238,1.007704471669469
PAN,Panama,Very High,LAC,59.0,1997,72.541,0.4102791734273215
PRY,Paraguay,High,LAC,99.0,1997,69.284,0.06872849826940193
PER,Peru,High,LAC,79.0,1997,68.324,-0.031943484583409384
POL,Poland,Very High,Developed,35.0,1997,72.591,0.4155225058675717
PRT,Portugal,Very High,Developed,40.0,1997,75.922,0.7648333130370634
QAT,Qatar,Very High,AS,43.0,1997,74.713,0.6380495346318049
ROU,Romania,Very High,Developed,55.0,1997,69.086,0.04796490180600898
RUS,Russia,Very High,Developed,64.0,1997,66.594,-0.2133627870160787
SAU,Saudi Arabia,Very High,AS,37.0,1997,71.624,0.3141164564731263
SEN,Senegal,Low,SSA,169.0,1997,57.107,-1.2082326842292166
SRB,Serbia,Very High,ECA,62.0,1997,72.947,0.45285503284215656
SVK,Slovakia,Very High,Developed,44.0,1997,72.689,0.4257994374504627
SVN,Slovenia,Very High,Developed,21.0,1997,74.989,0.666992729701989
ZAF,South Africa,High,SSA,106.0,1997,60.538,-0.8484352121792245
ESP,Spain,Very High,Developed,28.0,1997,78.85,1.071882860738135
SWE,Sweden,Very High,Developed,5.0,1997,79.272,1.1161365865338508
CHE,Switzerland,Very High,Developed,2.0,1997,79.233,1.1120467872304554
TGO,Togo,Medium,SSA,161.0,1997,53.845,-1.5503076926311623
TTO,Trinidad and Tobago,Very High,LAC,72.0,1997,68.143,-0.05092434801711609
TUN,Tunisia,High,AS,105.0,1997,71.67,0.3189403223181575
TUR,Turkey,Very High,ECA,51.0,1997,70.668,0.21386394021553706
UKR,Ukraine,High,ECA,87.0,1997,67.658,-0.10178467268754632
USA,United States,Very High,Developed,17.0,1997,76.498,0.8252365027487505
URY,Uruguay,Very High,LAC,48.0,1997,73.92,0.554890282129432
DZA,Algeria,High,AS,96.0,1998,69.327,0.07323776416801657
AGO,Angola,Medium,SSA,148.0,1998,45.452,-2.430453476051619
ARG,Argentina,Very High,LAC,47.0,1998,73.412,0.501618024536487
AUS,Australia,Very High,Developed,7.0,1998,79.02,1.0897101910349871
AUT,Austria,Very High,Developed,22.0,1998,77.782,0.9598852798143837
BEL,Belgium,Very High,Developed,10.0,1998,77.476,0.9277960852800506
BOL,Bolivia,High,LAC,108.0,1998,61.227,-0.776182091152572
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1998,74.472,0.6127766722697973
BRA,Brazil,High,LAC,84.0,1998,68.848,0.023006639390416427
BGR,Bulgaria,Very High,Developed,55.0,1998,70.873,0.23536160322056413
CMR,Cameroon,Medium,SSA,155.0,1998,53.043,-1.634410744972781
CAN,Canada,Very High,Developed,16.0,1998,78.674,1.0534263305484544
CHL,Chile,Very High,LAC,45.0,1998,76.324,0.806989705856678
CHN,China,High,EAP,78.0,1998,71.601,0.31170452355061146
COL,Colombia,High,LAC,83.0,1998,70.924,0.24070980230961989
CRI,Costa Rica,Very High,LAC,62.0,1998,76.869,0.8641420294554091
HRV,Croatia,Very High,Developed,41.0,1998,73.193,0.4786522284481887
CZE,Czech Republic,Very High,Developed,29.0,1998,74.553,0.6212708708230035
CIV,Ivory Coast,Medium,SSA,157.0,1998,51.22,-1.8255826457443158
DNK,Denmark,Very High,Developed,4.0,1998,76.436,0.81873477052284
ECU,Ecuador,High,LAC,88.0,1998,71.949,0.3481981173347552
EGY,Egypt,High,AS,100.0,1998,66.635,-0.20906325441507206
FRA,France,Very High,Developed,26.0,1998,78.588,1.0444077987512221
DEU,Germany,Very High,Developed,5.0,1998,77.576,0.9382827501605511
GHA,Ghana,Medium,SSA,143.0,1998,57.525,-1.1643984250287223
GRC,Greece,Very High,Developed,34.0,1998,78.303,1.0145208038417943
HND,Honduras,Medium,LAC,139.0,1998,62.432,-0.6498177793425333
ISL,Iceland,Very High,Developed,1.0,1998,79.396,1.1291400509856717
IRN,Iran,High,SA,75.0,1998,69.214,0.061387832853050384
IRL,Republic of Ireland,Very High,Developed,11.0,1998,76.185,0.7924132416727818
ITA,Italy,Very High,Developed,29.0,1998,78.807,1.0673735948395204
JAM,Jamaica,High,LAC,117.0,1998,71.17,0.2665069979156521
JPN,Japan,Very High,Developed,23.0,1998,80.649,1.2605379619383503
PRK,North Korea,Other Countries or Territories,EAP,,1998,60.887,-0.8118367517462753
KOR,South Korea,Very High,Developed,20.0,1998,75.035,0.6718165955470187
MEX,Mexico,High,LAC,81.0,1998,71.792,0.33173405347236884
MAR,Morocco,High,AS,120.0,1998,66.008,-0.27481464321581495
NLD,Netherlands,Very High,Developed,8.0,1998,78.004,0.983165675849097
NZL,New Zealand,Very High,Developed,17.0,1998,78.167,1.0002589396043133
NGA,Nigeria,Medium,SSA,164.0,1998,46.148,-2.3574662884833306
NOR,Norway,Very High,Developed,2.0,1998,78.408,1.0255318019663209
PAN,Panama,Very High,LAC,59.0,1998,72.785,0.43586663573574413
PRY,Paraguay,High,LAC,99.0,1998,69.507,0.09211376095291925
PER,Peru,High,LAC,79.0,1998,68.724,0.010003174938595576
POL,Poland,Very High,Developed,35.0,1998,72.847,0.4423683679616546
PRT,Portugal,Very High,Developed,40.0,1998,76.116,0.7851774429052358
QAT,Qatar,Very High,AS,43.0,1998,74.872,0.6547233317918023
ROU,Romania,Very High,Developed,55.0,1998,69.892,0.1324874207428475
RUS,Russia,Very High,Developed,64.0,1998,66.916,-0.17959572610086488
SAU,Saudi Arabia,Very High,AS,37.0,1998,71.957,0.3490370505251948
SEN,Senegal,Low,SSA,169.0,1998,57.076,-1.211483550342172
SRB,Serbia,Very High,ECA,62.0,1998,72.299,0.38490144441650986
SVK,Slovakia,Very High,Developed,44.0,1998,72.573,0.4136349061890815
SVN,Slovenia,Very High,Developed,21.0,1998,75.139,0.6827227270227397
ZAF,South Africa,High,SSA,106.0,1998,59.912,-0.914081734331161
ESP,Spain,Very High,Developed,28.0,1998,78.939,1.081215992481781
SWE,Sweden,Very High,Developed,5.0,1998,79.416,1.1312373839617715
CHE,Switzerland,Very High,Developed,2.0,1998,79.475,1.1374245162412668
TGO,Togo,Medium,SSA,161.0,1998,53.956,-1.5386674946138057
TTO,Trinidad and Tobago,Very High,LAC,72.0,1998,68.331,-0.031209418041773785
TUN,Tunisia,High,AS,105.0,1998,72.067,0.3605723818937459
TUR,Turkey,Very High,ECA,51.0,1998,71.144,0.26378046504672215
UKR,Ukraine,High,ECA,87.0,1998,67.993,-0.06665434533786832
USA,United States,Very High,Developed,17.0,1998,76.659,0.8421200332063574
URY,Uruguay,Very High,LAC,48.0,1998,74.029,0.5663207468491777
DZA,Algeria,High,AS,96.0,1999,70.088,0.15304128390862942
AGO,Angola,Medium,SSA,148.0,1999,45.808,-2.393120949077035
ARG,Argentina,Very High,LAC,47.0,1999,73.683,0.530036886362645
AUS,Australia,Very High,Developed,7.0,1999,79.277,1.1166609197778754
AUT,Austria,Very High,Developed,22.0,1999,77.955,0.9780272100576507
BEL,Belgium,Very High,Developed,10.0,1999,77.648,0.9458331488745122
BOL,Bolivia,High,LAC,108.0,1999,61.655,-0.7312991654640268
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,1999,74.946,0.6624834638033729
BRA,Brazil,High,LAC,84.0,1999,69.211,0.06107323290663534
BGR,Bulgaria,Very High,Developed,55.0,1999,71.561,0.3075098575984119
CMR,Cameroon,Medium,SSA,155.0,1999,53.166,-1.6215121471697649
CAN,Canada,Very High,Developed,16.0,1999,78.885,1.0755531934463116
CHL,Chile,Very High,LAC,45.0,1999,76.738,0.8504044984619525
CHN,China,High,EAP,78.0,1999,71.952,0.3485127172811702
COL,Colombia,High,LAC,83.0,1999,70.913,0.23955626917276374
CRI,Costa Rica,Very High,LAC,62.0,1999,77.058,0.8839618260795569
HRV,Croatia,Very High,Developed,41.0,1999,73.609,0.5222767543510729
CZE,Czech Republic,Very High,Developed,29.0,1999,74.741,0.6409858007983458
CIV,Ivory Coast,Medium,SSA,157.0,1999,51.273,-1.82002471335765
DNK,Denmark,Very High,Developed,4.0,1999,76.578,0.8336258346531512
ECU,Ecuador,High,LAC,88.0,1999,71.92,0.34515698451941024
EGY,Egypt,High,AS,100.0,1999,67.01,-0.16973826111319298
FRA,France,Very High,Developed,26.0,1999,78.746,1.060976729262414
DEU,Germany,Very High,Developed,5.0,1999,77.798,0.9615631461952644
GHA,Ghana,Medium,SSA,143.0,1999,57.835,-1.1318897638991685
GRC,Greece,Very High,Developed,34.0,1999,78.423,1.0271048016983961
HND,Honduras,Medium,LAC,139.0,1999,68.005,-0.06539594555220814
ISL,Iceland,Very High,Developed,1.0,1999,79.236,1.1123613871768703
IRN,Iran,High,SA,75.0,1999,69.686,0.11088489108901642
IRL,Republic of Ireland,Very High,Developed,11.0,1999,76.089,0.7823460433875004
ITA,Italy,Very High,Developed,29.0,1999,79.205,1.1091105210639143
JAM,Jamaica,High,LAC,117.0,1999,71.189,0.26849946424294635
JPN,Japan,Very High,Developed,23.0,1999,80.613,1.2567627625813698
PRK,North Korea,Other Countries or Territories,EAP,,1999,60.91,-0.8094248188237605
KOR,South Korea,Very High,Developed,20.0,1999,75.617,0.7328489851515358
MEX,Mexico,High,LAC,81.0,1999,72.203,0.37483424613122845
MAR,Morocco,High,AS,120.0,1999,66.404,-0.2332874502890305
NLD,Netherlands,Very High,Developed,8.0,1999,77.968,0.9793904764921164
NZL,New Zealand,Very High,Developed,17.0,1999,77.911,0.9734130775102305
NGA,Nigeria,Medium,SSA,164.0,1999,46.609,-2.309122763384221
NOR,Norway,Very High,Developed,2.0,1999,78.386,1.02322473569261
PAN,Panama,Very High,LAC,59.0,1999,73.124,0.4714164296806427
PRY,Paraguay,High,LAC,99.0,1999,69.774,0.12011315618385673
PER,Peru,High,LAC,79.0,1999,69.302,0.0706160979478922
POL,Poland,Very High,Developed,35.0,1999,73.224,0.48190309456114466
PRT,Portugal,Very High,Developed,40.0,1999,76.322,0.8067799725590684
QAT,Qatar,Very High,AS,43.0,1999,75.048,0.6731798619814844
ROU,Romania,Very High,Developed,55.0,1999,70.581,0.20474054176950077
RUS,Russia,Very High,Developed,64.0,1999,65.595,-0.3181245691722841
SAU,Saudi Arabia,Very High,AS,37.0,1999,72.29,0.3839576445772647
SEN,Senegal,Low,SSA,169.0,1999,57.315,-1.1864204212777745
SRB,Serbia,Very High,ECA,62.0,1999,69.994,0.14318381892095902
SVK,Slovakia,Very High,Developed,44.0,1999,72.963,0.4545328992230358
SVN,Slovenia,Very High,Developed,21.0,1999,75.454,0.7157557213963179
ZAF,South Africa,High,SSA,106.0,1999,59.19,-0.989795454768379
ESP,Spain,Very High,Developed,28.0,1999,78.944,1.081740325725807
SWE,Sweden,Very High,Developed,5.0,1999,79.508,1.1408851156518325
CHE,Switzerland,Very High,Developed,2.0,1999,79.724,1.1635363117937156
TGO,Togo,Medium,SSA,161.0,1999,54.31,-1.501544700936832
TTO,Trinidad and Tobago,Very High,LAC,72.0,1999,68.509,-0.012543154554482128
TUN,Tunisia,High,AS,105.0,1999,72.344,0.38962044361273407
TUR,Turkey,Very High,ECA,51.0,1999,70.752,0.22267273871515683
UKR,Ukraine,High,ECA,87.0,1999,68.004,-0.06550081220101216
USA,United States,Very High,Developed,17.0,1999,76.669,0.8431686996944066
URY,Uruguay,Very High,LAC,48.0,1999,74.293,0.5940055421337016
DZA,Algeria,High,AS,96.0,2000,70.576,0.2042162085254747
AGO,Angola,Medium,SSA,148.0,2000,46.501,-2.3204483614551625
ARG,Argentina,Very High,LAC,47.0,2000,73.91,0.5538416156413815
AUS,Australia,Very High,Developed,7.0,2000,79.621,1.1527350469667985
AUT,Austria,Very High,Developed,22.0,2000,78.235,1.0073898717230538
BEL,Belgium,Very High,Developed,10.0,2000,77.768,0.9584171467311139
BOL,Bolivia,High,LAC,108.0,2000,62.057,-0.6891427726444124
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2000,75.292,0.6987673242899071
BRA,Brazil,High,LAC,84.0,2000,69.584,0.1001884929109049
BGR,Bulgaria,Very High,Developed,55.0,2000,71.575,0.3089779906816816
CMR,Cameroon,Medium,SSA,155.0,2000,53.338,-1.6034750835753027
CAN,Canada,Very High,Developed,16.0,2000,79.233,1.1120467872304554
CHL,Chile,Very High,LAC,45.0,2000,77.128,0.8913024914959069
CHN,China,High,EAP,78.0,2000,72.288,0.38374791127965374
COL,Colombia,High,LAC,83.0,2000,70.905,0.2387173359823241
CRI,Costa Rica,Very High,LAC,62.0,2000,77.317,0.9111222881200532
HRV,Croatia,Very High,Developed,41.0,2000,74.001,0.5633844806826382
CZE,Czech Republic,Very High,Developed,29.0,2000,74.978,0.6658391965651328
CIV,Ivory Coast,Medium,SSA,157.0,2000,51.393,-1.8074407155010488
DNK,Denmark,Very High,Developed,4.0,2000,76.815,0.8584792304199382
ECU,Ecuador,High,LAC,88.0,2000,72.09,0.36298431481626225
EGY,Egypt,High,AS,100.0,2000,67.332,-0.13597120019798067
FRA,France,Very High,Developed,26.0,2000,79.044,1.0922269906063076
DEU,Germany,Very High,Developed,5.0,2000,78.056,0.9886187415869567
GHA,Ghana,Medium,SSA,143.0,2000,58.139,-1.100010302662445
GRC,Greece,Very High,Developed,34.0,2000,78.442,1.0290972680256905
HND,Honduras,Medium,LAC,139.0,2000,68.302,-0.03425055085711872
ISL,Iceland,Very High,Developed,1.0,2000,79.549,1.145184648252839
IRN,Iran,High,SA,75.0,2000,70.166,0.16122088251542058
IRL,Republic of Ireland,Very High,Developed,11.0,2000,76.535,0.8291165687545351
ITA,Italy,Very High,Developed,29.0,2000,79.607,1.151266913883529
JAM,Jamaica,High,LAC,117.0,2000,71.281,0.2781471959330087
JPN,Japan,Very High,Developed,23.0,2000,81.179,1.3161172858050063
PRK,North Korea,Other Countries or Territories,EAP,,2000,60.911,-0.8093199521749549
KOR,South Korea,Very High,Developed,20.0,2000,76.235,0.797656574113032
MEX,Mexico,High,LAC,81.0,2000,72.562,0.4124813730522268
MAR,Morocco,High,AS,120.0,2000,66.794,-0.1923894572550762
NLD,Netherlands,Very High,Developed,8.0,2000,78.13,0.9963788735985274
NZL,New Zealand,Very High,Developed,17.0,2000,78.668,1.0527971306556243
NGA,Nigeria,Medium,SSA,164.0,2000,47.143,-2.2531239729223453
NOR,Norway,Very High,Developed,2.0,2000,78.692,1.0553139302269432
PAN,Panama,Very High,LAC,59.0,2000,73.443,0.5048688906494414
PRY,Paraguay,High,LAC,99.0,2000,70.026,0.14653955168271898
PER,Peru,High,LAC,79.0,2000,69.821,0.12504188867769195
POL,Poland,Very High,Developed,35.0,2000,73.645,0.5260519537080535
PRT,Portugal,Very High,Developed,40.0,2000,76.83,0.8600522301520135
QAT,Qatar,Very High,AS,43.0,2000,75.25,0.6943629250400964
ROU,Romania,Very High,Developed,55.0,2000,71.159,0.2653534647787974
RUS,Russia,Very High,Developed,64.0,2000,64.998,-0.380729958508875
SAU,Saudi Arabia,Very High,AS,37.0,2000,72.607,0.41720037224845247
SEN,Senegal,Low,SSA,169.0,2000,57.615,-1.1549604266362707
SRB,Serbia,Very High,ECA,62.0,2000,72.334,0.38857177712468494
SVK,Slovakia,Very High,Developed,44.0,2000,73.139,0.47298942941271793
SVN,Slovenia,Very High,Developed,21.0,2000,75.83,0.7551855813470025
ZAF,South Africa,High,SSA,106.0,2000,58.368,-1.0759958400860976
ESP,Spain,Very High,Developed,28.0,2000,79.412,1.1308179173665525
SWE,Sweden,Very High,Developed,5.0,2000,79.739,1.165109311525791
CHE,Switzerland,Very High,Developed,2.0,2000,79.834,1.1750716431622668
TGO,Togo,Medium,SSA,161.0,2000,54.577,-1.4735453057058945
TTO,Trinidad and Tobago,Very High,LAC,72.0,2000,68.629,4.084330211965843e-05
TUN,Tunisia,High,AS,105.0,2000,72.604,0.41688577230203744
TUR,Turkey,Very High,ECA,51.0,2000,71.931,0.3463105176562649
UKR,Ukraine,High,ECA,87.0,2000,67.786,-0.0883617416405049
USA,United States,Very High,Developed,17.0,2000,76.806,0.8575354305806931
URY,Uruguay,Very High,LAC,48.0,2000,74.693,0.6359522016557051
DZA,Algeria,High,AS,96.0,2001,71.025,0.2513013338389259
AGO,Angola,Medium,SSA,148.0,2001,47.032,-2.264764170939702
ARG,Argentina,Very High,LAC,47.0,2001,74.154,0.579429077949804
AUS,Australia,Very High,Developed,7.0,2001,80.006,1.1931087067567283
AUT,Austria,Very High,Developed,22.0,2001,78.718,1.0580404630958746
BEL,Belgium,Very High,Developed,10.0,2001,78.082,0.9913452744558866
BOL,Bolivia,High,LAC,108.0,2001,62.538,-0.6387019145692027
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2001,75.573,0.7282348526041142
BRA,Brazil,High,LAC,84.0,2001,69.98,0.14171568583768931
BGR,Bulgaria,Very High,Developed,55.0,2001,71.879,0.3408574519184051
CMR,Cameroon,Medium,SSA,155.0,2001,53.598,-1.576209754886
CAN,Canada,Very High,Developed,16.0,2001,79.449,1.134697983372337
CHL,Chile,Very High,LAC,45.0,2001,77.58,0.9387022167557716
CHN,China,High,EAP,78.0,2001,72.675,0.424331304367193
COL,Colombia,High,LAC,83.0,2001,71.185,0.2680799976477273
CRI,Costa Rica,Very High,LAC,62.0,2001,77.609,0.9417433495711166
HRV,Croatia,Very High,Developed,41.0,2001,74.355,0.600507274359612
CZE,Czech Republic,Very High,Developed,29.0,2001,75.314,0.7010743905636163
CIV,Ivory Coast,Medium,SSA,157.0,2001,51.428,-1.803770382792874
DNK,Denmark,Very High,Developed,4.0,2001,76.974,0.8751530275799356
ECU,Ecuador,High,LAC,88.0,2001,72.571,0.41342517289147196
EGY,Egypt,High,AS,100.0,2001,67.612,-0.1066085385325775
FRA,France,Very High,Developed,26.0,2001,79.221,1.110788387444795
DEU,Germany,Very High,Developed,5.0,2001,78.402,1.0249026020734908
GHA,Ghana,Medium,SSA,143.0,2001,58.403,-1.0723255073779225
GRC,Greece,Very High,Developed,34.0,2001,78.909,1.0780699930176318
HND,Honduras,Medium,LAC,139.0,2001,68.491,-0.014430754232972395
ISL,Iceland,Very High,Developed,1.0,2001,80.421,1.2366283660108084
IRN,Iran,High,SA,75.0,2001,70.619,0.20872547442409084
IRL,Republic of Ireland,Very High,Developed,11.0,2001,77.1,0.8883662253293659
ITA,Italy,Very High,Developed,29.0,2001,79.885,1.1804198422513226
JAM,Jamaica,High,LAC,117.0,2001,71.287,0.2787763958258388
JPN,Japan,Very High,Developed,23.0,2001,81.51,1.3508281465594651
PRK,North Korea,Other Countries or Territories,EAP,,2001,60.893,-0.8112075518534452
KOR,South Korea,Very High,Developed,20.0,2001,76.919,0.8693853618956593
MEX,Mexico,High,LAC,81.0,2001,72.912,0.44918470013398154
MAR,Morocco,High,AS,120.0,2001,67.2,-0.14981359784024115
NLD,Netherlands,Very High,Developed,8.0,2001,78.338,1.0181911365499694
NZL,New Zealand,Very High,Developed,17.0,2001,78.662,1.0521679307627942
