iso3,country,hdicode,region,hdi_rank_2023,year,life_expectancy,norm_life_expectancy
IRL,Republic of Ireland,Very High,Developed,11.0,2007,79.563,1.1466527813361087
ITA,Italy,Very High,Developed,29.0,2007,81.5,1.3497794800714147
JAM,Jamaica,High,LAC,117.0,2007,71.405,0.29115066038482956
JPN,Japan,Very High,Developed,23.0,2007,82.549,1.4597845946678718
PRK,North Korea,Other Countries or Territories,EAP,,2007,69.021,0.041148569633683504
KOR,South Korea,Very High,Developed,20.0,2007,79.432,1.1329152503426523
MEX,Mexico,High,LAC,81.0,2007,73.796,0.5418868176776112
MAR,Morocco,High,AS,120.0,2007,69.62,0.10396369226788543
NLD,Netherlands,Very High,Developed,8.0,2007,80.255,1.2192205023091756
NZL,New Zealand,Very High,Developed,17.0,2007,80.122,1.2052732380181095
NGA,Nigeria,Medium,SSA,164.0,2007,50.381,-1.9135657640917199
NOR,Norway,Very High,Developed,2.0,2007,80.502,1.2451225645640132
PAN,Panama,Very High,LAC,59.0,2007,75.675,0.7389312507822258
PRY,Paraguay,High,LAC,99.0,2007,71.817,0.3343557196924932
PER,Peru,High,LAC,79.0,2007,72.746,0.43177683643234854
POL,Poland,Very High,Developed,35.0,2007,75.414,0.7115610554441183
PRT,Portugal,Very High,Developed,40.0,2007,79.309,1.1200166525396353
QAT,Qatar,Very High,AS,43.0,2007,77.741,0.9555857472133785
ROU,Romania,Very High,Developed,55.0,2007,72.792,0.43660070227737974
RUS,Russia,Very High,Developed,64.0,2007,67.469,-0.12160446931169414
SAU,Saudi Arabia,Very High,AS,37.0,2007,75.066,0.6750674616599747
SEN,Senegal,Low,SSA,169.0,2007,62.653,-0.6266422499566262
SRB,Serbia,Very High,ECA,62.0,2007,73.724,0.5343364189636501
SVK,Slovakia,Very High,Developed,44.0,2007,74.495,0.6151886051923137
SVN,Slovenia,Very High,Developed,21.0,2007,78.285,1.0126332041633042
ZAF,South Africa,High,SSA,106.0,2007,54.948,-1.4346397789992351
ESP,Spain,Very High,Developed,28.0,2007,80.97,1.2942001562047587
SWE,Sweden,Very High,Developed,5.0,2007,80.97,1.2942001562047587
CHE,Switzerland,Very High,Developed,2.0,2007,81.703,1.371067409778832
TGO,Togo,Medium,SSA,161.0,2007,56.382,-1.2842610046128498
TTO,Trinidad and Tobago,Very High,LAC,72.0,2007,70.797,0.22739173791138248
TUN,Tunisia,High,AS,105.0,2007,74.039,0.5673694133372283
TUR,Turkey,Very High,ECA,51.0,2007,74.129,0.5768074117296796
UKR,Ukraine,High,ECA,87.0,2007,67.715,-0.09580727370566047
USA,United States,Very High,Developed,17.0,2007,78.047,0.9876749417477116
URY,Uruguay,Very High,LAC,48.0,2007,76.15,0.7887429089646069
DZA,Algeria,High,AS,96.0,2008,73.618,0.5232205541903181
AGO,Angola,Medium,SSA,148.0,2008,55.281,-1.3997191849471666
ARG,Argentina,Very High,LAC,47.0,2008,75.428,0.7130291885273881
AUS,Australia,Very High,Developed,7.0,2008,81.427,1.3421242147086494
AUT,Austria,Very High,Developed,22.0,2008,80.363,1.2305461003801172
BEL,Belgium,Very High,Developed,10.0,2008,79.579,1.148330647716988
BOL,Bolivia,High,LAC,108.0,2008,65.299,-0.3491650972185665
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2008,76.3,0.8044729062853575
BRA,Brazil,High,LAC,84.0,2008,73.111,0.4700531632461785
BGR,Bulgaria,Very High,Developed,55.0,2008,73.338,0.4938578925249149
CMR,Cameroon,Medium,SSA,155.0,2008,56.116,-1.3121555331949823
CAN,Canada,Very High,Developed,16.0,2008,80.73,1.2690321604915566
CHL,Chile,Very High,LAC,45.0,2008,78.752,1.0616059291552442
CHN,China,High,EAP,78.0,2008,74.833,0.6506335324884067
COL,Colombia,High,LAC,83.0,2008,74.206,0.5848821436876653
CRI,Costa Rica,Very High,LAC,62.0,2008,79.18,1.10648885484379
HRV,Croatia,Very High,Developed,41.0,2008,76.001,0.77311777829266
CZE,Czech Republic,Very High,Developed,29.0,2008,77.172,0.8959166240433271
CIV,Ivory Coast,Medium,SSA,157.0,2008,54.179,-1.5152822319302883
DNK,Denmark,Very High,Developed,4.0,2008,78.714,1.057620996500654
ECU,Ecuador,High,LAC,88.0,2008,74.709,0.6376300680365858
EGY,Egypt,High,AS,100.0,2008,68.761,0.013883240944380133
FRA,France,Very High,Developed,26.0,2008,81.039,1.3014359549723047
DEU,Germany,Very High,Developed,5.0,2008,79.816,1.1731840434837766
GHA,Ghana,Medium,SSA,143.0,2008,60.578,-0.8442405462270234
GRC,Greece,Very High,Developed,34.0,2008,80.105,1.2034905049884248
HND,Honduras,Medium,LAC,139.0,2008,69.657,0.10784375827366999
ISL,Iceland,Very High,Developed,1.0,2008,81.244,1.3229336179773317
IRN,Iran,High,SA,75.0,2008,73.683,0.530036886362645
IRL,Republic of Ireland,Very High,Developed,11.0,2008,79.788,1.1702477773172355
ITA,Italy,Very High,Developed,29.0,2008,81.645,1.3649851441481406
JAM,Jamaica,High,LAC,117.0,2008,71.502,0.301322725318915
JPN,Japan,Very High,Developed,23.0,2008,82.633,1.4685933931674915
PRK,North Korea,Other Countries or Territories,EAP,,2008,69.303,0.07072096459669622
KOR,South Korea,Very High,Developed,20.0,2008,79.996,1.1920600402686776
MEX,Mexico,High,LAC,81.0,2008,73.695,0.5312952861483037
MAR,Morocco,High,AS,120.0,2008,70.051,0.14916121790284487
NLD,Netherlands,Very High,Developed,8.0,2008,80.387,1.2330628999514375
NZL,New Zealand,Very High,Developed,17.0,2008,80.246,1.2182767024699304
NGA,Nigeria,Medium,SSA,164.0,2008,50.748,-1.8750797039802811
NOR,Norway,Very High,Developed,2.0,2008,80.677,1.2634742281048914
PAN,Panama,Very High,LAC,59.0,2008,75.937,0.7664063127691386
PRY,Paraguay,High,LAC,99.0,2008,72.047,0.35847504891764614
PER,Peru,High,LAC,79.0,2008,72.743,0.4314622364859335
POL,Poland,Very High,Developed,35.0,2008,75.583,0.7292835190921648
PRT,Portugal,Very High,Developed,40.0,2008,79.603,1.1508474472883083
QAT,Qatar,Very High,AS,43.0,2008,78.262,1.0102212712407892
ROU,Romania,Very High,Developed,55.0,2008,73.216,0.48106416137070357
RUS,Russia,Very High,Developed,64.0,2008,67.862,-0.08039187633132477
SAU,Saudi Arabia,Very High,AS,37.0,2008,75.301,0.6997111241291522
SEN,Senegal,Low,SSA,169.0,2008,63.201,-0.56917532641148
SRB,Serbia,Very High,ECA,62.0,2008,73.904,0.5532124157485513
SVK,Slovakia,Very High,Developed,44.0,2008,74.864,0.6538843986013626
SVN,Slovenia,Very High,Developed,21.0,2008,78.595,1.0451418652928577
ZAF,South Africa,High,SSA,106.0,2008,55.982,-1.326207664134854
ESP,Spain,Very High,Developed,28.0,2008,81.278,1.3264990840367028
SWE,Sweden,Very High,Developed,5.0,2008,81.137,1.3117128865551957
CHE,Switzerland,Very High,Developed,2.0,2008,81.971,1.3991716716585751
TGO,Togo,Medium,SSA,161.0,2008,56.651,-1.2560518760843011
TTO,Trinidad and Tobago,Very High,LAC,72.0,2008,71.117,0.2609490655289868
TUN,Tunisia,High,AS,105.0,2008,74.192,0.5834140106043941
TUR,Turkey,Very High,ECA,51.0,2008,74.38,0.6031289405797364
UKR,Ukraine,High,ECA,87.0,2008,68.262,-0.03844521680931981
USA,United States,Very High,Developed,17.0,2008,78.127,0.9960642736521123
URY,Uruguay,Very High,LAC,48.0,2008,76.275,0.8018512400652332
DZA,Algeria,High,AS,96.0,2009,73.871,0.5497518163379859
AGO,Angola,Medium,SSA,148.0,2009,56.225,-1.300725068475236
ARG,Argentina,Very High,LAC,47.0,2009,75.577,0.7286543191993348
AUS,Australia,Very High,Developed,7.0,2009,81.728,1.3736890759989564
AUT,Austria,Very High,Developed,22.0,2009,80.206,1.2140820365177307
BEL,Belgium,Very High,Developed,10.0,2009,79.849,1.176644642894342
BOL,Bolivia,High,LAC,108.0,2009,65.656,-0.31172770359517765
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2009,76.701,0.8465244324561665
BRA,Brazil,High,LAC,84.0,2009,73.457,0.5063370237327112
BGR,Bulgaria,Very High,Developed,55.0,2009,73.681,0.529827153065034
CMR,Cameroon,Medium,SSA,155.0,2009,56.486,-1.2733548731371287
CAN,Canada,Very High,Developed,16.0,2009,81.065,1.3041624878412346
CHL,Chile,Very High,LAC,45.0,2009,78.89,1.0760775266903362
CHN,China,High,EAP,78.0,2009,75.317,0.7013889905100315
COL,Colombia,High,LAC,83.0,2009,74.531,0.6189638045492941
CRI,Costa Rica,Very High,LAC,62.0,2009,79.372,1.1266232514143513
HRV,Croatia,Very High,Developed,41.0,2009,76.313,0.8058361727198232
CZE,Czech Republic,Very High,Developed,29.0,2009,77.258,0.9049351558405578
CIV,Ivory Coast,Medium,SSA,157.0,2009,54.744,-1.4560325753554575
DNK,Denmark,Very High,Developed,4.0,2009,78.957,1.0831035921602712
ECU,Ecuador,High,LAC,88.0,2009,74.901,0.6577644646071472
EGY,Egypt,High,AS,100.0,2009,68.915,0.03003270486035292
FRA,France,Very High,Developed,26.0,2009,81.163,1.3144394194241256
DEU,Germany,Very High,Developed,5.0,2009,79.915,1.1835658417154729
GHA,Ghana,Medium,SSA,143.0,2009,60.928,-0.8075372191452702
GRC,Greece,Very High,Developed,34.0,2009,80.368,1.2310704336241418
HND,Honduras,Medium,LAC,139.0,2009,69.823,0.12525162197530146
ISL,Iceland,Very High,Developed,1.0,2009,81.417,1.341075548220599
IRN,Iran,High,SA,75.0,2009,74.041,0.5675791466348379
IRL,Republic of Ireland,Very High,Developed,11.0,2009,80.095,1.2024418385003741
ITA,Italy,Very High,Developed,29.0,2009,81.762,1.3772545420583275
JAM,Jamaica,High,LAC,117.0,2009,71.717,0.3238690548119927
JPN,Japan,Very High,Developed,23.0,2009,82.97,1.5039334538147806
PRK,North Korea,Other Countries or Territories,EAP,,2009,69.702,0.11256275746989566
KOR,South Korea,Very High,Developed,20.0,2009,80.55,1.2501561637066538
MEX,Mexico,High,LAC,81.0,2009,73.628,0.5242692206783687
MAR,Morocco,High,AS,120.0,2009,70.454,0.1914224773712634
NLD,Netherlands,Very High,Developed,8.0,2009,80.671,1.2628450282120611
NZL,New Zealand,Very High,Developed,17.0,2009,80.545,1.2496318304626293
NGA,Nigeria,Medium,SSA,164.0,2009,51.08,-1.8402639765770175
NOR,Norway,Very High,Developed,2.0,2009,80.865,1.2831891580802322
PAN,Panama,Very High,LAC,59.0,2009,76.228,0.7969225075713965
PRY,Paraguay,High,LAC,99.0,2009,72.282,0.38311871138682363
PER,Peru,High,LAC,79.0,2009,72.631,0.41971717181977286
POL,Poland,Very High,Developed,35.0,2009,75.906,0.7631554466561842
PRT,Portugal,Very High,Developed,40.0,2009,79.829,1.1745473099182406
QAT,Qatar,Very High,AS,43.0,2009,78.837,1.070519594303671
ROU,Romania,Very High,Developed,55.0,2009,73.457,0.5063370237327112
RUS,Russia,Very High,Developed,64.0,2009,68.657,0.002977109468659082
SAU,Saudi Arabia,Very High,AS,37.0,2009,75.447,0.7150216548546838
SEN,Senegal,Low,SSA,169.0,2009,63.751,-0.5114986695687244
SRB,Serbia,Very High,ECA,62.0,2009,74.106,0.5743954788071634
SVK,Slovakia,Very High,Developed,44.0,2009,75.218,0.6910071922783364
SVN,Slovenia,Very High,Developed,21.0,2009,79.027,1.0904442575766227
ZAF,South Africa,High,SSA,106.0,2009,57.413,-1.1761434896948837
ESP,Spain,Very High,Developed,28.0,2009,81.627,1.3630975444696505
SWE,Sweden,Very High,Developed,5.0,2009,81.363,1.335412749185128
CHE,Switzerland,Very High,Developed,2.0,2009,81.989,1.4010592713370653
TGO,Togo,Medium,SSA,161.0,2009,56.927,-1.2271086810141185
TTO,Trinidad and Tobago,Very High,LAC,72.0,2009,71.404,0.29104579373602407
TUN,Tunisia,High,AS,105.0,2009,74.32,0.5968369416514355
TUR,Turkey,Very High,ECA,51.0,2009,74.679,0.6344840685724353
UKR,Ukraine,High,ECA,87.0,2009,69.159,0.05562016716877556
USA,United States,Very High,Developed,17.0,2009,78.476,1.0326627340850616
URY,Uruguay,Very High,LAC,48.0,2009,76.67,0.843273566343212
DZA,Algeria,High,AS,96.0,2010,74.144,0.5783804114617549
AGO,Angola,Medium,SSA,148.0,2010,57.242,-1.1940756866405404
ARG,Argentina,Very High,LAC,47.0,2010,75.68,0.7394555840262518
AUS,Australia,Very High,Developed,7.0,2010,82.013,1.4035760709083858
AUT,Austria,Very High,Developed,22.0,2010,80.463,1.2410327652606177
BEL,Belgium,Very High,Developed,10.0,2010,80.04,1.1966741728160992
BOL,Bolivia,High,LAC,108.0,2010,66.003,-0.2753389764598395
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2010,76.827,0.8597376302055985
BRA,Brazil,High,LAC,84.0,2010,73.779,0.5401040846479249
BGR,Bulgaria,Very High,Developed,55.0,2010,73.814,0.5437744173561
CMR,Cameroon,Medium,SSA,155.0,2010,56.965,-1.2231237483595279
CAN,Canada,Very High,Developed,16.0,2010,81.336,1.3325813496673926
CHL,Chile,Very High,LAC,45.0,2010,79.095,1.0975751896953632
CHN,China,High,EAP,78.0,2010,75.668,0.7381971842405917
COL,Colombia,High,LAC,83.0,2010,74.876,0.6551427983870228
CRI,Costa Rica,Very High,LAC,62.0,2010,79.354,1.124735651735861
HRV,Croatia,Very High,Developed,41.0,2010,76.676,0.8439027662360422
CZE,Czech Republic,Very High,Developed,29.0,2010,77.568,0.9374438169701115
CIV,Ivory Coast,Medium,SSA,157.0,2010,55.282,-1.3996143182983618
DNK,Denmark,Very High,Developed,4.0,2010,79.247,1.113514920313725
ECU,Ecuador,High,LAC,88.0,2010,75.188,0.687861192814186
EGY,Egypt,High,AS,100.0,2010,69.078,0.04712596861556936
FRA,France,Very High,Developed,26.0,2010,81.405,1.3398171484349386
DEU,Germany,Very High,Developed,5.0,2010,80.081,1.2009737054171044
GHA,Ghana,Medium,SSA,143.0,2010,61.297,-0.7688414257362212
GRC,Greece,Very High,Developed,34.0,2010,80.573,1.2525680966291688
HND,Honduras,Medium,LAC,139.0,2010,69.77,0.11969368958863617
ISL,Iceland,Very High,Developed,1.0,2010,81.594,1.359636945059085
IRN,Iran,High,SA,75.0,2010,74.39,0.6041776070677871
IRL,Republic of Ireland,Very High,Developed,11.0,2010,80.599,1.2552946294981002
ITA,Italy,Very High,Developed,29.0,2010,82.132,1.416055202116182
JAM,Jamaica,High,LAC,117.0,2010,71.979,0.3513441167989056
JPN,Japan,Very High,Developed,23.0,2010,82.916,1.4982706547793097
PRK,North Korea,Other Countries or Territories,EAP,,2010,70.246,0.16961021441982127
KOR,South Korea,Very High,Developed,20.0,2010,80.717,1.2676688940570908
MEX,Mexico,High,LAC,81.0,2010,73.718,0.5337072190708201
MAR,Morocco,High,AS,120.0,2010,70.821,0.22990853748270285
NLD,Netherlands,Very High,Developed,8.0,2010,80.829,1.2794139587232516
NZL,New Zealand,Very High,Developed,17.0,2010,81.052,1.3027992214067705
NGA,Nigeria,Medium,SSA,164.0,2010,51.315,-1.81562031410784
NOR,Norway,Very High,Developed,2.0,2010,81.039,1.3014359549723047
PAN,Panama,Very High,LAC,59.0,2010,76.417,0.8167423041955443
PRY,Paraguay,High,LAC,99.0,2010,72.551,0.41132783991537214
PER,Peru,High,LAC,79.0,2010,72.886,0.44645816726505017
POL,Poland,Very High,Developed,35.0,2010,76.282,0.8025853066068673
PRT,Portugal,Very High,Developed,40.0,2010,80.115,1.204539171476474
QAT,Qatar,Very High,AS,43.0,2010,79.444,1.1341736501283124
ROU,Romania,Very High,Developed,55.0,2010,73.579,0.5191307548869225
RUS,Russia,Very High,Developed,64.0,2010,68.153,-0.04987568152906544
SAU,Saudi Arabia,Very High,AS,37.0,2010,75.616,0.7327441185027304
SEN,Senegal,Low,SSA,169.0,2010,64.221,-0.46221134463036856
SRB,Serbia,Very High,ECA,62.0,2010,74.376,0.6027094739845174
SVK,Slovakia,Very High,Developed,44.0,2010,75.496,0.7201601206461286
SVN,Slovenia,Very High,Developed,21.0,2010,79.301,1.1191777193491959
ZAF,South Africa,High,SSA,106.0,2010,58.886,-1.021674916005102
ESP,Spain,Very High,Developed,28.0,2010,82.006,1.4028420043667502
SWE,Sweden,Very High,Developed,5.0,2010,81.519,1.3517719463987103
CHE,Switzerland,Very High,Developed,2.0,2010,82.287,1.4323095326809587
TGO,Togo,Medium,SSA,161.0,2010,57.227,-1.1956486863726157
TTO,Trinidad and Tobago,Very High,LAC,72.0,2010,71.809,0.3335167865020536
TUN,Tunisia,High,AS,105.0,2010,74.438,0.6092112062104278
TUR,Turkey,Very High,ECA,51.0,2010,74.964,0.6643710634818631
UKR,Ukraine,High,ECA,87.0,2010,70.188,0.1635279487891314
USA,United States,Very High,Developed,17.0,2010,78.668,1.0527971306556243
URY,Uruguay,Very High,LAC,48.0,2010,76.691,0.8454757659681174
DZA,Algeria,High,AS,96.0,2011,74.383,0.6034435405261515
AGO,Angola,Medium,SSA,148.0,2011,58.093,-1.1048341685074754
ARG,Argentina,Very High,LAC,47.0,2011,76.1,0.7834995765243551
AUS,Australia,Very High,Developed,7.0,2011,82.091,1.4117556695151754
AUT,Austria,Very High,Developed,22.0,2011,80.828,1.2793090920744477
BEL,Belgium,Very High,Developed,10.0,2011,80.366,1.2308607003265322
BOL,Bolivia,High,LAC,108.0,2011,66.282,-0.24608118144324184
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2011,76.963,0.8739994944430794
BRA,Brazil,High,LAC,84.0,2011,74.047,0.5682083465276679
BGR,Bulgaria,Very High,Developed,55.0,2011,74.169,0.5810020776818793
CMR,Cameroon,Medium,SSA,155.0,2011,57.482,-1.1689076909273375
CAN,Canada,Very High,Developed,16.0,2011,81.513,1.3511427465058803
CHL,Chile,Very High,LAC,45.0,2011,79.236,1.1123613871768703
CHN,China,High,EAP,78.0,2011,75.889,0.7613727136264979
COL,Colombia,High,LAC,83.0,2011,75.18,0.6870222596237463
CRI,Costa Rica,Very High,LAC,62.0,2011,79.624,1.1530496469132137
HRV,Croatia,Very High,Developed,41.0,2011,76.993,0.8771454939072298
CZE,Czech Republic,Very High,Developed,29.0,2011,77.814,0.9632410125761436
CIV,Ivory Coast,Medium,SSA,157.0,2011,55.972,-1.327256330622904
DNK,Denmark,Very High,Developed,4.0,2011,79.786,1.170038044019626
ECU,Ecuador,High,LAC,88.0,2011,75.179,0.6869173929749408
EGY,Egypt,High,AS,100.0,2011,69.232,0.06327543253154065
FRA,France,Very High,Developed,26.0,2011,81.781,1.3792470083856232
DEU,Germany,Very High,Developed,5.0,2011,80.355,1.2297071671896775
GHA,Ghana,Medium,SSA,143.0,2011,61.617,-0.7352840981186176
GRC,Greece,Very High,Developed,34.0,2011,80.625,1.25802116236703
HND,Honduras,Medium,LAC,139.0,2011,70.116,0.15597755007517033
ISL,Iceland,Very High,Developed,1.0,2011,81.972,1.399276538307379
IRN,Iran,High,SA,75.0,2011,74.721,0.638888467822246
IRL,Republic of Ireland,Very High,Developed,11.0,2011,80.727,1.2687175605451415
ITA,Italy,Very High,Developed,29.0,2011,82.228,1.4261224004014619
JAM,Jamaica,High,LAC,117.0,2011,72.245,0.3792386453810391
JPN,Japan,Very High,Developed,23.0,2011,82.671,1.472578325822083
PRK,North Korea,Other Countries or Territories,EAP,,2011,70.772,0.22477007169125812
KOR,South Korea,Very High,Developed,20.0,2011,81.168,1.3149637526681517
MEX,Mexico,High,LAC,81.0,2011,73.921,0.5549951487782375
MAR,Morocco,High,AS,120.0,2011,71.263,0.27625959625451846
NLD,Netherlands,Very High,Developed,8.0,2011,81.11,1.3088814870374603
NZL,New Zealand,Very High,Developed,17.0,2011,80.842,1.2807772251577172
NGA,Nigeria,Medium,SSA,164.0,2011,51.49,-1.7972686505669626
NOR,Norway,Very High,Developed,2.0,2011,81.245,1.3230384846261374
PAN,Panama,Very High,LAC,59.0,2011,76.659,0.8421200332063574
PRY,Paraguay,High,LAC,99.0,2011,72.787,0.43607636903335517
PER,Peru,High,LAC,79.0,2011,73.327,0.49270435938806023
POL,Poland,Very High,Developed,35.0,2011,76.568,0.8325771681651005
PRT,Portugal,Very High,Developed,40.0,2011,80.582,1.253511896468414
QAT,Qatar,Very High,AS,43.0,2011,79.994,1.1918503069710682
ROU,Romania,Very High,Developed,55.0,2011,74.288,0.5934812088896756
RUS,Russia,Very High,Developed,64.0,2011,69.725,0.11497469039241051
SAU,Saudi Arabia,Very High,AS,37.0,2011,75.808,0.7528785150732932
SEN,Senegal,Low,SSA,169.0,2011,64.799,-0.40159842162107195
SRB,Serbia,Very High,ECA,62.0,2011,74.719,0.638678734524635
SVK,Slovakia,Very High,Developed,44.0,2011,76.018,0.7749005113223448
SVN,Slovenia,Very High,Developed,21.0,2011,79.588,1.149274447556233
ZAF,South Africa,High,SSA,106.0,2011,60.602,-0.8417237466557038
ESP,Spain,Very High,Developed,28.0,2011,82.18,1.4210888012588228
SWE,Sweden,Very High,Developed,5.0,2011,81.758,1.376835075463107
CHE,Switzerland,Very High,Developed,2.0,2011,82.574,1.4624062608879962
TGO,Togo,Medium,SSA,161.0,2011,57.612,-1.1552750265826859
TTO,Trinidad and Tobago,Very High,LAC,72.0,2011,72.232,0.3778753789465734
TUN,Tunisia,High,AS,105.0,2011,74.471,0.6126718056209933
TUR,Turkey,Very High,ECA,51.0,2011,74.823,0.649584866000356
UKR,Ukraine,High,ECA,87.0,2011,70.711,0.2183732061141517
USA,United States,Very High,Developed,17.0,2011,78.702,1.0563625967149939
URY,Uruguay,Very High,LAC,48.0,2011,76.614,0.8374010340101318
DZA,Algeria,High,AS,96.0,2012,74.609,0.6271434031560839
AGO,Angola,Medium,SSA,148.0,2012,58.916,-1.0185289165409521
ARG,Argentina,Very High,LAC,47.0,2012,75.802,0.7522493151804631
AUS,Australia,Very High,Developed,7.0,2012,82.297,1.433358199169008
AUT,Austria,Very High,Developed,22.0,2012,80.841,1.2806723585089117
BEL,Belgium,Very High,Developed,10.0,2012,80.26,1.2197448355532017
BOL,Bolivia,High,LAC,108.0,2012,66.586,-0.21420172020651831
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2012,77.037,0.8817596264546516
BRA,Brazil,High,LAC,84.0,2012,74.335,0.5984099413835108
BGR,Bulgaria,Very High,Developed,55.0,2012,74.337,0.5986196746811218
CMR,Cameroon,Medium,SSA,155.0,2012,58.17,-1.0967594365494897
CAN,Canada,Very High,Developed,16.0,2012,81.704,1.3711722764276362
CHL,Chile,Very High,LAC,45.0,2012,79.221,1.110788387444795
CHN,China,High,EAP,78.0,2012,76.2,0.7939862414048571
COL,Colombia,High,LAC,83.0,2012,75.611,0.7322197852587058
CRI,Costa Rica,Very High,LAC,62.0,2012,79.925,1.1846145082035222
HRV,Croatia,Very High,Developed,41.0,2012,77.284,0.9076616887094893
CZE,Czech Republic,Very High,Developed,29.0,2012,77.998,0.9825364759562669
CIV,Ivory Coast,Medium,SSA,157.0,2012,56.57,-1.2645460746375075
DNK,Denmark,Very High,Developed,4.0,2012,80.082,1.2010785720659085
ECU,Ecuador,High,LAC,88.0,2012,75.486,0.7191114541580794
EGY,Egypt,High,AS,100.0,2012,69.464,0.08760449505430311
FRA,France,Very High,Developed,26.0,2012,81.739,1.3748426091358126
DEU,Germany,Very High,Developed,5.0,2012,80.502,1.2451225645640132
GHA,Ghana,Medium,SSA,143.0,2012,61.995,-0.6956445048703235
GRC,Greece,Very High,Developed,34.0,2012,80.422,1.2367332326596125
HND,Honduras,Medium,LAC,139.0,2012,70.46,0.19205167726409347
ISL,Iceland,Very High,Developed,1.0,2012,82.346,1.4384966649604543
IRN,Iran,High,SA,75.0,2012,75.039,0.6722360621422393
IRL,Republic of Ireland,Very High,Developed,11.0,2012,80.852,1.2818258916457679
ITA,Italy,Very High,Developed,29.0,2012,82.252,1.4286391999727823
JAM,Jamaica,High,LAC,117.0,2012,72.405,0.39601730918984046
JPN,Japan,Very High,Developed,23.0,2012,83.168,1.5246970502781734
PRK,North Korea,Other Countries or Territories,EAP,,2012,71.317,0.28192239528998775
KOR,South Korea,Very High,Developed,20.0,2012,81.308,1.3296450835008533
MEX,Mexico,High,LAC,81.0,2012,74.128,0.5767025450808742
MAR,Morocco,High,AS,120.0,2012,71.674,0.3193597889133781
NLD,Netherlands,Very High,Developed,8.0,2012,81.059,1.3035332879484045
NZL,New Zealand,Very High,Developed,17.0,2012,81.167,1.3148588860193462
NGA,Nigeria,Medium,SSA,164.0,2012,51.688,-1.7765050541035705
NOR,Norway,Very High,Developed,2.0,2012,81.446,1.3441166810359437
PAN,Panama,Very High,LAC,59.0,2012,76.877,0.8649809626458487
PRY,Paraguay,High,LAC,99.0,2012,73.105,0.4694239633533484
PER,Peru,High,LAC,79.0,2012,73.979,0.5610774144089274
POL,Poland,Very High,Developed,35.0,2012,76.775,0.8542845644677386
PRT,Portugal,Very High,Developed,40.0,2012,80.555,1.25068049695068
QAT,Qatar,Very High,AS,43.0,2012,80.499,1.2448079646175982
ROU,Romania,Very High,Developed,55.0,2012,74.314,0.5962077417586055
RUS,Russia,Very High,Developed,64.0,2012,70.117,0.15608241672397585
SAU,Saudi Arabia,Very High,AS,37.0,2012,76.09,0.782450910036306
SEN,Senegal,Low,SSA,169.0,2012,65.229,-0.356505762634918
SRB,Serbia,Very High,ECA,62.0,2012,75.089,0.6774793945824895
SVK,Slovakia,Very High,Developed,44.0,2012,76.176,0.7914694418335367
SVN,Slovenia,Very High,Developed,21.0,2012,79.765,1.1678358443947208
ZAF,South Africa,High,SSA,106.0,2012,61.737,-0.7227001002620158
ESP,Spain,Very High,Developed,28.0,2012,82.191,1.4222423343956774
SWE,Sweden,Very High,Developed,5.0,2012,81.73,1.3738988092965676
CHE,Switzerland,Very High,Developed,2.0,2012,82.617,1.4669155267866123
TGO,Togo,Medium,SSA,161.0,2012,57.94,-1.1208787657746426
TTO,Trinidad and Tobago,Very High,LAC,72.0,2012,72.513,0.4073429072607821
TUN,Tunisia,High,AS,105.0,2012,74.599,0.6260947366680347
TUR,Turkey,Very High,ECA,51.0,2012,75.552,0.7260326529792104
UKR,Ukraine,High,ECA,87.0,2012,71.09,0.25811766601125136
USA,United States,Very High,Developed,17.0,2012,78.817,1.0684222613275696
URY,Uruguay,Very High,LAC,48.0,2012,76.691,0.8454757659681174
DZA,Algeria,High,AS,96.0,2013,74.809,0.6481167329170863
AGO,Angola,Medium,SSA,148.0,2013,59.705,-0.9357891306337984
ARG,Argentina,Very High,LAC,47.0,2013,75.829,0.755080714698197
AUS,Australia,Very High,Developed,7.0,2013,82.551,1.4599943279654812
AUT,Austria,Very High,Developed,22.0,2013,81.078,1.3055257542757004
BEL,Belgium,Very High,Developed,10.0,2013,80.467,1.241452231855838
BOL,Bolivia,High,LAC,108.0,2013,66.777,-0.19417219028476096
BIH,Bosnia and Herzegovina,Very High,ECA,74.0,2013,77.129,0.8914073581447124
BRA,Brazil,High,LAC,84.0,2013,74.609,0.6271434031560839
BGR,Bulgaria,Very High,Developed,55.0,2013,74.828,0.6501091992443822
CMR,Cameroon,Medium,SSA,155.0,2013,58.73,-1.038034113218684
CAN,Canada,Very High,Developed,16.0,2013,81.785,1.3796664749808423
CHL,Chile,Very High,LAC,45.0,2013,79.551,1.1453943815504486
CHN,China,High,EAP,78.0,2013,76.452,0.8204126369037194
COL,Colombia,High,LAC,83.0,2013,75.834,0.755605047942223
CRI,Costa Rica,Very High,LAC,62.0,2013,80.189,1.2122993034880445
HRV,Croatia,Very High,Developed,41.0,2013,77.51,0.9313615513394216
CZE,Czech Republic,Very High,Developed,29.0,2013,78.169,1.000468672901923
CIV,Ivory Coast,Medium,SSA,157.0,2013,57.057,-1.213476016669467
